'tain	t ɛ̃
kitcisakik	k i t s i s a k i k
kitesurf	k a j t s œ ʁ f
kitsune	k i t s u n e
kiwewa	k i w e w a
kiyoko	k i j ɔ k o
klamath	k l a m a t
klavatz	k l a v a t s
klaxon	k l a k s ɔ n
klaxons	k l a k s ɔ̃
klephte	k l ɛ f t
kleptocratie	k l ɛ p t ɔ k ʁ a s i
kleptomane	k l ɛ p t ɔ m a n
kleptomanie	k l ɛ p t ɔ m a n i
klingon	k l i ŋ ɡ ɔ n
kloetzer	k l ø t z œ ʁ
klystron	k l i s t ʁ ɔ̃
knicker	k n i k œ ʁ
knickerbocker	k n i k œ ʁ b ɔ k œ ʁ
knickerbockers	k n i k œ ʁ b ɔ k œ ʁ
knickers	k n i k œ ʁ
knockouter	n ɔ k a w t e
knout	k n u t
ko	k i l o ɔ k t ɛ
koala	k ɔ a l a
koan	k o a n
kobold	k ɔ b ɔ l d
koinè	k ɔ j n ɛ
koinéisation	k ɔ i n e i z a s j ɔ̃
kojima	k ɔ d ʒ i m a
kolkhoze	k ɔ l k o z
komintern	k ɔ m i n t ɛ ʁ n
kondo	k ɔ n d o
kondýlis	k ɔ̃ d i l i s
kopeck	k ɔ p ɛ k
kopiopie	k ɔ p j ɔ p i
koppa	k ɔ p a
korfbal	k ɔ ʁ f b a l
korrigan	k ɔ ʁ i ɡ ɑ̃
kosovare	k o z ɔ v a ʁ
kot	k ɔ t
koter	k ɔ t e
koto	k o t o
kouban	k u b a n
kouchan	k u ʃ ɑ̃
kouffar	k u f a ʁ
kouglof	k u ɡ l ɔ f
koulak	k u l a k
koulibiac	k u l i b j a k
koulibiak	k u l i b j a k
koumetz	k u m ɛ t s
koumis	k u m i s
koupiansk	k u p j a n s k
kourkov	k u ʁ k ɔ f
kousmine	k u s m i n
koutaïssi	k u t a i s i
kouzmine	k u z m i n
koweït	k o w ɛ j t
koï	k ɔ j
kpata	k p a t a
kpoklé	k p ɔ k l e
kpê	k p ɛ
krach	k ʁ a k
krachs	k ʁ a k
krasnoïarsk	k ʁ a s n ɔ j a ʁ s k
kraï	k ʁ a i
kremlinologue	k ʁ ɛ m l i n ɔ l ɔ ɡ
krill	k ʁ i l
krivine	k ʁ i v i n
kronprinz	k ʁ o n p ʁ i n t s
kropyvnytskyï	k ʁ ɔ p i v n i t s k j i
krypton	k ʁ i p t ɔ̃
ksar	k s a ʁ
ksi	k s i
ku	k y
kufique	k u f i k
kumiko	k u m i k o
kummel	k y m ɛ l
kuniko	k u n i k o
kurdophone	k y ʁ d ɔ f ɔ n
kurdophones	k y ʁ d ɔ f ɔ n
kurimoto	k u ʁ i m ɔ t o
kuujjuaq	k u d ʒ w a k
kvas	k v a s
kwango	k w ɑ̃ ɡ o
kwashiorkor	k w a ʃ j ɔ ʁ k ɔ ʁ
kylian	k i l j ɑ̃
kyrie	k i ʁ i j e
kyrielle	k i ʁ j ɛ l
kystique	k i s t i k
kystiques	k i s t i k
kâfir	k a f i ʁ
kébab	k e b a b
kébabs	k e b a b
kébécois	k e b e k w a
kébécoise	k e b e k w a z
kéfir	k e f i ʁ
kéka	k e k a
kéké	k e k e
kémaliste	k e m a l i s t
kératine	k e ʁ a t i n
kératoconjonctivite	k e ʁ a t o k ɔ̃ ʒ ɔ̃ k t i v i t
kérosène	k e ʁ o z ɛ n
késaco	k e z a k o
kœnigsberg	k e n i ɡ s b ɛ ʁ
l'	l ‿
l'a	l ‿ a
l'ascension	l ‿ a s ɑ̃ s j ɔ̃
l'assomption	l ‿ a s ɔ̃ p s j ɔ̃
l'emporter	l ‿ ɑ̃ p ɔ ʁ t e
l'estaque	l ‿ ɛ s t a k
l'heureux	l ‿ œ ʁ ø
l'isle	l ‿ i l
l'islet	l i l ɛ
l'on	l ‿ ɔ̃
l'un	l ‿ œ̃
l'une	l ‿ y n
l'x	l ‿ i k s
laaouni	l a a u n i
labbe	l a b
labelle	l a b ɛ l
labelliser	l a b e l i z e
labeurer	l a b œ ʁ e
labial	l a b j a l
labile	l a b i l
labilité	l a b i l i t e
labiovélaire	l a b j ɔ v e l ɛ ʁ
labiée	l a b j e
labné	l a b n e
labourai	l a b u ʁ e
labourais	l a b u ʁ ɛ
labourait	l a b u ʁ ɛ
labouras	l a b u ʁ a
labourasse	l a b u ʁ a s
labourassent	l a b u ʁ a s
labourasses	l a b u ʁ a s
labourassiez	l a b u ʁ a s j e
labourassions	l a b u ʁ a s j ɔ̃
labourd	l a b u ʁ
laboure	l a b u ʁ
labourent	l a b u ʁ
labourera	l a b u ʁ ə ʁ a
labourerai	l a b u ʁ ə ʁ e
laboureraient	l a b u ʁ ə ʁ ɛ
labourerais	l a b u ʁ ə ʁ ɛ
labourerait	l a b u ʁ ə ʁ ɛ
laboureras	l a b u ʁ ə ʁ a
labourerez	l a b u ʁ ə ʁ e
laboureriez	l a b u ʁ ə ʁ j e
labourerions	l a b u ʁ ə ʁ j ɔ̃
labourerons	l a b u ʁ ə ʁ ɔ̃
laboureront	l a b u ʁ ə ʁ ɔ̃
laboures	l a b u ʁ
labourez	l a b u ʁ e
labouriez	l a b u ʁ j e
labourions	l a b u ʁ j ɔ̃
labourons	l a b u ʁ ɔ̃
labourâmes	l a b u ʁ a m
labourât	l a b u ʁ a
labourâtes	l a b u ʁ a t
labourèrent	l a b u ʁ ɛ ʁ
labrea	l a b ʁ ə a
labrecque	l a b ʁ ɛ k
labriolle	l a b ʁ i j ɔ l
labyrinthite	l a b i ʁ ɛ̃ t i t
labyrinthites	l a b i ʁ ɛ̃ t i t
lacan	l a k ɑ̃
lacasse	l a k a s
lacer	l a s e
laceron	l a s ʁ ɔ̃
lacinié	l a s i n j e
lacombe	l a k ɔ̃ b
laconiser	l a k ɔ n i z e
lacrosse	l a k ʁ ɔ s
lacrymal	l a k ʁ i m a l
lacrymogène	l a k ʁ i m ɔ ʒ ɛ n
lacrymonasale	l a k ʁ i m ɔ n a z a l
lacs	a
lactaire	l a k t ɛ ʁ
lactaires	l a k t ɛ ʁ
lactate	l a k t a t
lactation	l a k t a s j ɔ̃
lactique	l a k t i k
lactobacille	l a k t ɔ b a s i j
lactodensimètre	l a k t ɔ d ɑ̃ s i m ɛ t ʁ
lactoflavine	l a k t ɔ f l a v i n
lactomètre	l a k t ɔ m ɛ t ʁ
lactone	l a k t ɔ n
lactose	l a k t o z
lactosurie	l a k t o z y ʁ i
lactucarium	l a k t y k a ʁ j ɔ m
lactéale	l a k t e a l
lacérer	l a s e ʁ e
ladin	l a d ɛ̃
ladino	l a d i n o
ladislas	l a d i s l a s
ladres	l a d ʁ
lafaille	l a f a j
lafaye	l a f ɛ j
laffaye	l a f ɛ j
lafleur	l a f l œ ʁ
lafont	l a f ɔ̃
laforce	l a f ɔ ʁ s
lafrenière	l a f ʁ ə n j ɛ ʁ
laghouat	l a ɡ w a t
lagide	l a ʒ i d
lagniappe	l a n j a p
lagomorphe	l a ɡ ɔ m ɔ ʁ f
lagonite	l a ɡ ɔ n i t
lagopède	l a ɡ ɔ p ɛ d
lagos	l a ɡ o s
lagunage	l a ɡ y n a ʒ
lagunaire	l a ɡ y n ɛ ʁ
lahmajoun	l a m a ʒ u n
lahontan	l a ɔ̃ t ɑ̃
lahore	l a ɔ ʁ
laideron	l e d ʁ ɔ̃
laideur	l e d œ ʁ
laideurs	l e d œ ʁ
laidir	l e d i ʁ
laie	l ɛ
lainage	l e n a ʒ
laineux	l e n ø
laissé	l e s e
lait	l e
laitage	l e t a ʒ
laitance	l e t ɑ̃ s
laite	l ɛ t
laiterie	l e t ʁ i
laiteron	l e t ʁ ɔ̃
laiteuse	l e t ø z
laiteuses	l e t ø z
laiteux	l e t ø
laitier	l e t j e
laiton	l e t ɔ̃
laitte	l ɛ t
laitue	l e t y
lajeunesse	l a ʒ œ n ɛ s
lajoie	l a ʒ w a
lakh	l a k
lakhdar	l a k d a ʁ
laliberté	l a l i b ɛ ʁ t e
lalloum	l a l u m
lalonde	l a l ɔ̃ d
laloum	l a l u m
lalé	l a l e
lamar	l a m a ʁ
lamarckien	l a m a ʁ k j ɛ̃
lamarckienne	l a m a ʁ k j ɛ n
lamarckisme	l a m a ʁ k i s m
lamartinien	l a m a ʁ t i n j ɛ̃
lambada	l ɑ̃ b a d a
lambel	l ɑ̃ b ɛ l
lambertienne	l ɑ̃ b ɛ ʁ s j ɛ n
lambic	l ɑ̃ b i k
lambine	l ɑ̃ b i n
lambiner	l ɑ̃ b i n e
lambines	l ɑ̃ b i n
lambourde	l ɑ̃ b u ʁ d
lambrequin	l ɑ̃ b ʁ ə k ɛ̃
lambrisser	l ɑ̃ b ʁ i s e
lamellaire	l a m e l ɛ ʁ
lamelle	l a m ɛ l
lamentai	l a m ɑ̃ t ɛ
lamentais	l a m ɑ̃ t ɛ
lamentasse	l a m ɑ̃ t a s
lamentasses	l a m ɑ̃ t a s
lamente	l a m ɑ̃ t
lamentes	l a m ɑ̃ t
lamia	l a m j a
lamie	l a m i
lamier	l a m j e
laminaire	l a m i n ɛ ʁ
lampadaire	l ɑ̃ p a d ɛ ʁ
lampadédromie	l ɑ̃ p a d e d ʁ ɔ m i
lampai	l ɑ̃ p e
lampaient	l ɑ̃ p ɛ
lampais	l ɑ̃ p ɛ
lampait	l ɑ̃ p ɛ
lampant	l ɑ̃ p ɑ̃
lampasse	l ɑ̃ p a s
lampassent	l ɑ̃ p a s
lampasses	l ɑ̃ p a s
lampassiez	l ɑ̃ p a s j e
lampassions	l ɑ̃ p a s j ɔ̃
lampassée	l ɑ̃ p a s e
lampent	l ɑ̃ p
lamper	l ɑ̃ p e
lampera	l ɑ̃ p ʁ a
lamperai	l ɑ̃ p ʁ e
lamperaient	l ɑ̃ p ʁ ɛ
lamperais	l ɑ̃ p ʁ ɛ
lamperait	l ɑ̃ p ʁ ɛ
lamperas	l ɑ̃ p ʁ a
lamperez	l ɑ̃ p ʁ e
lamperiez	l ɑ̃ p ə ʁ j e
lamperions	l ɑ̃ p ə ʁ j ɔ̃
lamperons	l ɑ̃ p ʁ ɔ̃
lamperont	l ɑ̃ p ʁ ɔ̃
lampez	l ɑ̃ p e
lampiez	l ɑ̃ p j e
lampiste	l ɑ̃ p i s t
lampisterie	l ɑ̃ p i s t ə ʁ i
lampons	l ɑ̃ p ɔ̃
lampourde	l ɑ̃ p u ʁ d
lamproyon	l ɑ̃ p ʁ w a j ɔ̃
lampsane	l ɑ̃ p s a n
lampâmes	l ɑ̃ p a m
lampât	l ɑ̃ p a
lampâtes	l ɑ̃ p a t
lampèrent	l ɑ̃ p ɛ ʁ
lampé	l ɑ̃ p e
lampés	l ɑ̃ p e
lamé	l a m e
laméthiste	l a m e t i s t
lanaspeze	l a n a s p ɛ z
lanaudière	l a n o d j ɛ ʁ
lancastre	l ɑ̃ k a s t ʁ
lancera	l ɑ̃ s ʁ a
lancerai	l ɑ̃ s ʁ e
lanceras	l ɑ̃ s ʁ a
lanceur	l ɑ̃ s œ ʁ
lanceuse	l ɑ̃ s ø z
lanciez	l ɑ̃ s j e
lancinamment	l ɑ̃ s i n a m ɑ̃
lancinant	l ɑ̃ s i n ɑ̃
lancinante	l ɑ̃ s i n ɑ̃ t
lancinantes	l ɑ̃ s i n ɑ̃ t
lanciner	l ɑ̃ s i n e
lancions	l ɑ̃ s j ɔ̃
landrienne	l ɑ̃ d ʁ i j ɛ n
landru	l ɑ̃ d ʁ y
langagière	l ɑ̃ ɡ a ʒ j ɛ ʁ
langelier	l ɑ̃ ʒ ə l j e
langoureusement	l ɑ̃ ɡ u ʁ ø z m ɑ̃
langoureuses	l ɑ̃ ɡ u ʁ ø z
langouste	l ɑ̃ ɡ u s t
langoustine	l ɑ̃ ɡ u s t i n
langue	l ã ɡ
languedocien	l ɑ̃ ɡ d ɔ s j ɛ̃
languidement	l ɑ̃ ɡ i d m ɑ̃
laniel	l a n j ɛ l
laniste	l a n i s t
lannemezan	l a n ə m z ɑ̃
lansquenet	l ɑ̃ s k ə n ɛ
lantana	l ɑ̃ t a n a
lanthane	l ɑ̃ t a n
lantier	l ɑ̃ t j e
lanugineux	l a n y ʒ i n ø
lanuéjols	l a n ɥ e ʒ ɔ l
lanvollon	l ɑ̃ v ɔ l ɔ̃
lanças	l ɑ̃ s a
lançasse	l ɑ̃ s a s
lançassent	l ɑ̃ s a s
lançasses	l ɑ̃ s a s
lançons	l ɑ̃ s ɔ̃
lançâmes	l ɑ̃ s a m
laocoon	l a o k o ɔ̃
laodicéen	l a ɔ d i s e ɛ̃
laos	l a ɔ s
laotien	l a ɔ s j ɛ̃
lapa	l a p a
lapai	l a p e
lapaient	l a p ɛ
lapais	l a p ɛ
lapait	l a p ɛ
lapalissade	l a p a l i s a d
lapant	l a p ɑ̃
lapasse	l a p a s
lapassent	l a p a s
lapasses	l a p a s
lapassiez	l a p a s j e
lapassions	l a p a s j ɔ̃
lape	l a p
lapent	l a p
laper	l a p e
lapera	l a p ʁ a
laperai	l a p ʁ e
laperaient	l a p ʁ ɛ
laperais	l a p ʁ ɛ
laperait	l a p ʁ ɛ
laperas	l a p ʁ a
lapereau	l a p ʁ o
laperez	l a p ʁ e
laperiez	l a p ə ʁ j e
laperions	l a p ə ʁ j ɔ̃
laperons	l a p ʁ ɔ̃
laperont	l a p ʁ ɔ̃
lapes	l a p
lapez	l a p e
lapidairement	l a p i d ɛ ʁ m ɑ̃
lapidation	l a p i d a s j ɔ̃
lapierre	l a p j ɛ ʁ
lapiez	l a p j e
lapineau	l a p i n o
lapines	l a p i n
lapiniser	l a p i n i z e
lapions	l a p j ɔ̃
lapon	l a p ɔ̃
lapâmes	l a p a m
lapât	l a p a
lapâtes	l a p a t
lapège	l a p ɛ ʒ
lapèrent	l a p ɛ ʁ
lapé	l a p e
laquer	l a k e
lara	l a ʁ a
larbin	l a ʁ b ɛ̃
larbinisme	l a ʁ b i n i s m
lardacée	l a ʁ d a s e
lardeux	l a ʁ d ø
lardon	l a ʁ d ɔ̃
lardu	l a ʁ d y
lare	l a ʁ
largesse	l a ʁ ʒ ɛ s
largeurs	l a ʁ ʒ œ ʁ
largir	l a ʁ ʒ i ʁ
larigot	l a ʁ i ɡ o
larimar	l a ʁ i m a ʁ
larimars	l a ʁ i m a ʁ
larissa	l a ʁ i s a
larmichette	l a ʁ m i ʃ ɛ t
larmoyer	l a ʁ m w a j e
larouche	l a ʁ u ʃ
larrivée	l a ʁ i v e
larron	l a ʁ ɔ̃
larvaire	l a ʁ v ɛ ʁ
laryngien	l a ʁ ɛ̃ ʒ j ɛ̃
laryngienne	l a ʁ ɛ̃ ʒ j ɛ n
laryngiteux	l a ʁ ɛ̃ ʒ i t ø
laryngoscopie	l a ʁ ɛ̃ ɡ ɔ s k ɔ p i
laryngé	l a ʁ ɛ̃ ʒ e
laryngée	l a ʁ ɛ̃ ʒ e
las	l a
lasagne	l a z a ɲ
lasalle	l a s a l
lascif	l a s i f
lassallienne	l a s a l j ɛ n
lassalléenne	l a s a l e ɛ n
latemment	l a t a m ɑ̃
latentes	l a t ɑ̃ t
lathus	l a t y s
lathyrisme	l a t i ʁ i s m
laticlave	l a t i k l a v
latif	l a t i f
latifundiste	l a t i f œ̃ d i s t
latiniser	l a t i n i z e
latiniste	l a t i n i s t
latinistes	l a t i n i s t
latinité	l a t i n i t e
latino	l a t i n o
latitudinal	l a t i t y d i n a l
latitudinale	l a t i t y d i n a l
latium	l a s j œ m
latour	l a t u ʁ
latroncule	l a t ʁ ɔ̃ k y l
lattaquiote	l a t a k j ɔ t
lattaquié	l a t a k j e
lattis	l a t i
latéralisation	l a t e ʁ a l i z a s j ɔ̃
latéraliser	l a t e ʁ a l i z e
latérite	l a t e ʁ i t
laudanum	l o d a n ɔ m
laudative	l o d a t i v
laudatrice	l o d a t ʁ i s
launay	l o n e
laune	l o n
laurai	l ɔ ʁ ɛ
lauraient	l ɔ ʁ ɛ
laurais	l ɔ ʁ ɛ
laurait	l ɔ ʁ ɛ
laurant	l ɔ ʁ ɑ̃
lauras	l ɔ ʁ a
laureline	l ɔ ʁ l i n
laurence	l o ʁ ɑ̃ s
laurent	l o ʁ ɑ̃
laurentides	l ɔ ʁ ɑ̃ t i d
laurentie	l o ʁ ɑ̃ s i
laurentien	l o ʁ ɑ̃ s j ɛ̃
laurentienne	l o ʁ ɑ̃ s j ɛ n
laurer	l o ʁ e
laurera	l ɔ ʁ ə ʁ a
laurerai	l ɔ ʁ ə ʁ ɛ
laureras	l ɔ ʁ ə ʁ a
laures	l ɔ ʁ
laurette	l ɔ ʁ ɛ t
laurez	l ɔ ʁ e
lauriez	l ɔ ʁ j e
laurine	l ɔ ʁ i n
laurions	l ɔ ʁ j ɔ̃
laurique	l o ʁ i k
laurons	l ɔ ʁ ɔ̃
laurylique	l o ʁ i l i k
laurâmes	l ɔ ʁ a m
laurâtes	l ɔ ʁ a t
laurèrent	l ɔ ʁ ɛ ʁ
lauré	l o ʁ e
lauréat	l o ʁ e a
laurée	l ɔ ʁ e
laurées	l ɔ ʁ e
lauréole	l o ʁ e ɔ l
laurés	l ɔ ʁ e
lausanne	l o z a n
lauzier	l o z j e
lavable	l a v a b l
lavache	l a v a ʃ
lavallière	l a v a l j ɛ ʁ
lavalloise	l a v a l w a z
lavaltrie	l a v a l t ʁ i
lavande	l a v ɑ̃ d
lavandière	l a v ɑ̃ d j ɛ ʁ
lavatory	l a v a t ɔ ʁ i
lavement	l a v m ɑ̃
lavette	l a v ɛ t
laveurs	l a v œ ʁ
laveuses	l a v ø z
lavomatique	l a v ɔ m a t i k
lavure	l a v y ʁ
lawrencium	l ɔ ʁ ɑ̃ s j ɔ m
laxatif	l a k s a t i f
layer	l e j e
layet	l e j ɛ
layette	l e j ɛ t
layon	l e j ɔ̃
laze	l a z
lazulite	l a z y l i t
lazurite	l a z y ʁ i t
lazzi	l a d z i
laërte	l a ɛ ʁ t
laëtitia	l a e t i s j a
laîche	l ɛ ʃ
laïcisation	l a i s i z a s j ɔ̃
laïciser	l a i s i z e
laïquement	l a i k m ɑ̃
lea	l ə a
leadership	l i d œ ʁ ʃ i p
leasing	l i z i ŋ
lebesgue	l ə b ɛ ɡ
leclair	l ə k l ɛ ʁ
leclercq	l ə k l ɛ ʁ
leclert	l ə k l ɛ ʁ
lecoubarry	l ə k u b a ʁ i
lectionnaire	l ɛ k s j ɔ n ɛ ʁ
lectorat	l ɛ k t ɔ ʁ a
lecumberry	l ə k œ̃ b e ʁ i
lecœuvre	l ə k œ v ʁ
ledrue	l ə d ʁ y
leduc	l ə d y k
leeds	l i d z
legato	l ə ɡ a t o
legrand	l ə ɡ ʁ ɑ̃
legrix	l ə ɡ ʁ i
legros	l ə ɡ ʁ o
legs	l ɛ
lehri	l e h ʁ i
leibnitzien	l a j b n i t s j ɛ̃
leibnitzienne	l e b n i t s j ɛ n
leila	l e j l a
leitmotiv	l ɛ t m ɔ t i v
lemaire	l ə m ɛ ʁ
lemay	l ə m ɛ
lemieux	l ə m j ø
lemme	l ɛ m
lemming	l e m i ŋ
lendore	l ɑ̃ d ɔ ʁ
lenne	l ɛ n
lenormand	l ə n ɔ ʁ m ɑ̃
lens	l ɑ̃ s
lensois	l ɑ̃ s w a
lensoise	l ɑ̃ s w a z
lentigo	l ɑ̃ t i ɡ o
lentisque	l ɑ̃ t i s k
lento	l ɛ n t o
leparmentier	l ə p a ʁ m ɑ̃ t j e
lepine	l ə p i n
lepton	l ɛ p t ɔ̃
leptoniquement	l ɛ p t ɔ n i k m ɑ̃
lepénisation	l ə p e n i z a s j ɔ̃
lepénisme	l ə p e n i s m
lepéniste	l ə p e n i s t
lerne	l ɛ ʁ n
lernéen	l ɛ ʁ n e ɛ̃
leroux	l ə ʁ u
lesbianisme	l ɛ s b j a n i s m
lesbiche	l ɛ s b i ʃ
lesbien	l ɛ z b j ɛ̃
lesbienne	l ɛ s b j ɛ n
lesdites	l e d i t
leslie	l e s l i
lesly	l e s l i
lesquin	l ɛ s k ɛ̃
lessard	l e s a ʁ
lessiver	l e s i v e
lessiveuse	l e s i v ø z
lessivé	l e s i v e
lestage	l ɛ s t a ʒ
lester	l ɛ s t e
lestrygon	l ɛ s t ʁ i ɡ ɔ̃
letchi	l ɛ t ʃ i
letellier	l ə t e l j e
letissier	l ə t i s j e
lette	l ɛ t
letton	l e t ɔ̃
lettonie	l e t ɔ n i
lettonne	l e t ɔ n
lettophone	l e t ɔ f ɔ n
lettrent	l e t ʁ ɑ̃
lettrer	l e t ʁ e
lettrine	l e t ʁ i n
leucade	l ø k a d
leucadien	l ø k a d j ɛ̃
leucippe	l ø s i p
leucite	l ø s i t
leucocyte	l ø k ɔ s i t
leucodermie	l œ k ɔ d ɛ ʁ m i
leucopoïèse	l ø k ɔ p ɔ i ɛ z
leuctres	l œ k t ʁ
leucémie	l ø s e m i
leude	l ø d
leuleu	l ø l ø
leurdit	l œ ʁ d i
leurdite	l œ ʁ d i t
leursdites	l œ ʁ d i
leursdits	l œ ʁ d i
levage	l ə v a ʒ
levante	l ə v ɑ̃ t
levert	l ə v ɛ ʁ
levoir	l ə v w a ʁ
levraut	l ə v ʁ o
levreau	l ə v ʁ o
levurage	l ə v y ʁ a ʒ
lexical	l ɛ k s i k a l
lexicale	l ɛ k s i k a l
lexicales	l ɛ k s i k a l
lexicalisation	l ɛ k s i k a l i z a s j ɔ̃
lexicaliser	l ɛ k s i k a l i z e
lexicaux	l ɛ k s i k o
lexicomane	l ɛ k s i k ɔ m a n
lexiques	l ɛ k s i k
lexème	l ɛ k s ɛ m
ley	l ɛ j
lez	l e
lgbt	ɛ l ʒ e b e t e
lhotellier	l ɔ t e l j e
lhôtellier	l o t e l j e
liabeuf	l j a b œ f
liais	l j ɛ
liaison	l j e z ɔ̃
liaisons	l j e z ɔ̃
liamone	l j a m ɔ n
lianescent	l j a n e s ɑ̃
lianescente	l j a n e s ɑ̃ t
liant	l i ɑ̃
liaodong	l j a ɔ d ɔ̃
liaoyang	l j a w a j ɑ̃
liarder	l j a ʁ d e
liasique	l j a z i k
libelle	l i b ɛ l
liber	l i b ɛ ʁ
libero	l i b e ʁ o
libers	l i b ɛ ʁ
libertarianisme	l i b ɛ ʁ t a ʁ j a n i s m
libertarienne	l i b ɛ ʁ t a ʁ j ɛ n
libertarisme	l i b ɛ ʁ t a ʁ i s m
liberticide	l i b ɛ ʁ t i s i d
libidinal	l i b i d i n a l
libidinale	l i b i d i n a l
libidineuse	l i b i d i n ø z
libidineux	l i b i d i n ø
libido	l i b i d o
librairie	l i b ʁ e ʁ i
librophage	l i b ʁ ɔ f a ʒ
libyen	l i b j ɛ̃
libyque	l i b i k
libéraliser	l i b e ʁ a l i z e
libéralismes	l i b e ʁ a l i s m
libératoire	l i b e ʁ a t w a ʁ
libéria	l i b e ʁ j a
libéro	l i b e ʁ o
licebroque	l i s ə b ʁ ɔ k
liche	l i ʃ
lichénification	l i k e n i f i k a s j ɔ̃
lichénique	l i k e n i k
lichénologie	l i k e n ɔ l ɔ ʒ i
lichénologiquement	l i k e n ɔ l ɔ ʒ i k m ɑ̃
liciter	l i s i t e
licra	l i k ʁ a
lidocaïne	l i d ɔ k a i n
liechtenstein	l i ʃ t ə n ʃ t a j n
liechtensteinois	l i ʃ t ə n ʃ t a j n w a
liement	l i m ɑ̃
lieoux	l j e u
lier	l i e
lieuité	l j œ i t e
lieutenance	l j ø t n ɑ̃ s
lieutenante	l j ø t n ɑ̃ t
liffré	l i f ʁ e
lifter	l i f t e
liftier	l i f t j e
lifting	l i f t i ŋ
ligablo	l i ɡ a b l o
ligament	l i ɡ a m ɑ̃
ligamenteuse	l i ɡ a m ɑ̃ t ø z
ligature	l i ɡ a t y ʁ
lige	l i ʒ
ligna	l i ɲ a
lignage	l i ɲ a ʒ
lignai	l i ɲ e
lignaient	l i ɲ ɛ
lignais	l i ɲ ɛ
lignait	l i ɲ ɛ
lignant	l i ɲ ɑ̃
lignas	l i ɲ a
lignasse	l i ɲ a s
lignassent	l i ɲ a s
lignasses	l i ɲ a s
lignassiez	l i ɲ a s j e
lignassions	l i ɲ a s j ɔ̃
lignent	l i ɲ
ligner	l i ɲ e
lignera	l i ɲ ə ʁ a
lignerai	l i ɲ ə ʁ e
ligneraient	l i ɲ ə ʁ ɛ
lignerais	l i ɲ ə ʁ ɛ
lignerait	l i ɲ ə ʁ ɛ
ligneras	l i ɲ ə ʁ a
lignerez	l i ɲ ə ʁ e
ligneriez	l i ɲ ə ʁ j e
lignerions	l i ɲ ə ʁ j ɔ̃
lignerons	l i ɲ ə ʁ ɔ̃
ligneront	l i ɲ ə ʁ ɔ̃
lignez	l i ɲ e
ligniez	l i ɲ j e
lignions	l i ɲ j ɔ̃
lignite	l i ɲ i t
lignons	l i ɲ ɔ̃
lignâmes	l i ɲ a m
lignât	l i ɲ a
lignâtes	l i ɲ a t
lignèrent	l i ɲ ɛ ʁ
ligné	l i ɲ e
ligoter	l i ɡ ɔ t e
liguer	l i ɡ e
ligueur	l i ɡ œ ʁ
ligueuse	l i ɡ ø z
liguliflore	l i ɡ j l i f l ɔ ʁ
ligure	l i ɡ y ʁ
ligurie	l i ɡ y ʁ i
ligurienne	l i ɡ y ʁ j ɛ n
ligérien	l i ʒ e ʁ j ɛ̃
liker	l a j k e
likez	l i k e
lilac	l i l a k
liliacée	l i l j a s e
lilian	l i l j ɑ̃
lillois	l i l w a
lilloise	l i l w a z
lima	l i m a
limacienne	l i m a s j ɛ n
limande	l i m ɑ̃ d
limas	l i m a
limat	l i m a
limbe	l ɛ̃ b
limbourg	l ɛ̃ b u ʁ
limbourgeois	l ɛ̃ b u ʁ ʒ w a
limbourgeoise	l ɛ̃ b u ʁ ʒ w a z
limer	l i m e
limette	l i m ɛ t
limettier	l i m e t j e
limicole	l i m i k ɔ l
liminal	l i m i n a l
limita	l i m i t a
limnimétrie	l i m n i m e t ʁ i
limogeage	l i m ɔ ʒ a ʒ
limoger	l i m ɔ ʒ e
limogé	l i m ɔ ʒ e
limonaire	l i m ɔ n ɛ ʁ
limule	l i m y l
limât	l i m a
limé	l i m e
linaire	l i n ɛ ʁ
linaires	l i n ɛ ʁ
linceux	l ɛ̃ s ø
linda	l i n d a
linger	l ɛ̃ ʒ e
lingette	l ɛ̃ ʒ ɛ t
lingot	l ɛ̃ ɡ o
lingue	l ɛ̃ ɡ
linguiforme	l ɛ̃ ɡ ɥ i f ɔ ʁ m
linguiste	l ɛ̃ ɡ ɥ i s t
linguistes	l ɛ̃ ɡ w i s t
linguistique	l ɛ̃ ɡ ɥ i s t i k
linguistiquement	l ɛ̃ ɡ ɥ i s t i k m ɑ̃
linon	l i n ɔ̃
linuxien	l i n y k s j ɛ̃
linuxienne	l i n y k s j ɛ n
linéaire	l i n e ɛ ʁ
linéairement	l i n e ɛ ʁ m ɑ̃
linéariser	l i n e a ʁ i z e
lionceau	l j ɔ̃ s o
liondent	l j ɔ̃ d ɑ̃
lionne	l i ɔ n
lions	l i ɔ̃
lipa	l i p a
lipide	l i p i d
lipochrome	l i p ɔ k ʁ o m
lipogrammatique	l i p ɔ ɡ ʁ a m a t i k
lipogramme	l i p ɔ ɡ ʁ a m
lipome	l i p ɔ m
lipomes	l i p ɔ m
lipoprotéine	l i p o p ʁ ɔ t e i n
liposoluble	l i p o s ɔ l y b l
liposuccion	l i p o s y k s j ɔ̃
lippe	l i p
lippu	l i p y
liquater	l i k a t e
liquette	l i k ɛ t
liquidatrice	l i k i d a t ʁ i s
liquidez	l i k i d e
liquéfaction	l i k e f a k s j ɔ̃
liquéfier	l i k e f j e
lires	l i ʁ
lisbonnais	l i s b ɔ n ɛ
lisbonnin	l i s b ɔ n ɛ̃
lisboète	l i s b ɔ ɛ t
liseré	l i z ʁ e
liseuse	l i z ø z
lista	l i s t a
