'tain	t ɛ̃
finiraient	f i n i ʁ ɛ
finirais	f i n i ʁ ɛ
finirait	f i n i ʁ ɛ
finiras	f i n i ʁ a
finirent	f i n i ʁ
finirez	f i n i ʁ e
finiriez	f i n i ʁ j e
finirions	f i n i ʁ j ɔ̃
finirons	f i n i ʁ ɔ̃
finiront	f i n i ʁ ɔ̃
finis	f i n i
finissage	f i n i s a ʒ
finissaient	f i n i s ɛ
finissais	f i n i s ɛ
finissait	f i n i s ɛ
finissant	f i n i s ɑ̃
finisse	f i n i s
finissent	f i n i s
finisses	f i n i s
finissez	f i n i s e
finissiez	f i n i s j e
finissions	f i n i s j ɔ̃
finissons	f i n i s ɔ̃
finit	f i n i
finition	f i n i s j ɔ̃
finitions	f i n i s j ɔ̃
finitude	f i n i t y d
finlandisation	f ɛ̃ l ɑ̃ d i z a s j ɔ̃
finnois	f i n w a
finnophone	f i n ɔ f ɔ n
fins	f ɛ̃
finîmes	f i n i m
finît	f i n i
finîtes	f i n i t
fiole	f j ɔ l
fion	f j ɔ̃
fioriture	f j ɔ ʁ i t y ʁ
fiou	f j u
fioul	f j u l
firent	f i ʁ
firmament	f i ʁ m a m ɑ̃
firme	f i ʁ m
firmes	f i ʁ m
firmware	f œ ʁ m w ɛ ʁ
fis	f i
fisc	f i s k
fiscal	f i s k a l
fiscalement	f i s k a l m ɑ̃
fiscaliser	f i s k a l i z e
fiscalité	f i s k a l i t e
fisicien	f i z i s j ɛ̃
fissa	f i s a
fisse	f i s
fissent	f i s
fissiez	f i s j e
fission	f i s j ɔ̃
fissions	f i s j ɔ̃
fissure	f i s y ʁ
fister	f i s t e
fiston	f i s t ɔ̃
fistule	f i s t y l
fitness	f i t n ɛ s
fitzgéraldien	f i t s ʒ e ʁ a l d j ɛ̃
fix	f i k s
fixation	f i k s a s j ɔ̃
fixe	f i k s
fixement	f i k s ə m ɑ̃
fixer	f i k s e
fixette	f i k s ɛ t
fière	f j ɛ ʁ
fièrement	f j ɛ ʁ m ɑ̃
fièrent	f i ɛ ʁ
fièvre	f j ɛ v ʁ
fièvres	f j ɛ v ʁ
fiévreusement	f j e v ʁ ø z m ɑ̃
fiévreux	f j e v ʁ ø
fjeld	f j ɛ l d
fjord	f j ɔ ʁ
flaccide	f l a k s i d
flaccidité	f l a k s i d i t e
flacon	f l a k ɔ̃
flafla	f l a f l a
flag	f l æ ɡ
flagellation	f l a ʒ e l a s j ɔ̃
flageller	f l a ʒ e l e
flageoler	f l a ʒ ɔ l e
flageolet	f l a ʒ ɔ l ɛ
flagorner	f l a ɡ ɔ ʁ n e
flagrant	f l a ɡ ʁ ɑ̃
flagrante	f l a ɡ ʁ ɑ̃ t
flagrantes	f l a ɡ ʁ ɑ̃ t
flagrants	f l a ɡ ʁ ɑ̃
flair	f l ɛ ʁ
flairer	f l e ʁ e
flama	f l a m a
flamai	f l a m e
flamaient	f l a m ɛ
flamais	f l a m ɛ
flamait	f l a m ɛ
flamant	f l a m ɑ̃
flamas	f l a m a
flamasse	f l a m a s
flamassent	f l a m a s
flamasses	f l a m a s
flamassiez	f l a m a s j e
flamassions	f l a m a s j ɔ̃
flambant	f l ɑ̃ b ɑ̃
flambarde	f l ɑ̃ b a ʁ d
flambe	f l ɑ̃ b
flamber	f l ɑ̃ b e
flamberge	f l ɑ̃ b ɛ ʁ ʒ
flamboyant	f l ɑ̃ b w a j ɑ̃
flamboyante	f l ɑ̃ b w a j ɑ̃ t
flamboyer	f l ɑ̃ b w a j e
flambée	f l ɑ̃ b e
flame	f l a m
flament	f l a m
flamer	f l a m e
flamera	f l a m ʁ a
flamerai	f l a m ʁ e
flameraient	f l a m ʁ ɛ
flamerais	f l a m ʁ ɛ
flamerait	f l a m ʁ ɛ
flameras	f l a m ʁ a
flamerez	f l a m ʁ e
flameriez	f l a m ə ʁ j e
flamerions	f l a m ə ʁ j ɔ̃
flamerons	f l a m ʁ ɔ̃
flameront	f l a m ʁ ɔ̃
flamez	f l a m e
flamiche	f l a m i ʃ
flamiez	f l a m j e
flamine	f l a m i n
flamingant	f l a m ɛ̃ ɡ ɑ̃
flaminique	f l a m i n i k
flamions	f l a m j ɔ̃
flamme	f l a m
flammerole	f l a m ʁ ɔ l
flammèche	f l a m ɛ ʃ
flamons	f l a m ɔ̃
flamouche	f l a m u ʃ
flamâmes	f l a m a m
flamât	f l a m a
flamâtes	f l a m a t
flamèrent	f l a m ɛ ʁ
flamé	f l a m e
flan	f l ã
flanc	f l ɑ̃
flanchant	f l ɑ̃ ʃ ɑ̃
flanchard	f l ɑ̃ ʃ a ʁ
flancher	f l ɑ̃ ʃ e
flanchet	f l ɑ̃ ʃ ɛ
flancs	f l ɑ̃
flanelle	f l a n ɛ l
flanker	f l ɑ̃ k e
flanquer	f l ɑ̃ k e
flaperon	f l a p ʁ ɔ̃
flaqua	f l a k a
flaquai	f l a k e
flaquaient	f l a k ɛ
flaquais	f l a k ɛ
flaquait	f l a k ɛ
flaquant	f l a k ɑ̃
flaquas	f l a k a
flaquasse	f l a k a s
flaquassent	f l a k a s
flaquasses	f l a k a s
flaquassiez	f l a k a s j e
flaquassions	f l a k a s j ɔ̃
flaque	f l a k
flaquent	f l a k
flaquer	f l a k e
flaquera	f l a k ʁ a
flaquerai	f l a k ʁ e
flaqueraient	f l a k ʁ ɛ
flaquerais	f l a k ʁ ɛ
flaquerait	f l a k ʁ ɛ
flaqueras	f l a k ʁ a
flaquerez	f l a k ʁ e
flaqueriez	f l a k ə ʁ j e
flaquerions	f l a k ə ʁ j ɔ̃
flaquerons	f l a k ʁ ɔ̃
flaqueront	f l a k ʁ ɔ̃
flaques	f l a k
flaquez	f l a k e
flaquiez	f l a k j e
flaquions	f l a k j ɔ̃
flaquons	f l a k ɔ̃
flaquâmes	f l a k a m
flaquât	f l a k a
flaquâtes	f l a k a t
flaquèrent	f l a k ɛ ʁ
flaqué	f l a k e
flash	f l ɛ ʃ
flasher	f l a ʃ e
flasque	f l a s k
flatta	f l a t a
flattai	f l a t e
flattaient	f l a t ɛ
flattais	f l a t ɛ
flattait	f l a t ɛ
flattant	f l a t ɑ̃
flattas	f l a t a
flattasse	f l a t a s
flattassent	f l a t a s
flattasses	f l a t a s
flattassiez	f l a t a s j e
flattassions	f l a t a s j ɔ̃
flatte	f l a t
flattent	f l a t
flatter	f l a t e
flattera	f l a t ʁ a
flatterai	f l a t ʁ e
flatteraient	f l a t ʁ ɛ
flatterais	f l a t ʁ ɛ
flatterait	f l a t ʁ ɛ
flatteras	f l a t ʁ a
flatterez	f l a t ʁ e
flatterie	f l a t ʁ i
flatteriez	f l a t ə ʁ j e
flatterions	f l a t ə ʁ j ɔ̃
flatterons	f l a t ʁ ɔ̃
flatteront	f l a t ʁ ɔ̃
flattes	f l a t
flatteur	f l a t œ ʁ
flattez	f l a t e
flattiez	f l a t j e
flattions	f l a t j ɔ̃
flattons	f l a t ɔ̃
flattâmes	f l a t a m
flattât	f l a t a
flattâtes	f l a t a t
flattèrent	f l a t ɛ ʁ
flatté	f l a t e
flatulence	f l a t y l ɑ̃ s
flatulent	f l a t y l ɑ̃
flatulente	f l a t y l ɑ̃ t
flavescent	f l a v e s ɑ̃
flavienne	f l a v j ɛ n
flegme	f l ɛ ɡ m
fleischnacka	f l a j ʃ n a k a
fleischschnacka	f l a j ʃ n a k a
flemmard	f l e m a ʁ
flemmarda	f l e m a ʁ d a
flemmardai	f l e m a ʁ d e
flemmardaient	f l e m a ʁ d ɛ
flemmardais	f l e m a ʁ d ɛ
flemmardait	f l e m a ʁ d ɛ
flemmardant	f l e m a ʁ d ɑ̃
flemmardas	f l e m a ʁ d a
flemmardasse	f l e m a ʁ d a s
flemmardassent	f l e m a ʁ d a s
flemmardasses	f l e m a ʁ d a s
flemmardassiez	f l e m a ʁ d a s j e
flemmardassions	f l e m a ʁ d a s j ɔ̃
flemmarde	f l e m a ʁ d
flemmardent	f l e m a ʁ d
flemmarder	f l e m a ʁ d e
flemmardera	f l e m a ʁ d ə ʁ a
flemmarderai	f l e m a ʁ d ə ʁ e
flemmarderaient	f l e m a ʁ d ə ʁ ɛ
flemmarderais	f l e m a ʁ d ə ʁ ɛ
flemmarderait	f l e m a ʁ d ə ʁ ɛ
flemmarderas	f l e m a ʁ d ə ʁ a
flemmarderez	f l e m a ʁ d ə ʁ e
flemmarderiez	f l e m a ʁ d ə ʁ j e
flemmarderions	f l e m a ʁ d ə ʁ j ɔ̃
flemmarderons	f l e m a ʁ d ə ʁ ɔ̃
flemmarderont	f l e m a ʁ d ə ʁ ɔ̃
flemmardes	f l e m a ʁ d
flemmardez	f l e m a ʁ d e
flemmardiez	f l e m a ʁ d j e
flemmardions	f l e m a ʁ d j ɔ̃
flemmardise	f l e m a ʁ d i z
flemmardons	f l e m a ʁ d ɔ̃
flemmardâmes	f l e m a ʁ d a m
flemmardât	f l e m a ʁ d a
flemmardâtes	f l e m a ʁ d a t
flemmardèrent	f l e m a ʁ d ɛ ʁ
flemmardé	f l e m a ʁ d e
flemme	f l ɛ m
flet	f l ɛ
flets	f l ɛ
fleurdeliser	f l œ ʁ d ə l i z e
fleurdelisé	f l œ ʁ d ə l i z e
fleurdelyser	f l œ ʁ d ə l i z e
fleuret	f l œ ʁ ɛ
fleurettes	f l œ ʁ ɛ t
fleuri	f l œ ʁ i
fleurir	f l œ ʁ i ʁ
fleurira	f l œ ʁ i ʁ a
fleurirai	f l œ ʁ i ʁ e
fleuriraient	f l œ ʁ i ʁ ɛ
fleurirais	f l œ ʁ i ʁ ɛ
fleurirait	f l œ ʁ i ʁ ɛ
fleuriras	f l œ ʁ i ʁ a
fleurirent	f l œ ʁ i ʁ
fleurirez	f l œ ʁ i ʁ e
fleuririez	f l œ ʁ i ʁ j e
fleuririons	f l œ ʁ i ʁ j ɔ̃
fleurirons	f l œ ʁ i ʁ ɔ̃
fleuriront	f l œ ʁ i ʁ ɔ̃
fleuris	f l œ ʁ i
fleurissaient	f l œ ʁ i s ɛ
fleurissais	f l œ ʁ i s ɛ
fleurissait	f l œ ʁ i s ɛ
fleurissant	f l œ ʁ i s ɑ̃
fleurisse	f l œ ʁ i s
fleurissement	f l œ ʁ i s m ɑ̃
fleurissent	f l œ ʁ i s
fleurisses	f l œ ʁ i s
fleurissez	f l œ ʁ i s e
fleurissiez	f l œ ʁ i s j e
fleurissions	f l œ ʁ i s j ɔ̃
fleurissons	f l œ ʁ i s ɔ̃
fleuriste	f l œ ʁ i s t
fleuristerie	f l œ ʁ i s t ə ʁ i
fleurit	f l œ ʁ i
fleuron	f l œ ʁ ɔ̃
fleuronnée	f l œ ʁ ɔ n e
fleurîmes	f l œ ʁ i m
fleurît	f l œ ʁ i
fleurîtes	f l œ ʁ i t
fleuve	f l œ v
fleuves	f l œ v
flexibiliser	f l ɛ k s i b i l i z e
flexible	f l ɛ k s i b l
flexiblement	f l ɛ k s i b l ə m ɑ̃
flexibles	f l ɛ k s i b l
flexion	f l ɛ k s j ɔ̃
flexionnel	f l ɛ k s j ɔ n ɛ l
flibuste	f l i b y s t
flibuster	f l i b y s t e
flibustier	f l i b y s t j e
flic	f l i k
flicaille	f l i k a j
flicailles	f l i k a j
flicard	f l i k a ʁ
flingot	f l ɛ̃ ɡ o
flingua	f l ɛ̃ ɡ a
flinguai	f l ɛ̃ ɡ e
flinguaient	f l ɛ̃ ɡ ɛ
flinguais	f l ɛ̃ ɡ ɛ
flinguait	f l ɛ̃ ɡ ɛ
flinguant	f l ɛ̃ ɡ ɑ̃
flinguas	f l ɛ̃ ɡ a
flinguasse	f l ɛ̃ ɡ a s
flinguassent	f l ɛ̃ ɡ a s
flinguasses	f l ɛ̃ ɡ a s
flinguassiez	f l ɛ̃ ɡ a s j e
flinguassions	f l ɛ̃ ɡ a s j ɔ̃
flinguent	f l ɛ̃ ɡ
flinguer	f l ɛ̃ ɡ e
flinguera	f l ɛ̃ ɡ ʁ a
flinguerai	f l ɛ̃ ɡ ʁ e
flingueraient	f l ɛ̃ ɡ ʁ ɛ
flinguerais	f l ɛ̃ ɡ ʁ ɛ
flinguerait	f l ɛ̃ ɡ ʁ ɛ
flingueras	f l ɛ̃ ɡ ʁ a
flinguerez	f l ɛ̃ ɡ ʁ e
flingueriez	f l ɛ̃ ɡ ə ʁ j e
flinguerions	f l ɛ̃ ɡ ə ʁ j ɔ̃
flinguerons	f l ɛ̃ ɡ ʁ ɔ̃
flingueront	f l ɛ̃ ɡ ʁ ɔ̃
flinguez	f l ɛ̃ ɡ e
flinguiez	f l ɛ̃ ɡ j e
flinguions	f l ɛ̃ ɡ j ɔ̃
flinguons	f l ɛ̃ ɡ ɔ̃
flinguâmes	f l ɛ̃ ɡ a m
flinguât	f l ɛ̃ ɡ a
flinguâtes	f l ɛ̃ ɡ a t
flinguèrent	f l ɛ̃ ɡ ɛ ʁ
flingué	f l ɛ̃ ɡ e
flip	f l i p
flippant	f l i p ɑ̃
flipper	f l i p e
fliquesse	f l i k ɛ s
fliquette	f l i k ɛ t
fliqué	f l i k e
flirt	f l œ ʁ t
flirter	f l œ ʁ t e
flirteuse	f l œ ʁ t ø z
flocon	f l ɔ k ɔ̃
floculation	f l ɔ k y l a s j ɔ̃
flopée	f l ɔ p e
floraison	f l ɔ ʁ e z ɔ̃
floral	f l ɔ ʁ a l
florale	f l ɔ ʁ a l
florales	f l ɔ ʁ a l
floraux	f l ɔ ʁ o
floriculture	f l ɔ ʁ i k y l t y ʁ
florifère	f l ɔ ʁ i f ɛː ʁ
florilège	f l ɔ ʁ i l ɛ ʒ
florir	f l ɔ ʁ i ʁ
florissant	f l ɔ ʁ i s ɑ̃
florès	f l ɔ ʁ ɛ s
floréal	f l ɔ ʁ e a l
flot	f l o
flottabilité	f l ɔ t a b i l i t e
flottable	f l ɔ t a b l
flottaison	f l ɔ t e z ɔ̃
flottant	f l ɔ t ɑ̃
flotte	f l ɔ t
flottement	f l ɔ t m ɑ̃
flotter	f l ɔ t e
flotteur	f l ɔ t œ ʁ
flottille	f l ɔ t i j
flou	f l u
flouer	f l u e
flouse	f l u z
flouze	f l u z
flow	f l o
flows	f l o
flu	f l y
fluctuer	f l y k t ɥ e
fluer	f l y e
fluet	f l y ɛ
fluide	f l y i d
fluidification	f l y i d i f i k a s j ɔ̃
fluo	f l y o
fluoborure	f l y ɔ b ɔ ʁ y ʁ
fluor	f l y ɔ ʁ
fluorescence	f l y ɔ ʁ ɛ s ɑ̃ s
fluorescent	f l y ɔ ʁ e s ɑ̃
fluorine	f l y ɔ ʁ i n
fluosilicié	f l y o z i l i s j e
fluosiliciée	f l y o z i l i s j e
flush	f l œ ʃ
flusher	f l œ ʃ e
flute	f l y t
fluvial	f l y v j a l
flux	f l y
fluxion	f l y k s j ɔ̃
flyer	f l a j e
flyé	f l a j e
flâner	f l a n e
flâneur	f l a n œ ʁ
flânocher	f l a n ɔ ʃ e
fléau	f l e o
flébile	f l e b i l
fléchage	f l e ʃ a ʒ
flécher	f l e ʃ e
fléchette	f l e ʃ ɛ t
fléchettes	f l e ʃ ɛ t
fléchir	f l e ʃ i ʁ
fléchira	f l e ʃ i ʁ a
fléchirai	f l e ʃ i ʁ e
fléchiraient	f l e ʃ i ʁ ɛ
fléchirais	f l e ʃ i ʁ ɛ
fléchirait	f l e ʃ i ʁ ɛ
fléchiras	f l e ʃ i ʁ a
fléchirent	f l e ʃ i ʁ
fléchirez	f l e ʃ i ʁ e
fléchiriez	f l e ʃ i ʁ j e
fléchirions	f l e ʃ i ʁ j ɔ̃
fléchirons	f l e ʃ i ʁ ɔ̃
fléchiront	f l e ʃ i ʁ ɔ̃
fléchis	f l e ʃ i
fléchissaient	f l e ʃ i s ɛ
fléchissais	f l e ʃ i s ɛ
fléchissait	f l e ʃ i s ɛ
fléchissant	f l e ʃ i s ɑ̃
fléchisse	f l e ʃ i s
fléchissent	f l e ʃ i s
fléchisses	f l e ʃ i s
fléchissez	f l e ʃ i s e
fléchissiez	f l e ʃ i s j e
fléchissions	f l e ʃ i s j ɔ̃
fléchissons	f l e ʃ i s ɔ̃
fléchit	f l e ʃ i
fléché	f l e ʃ e
fléchîmes	f l e ʃ i m
fléchît	f l e ʃ i
fléchîtes	f l e ʃ i t
flétan	f l e t ɑ̃
flétri	f l e t ʁ i
flétrir	f l e t ʁ i ʁ
flétrissant	f l e t ʁ i s ɑ̃
flétrissure	f l e t ʁ i s y ʁ
flûte	f l y t
flûteur	f l y t œ ʁ
flûtiste	f l y t i s t
foc	f ɔ k
focaliser	f ɔ k a l i z e
focussa	f ɔ k y s a
focussai	f ɔ k y s e
focussaient	f ɔ k y s ɛ
focussais	f ɔ k y s ɛ
focussait	f ɔ k y s ɛ
focussant	f ɔ k y s ɑ̃
focussas	f ɔ k y s a
focussasse	f ɔ k y s a s
focussassent	f ɔ k y s a s
focussasses	f ɔ k y s a s
focussassiez	f ɔ k y s a s j e
focussassions	f ɔ k y s a s j ɔ̃
focusse	f ɔ k y s
focussent	f ɔ k y s
focusser	f ɔ k y s e
focussera	f ɔ k y s ʁ a
focusserai	f ɔ k y s ʁ e
focusseraient	f ɔ k y s ʁ ɛ
focusserais	f ɔ k y s ʁ ɛ
focusserait	f ɔ k y s ʁ ɛ
focusseras	f ɔ k y s ʁ a
focusserez	f ɔ k y s ʁ e
focusseriez	f ɔ k y s ə ʁ j e
focusserions	f ɔ k y s ə ʁ j ɔ̃
focusserons	f ɔ k y s ʁ ɔ̃
focusseront	f ɔ k y s ʁ ɔ̃
focusses	f ɔ k y s
focussez	f ɔ k y s e
focussiez	f ɔ k y s j e
focussions	f ɔ k y s j ɔ̃
focussons	f ɔ k y s ɔ̃
focussâmes	f ɔ k y s a m
focussât	f ɔ k y s a
focussâtes	f ɔ k y s a t
focussèrent	f ɔ k y s ɛ ʁ
focussé	f ɔ k y s e
foehn	f ø n
foehner	f ø n e
foi	f w a
foie	f w a
foies	f w a
foin	f w ɛ̃
foirache	f w a ʁ a ʃ
foirail	f w a ʁ a j
foire	f w a ʁ
foirer	f w a ʁ e
foiré	f w a ʁ e
fois	f w a
foison	f w a z ɔ̃
foisonna	f w a z ɔ n a
foisonnai	f w a z ɔ n e
foisonnaient	f w a z ɔ n ɛ
foisonnais	f w a z ɔ n ɛ
foisonnait	f w a z ɔ n ɛ
foisonnant	f w a z ɔ n ɑ̃
foisonnante	f w a z ɔ n ɑ̃ t
foisonnas	f w a z ɔ n a
foisonnasse	f w a z ɔ n a s
foisonnassent	f w a z ɔ n a s
foisonnasses	f w a z ɔ n a s
foisonnassiez	f w a z ɔ n a s j e
foisonnassions	f w a z ɔ n a s j ɔ̃
foisonne	f w a z ɔ n
foisonnement	f w a z ɔ n m ɑ̃
foisonnent	f w a z ɔ n
foisonner	f w a z ɔ n e
foisonnera	f w a z ɔ n ʁ a
foisonnerai	f w a z ɔ n ʁ e
foisonneraient	f w a z ɔ n ʁ ɛ
foisonnerais	f w a z ɔ n ʁ ɛ
foisonnerait	f w a z ɔ n ʁ ɛ
foisonneras	f w a z ɔ n ʁ a
foisonnerez	f w a z ɔ n ʁ e
foisonneriez	f w a z ɔ n ə ʁ j e
foisonnerions	f w a z ɔ n ə ʁ j ɔ̃
foisonnerons	f w a z ɔ n ʁ ɔ̃
foisonneront	f w a z ɔ n ʁ ɔ̃
foisonnes	f w a z ɔ n
foisonnez	f w a z ɔ n e
foisonniez	f w a z ɔ n j e
foisonnions	f w a z ɔ n j ɔ̃
foisonnons	f w a z ɔ n ɔ̃
foisonnâmes	f w a z ɔ n a m
foisonnât	f w a z ɔ n a
foisonnâtes	f w a z ɔ n a t
foisonnèrent	f w a z ɔ n ɛ ʁ
foisonné	f w a z ɔ n e
fol	f ɔ l
folie	f ɔ l i
folio	f ɔ l j o
foliole	f ɔ l j ɔ l
folklo	f ɔ l k l o
folklore	f ɔ l k l ɔ ʁ
folklores	f ɔ l k l ɔ ʁ
folklorique	f ɔ l k l ɔ ʁ i k
folkloriques	f ɔ l k l ɔ ʁ i k
folle	f ɔ l
follement	f ɔ l m ɑ̃
follerie	f ɔ l ʁ i
follet	f ɔ l ɛ
follicule	f ɔ l i k y l
follow	f ɔ l o
follower	f ɔ l ɔ w e
folâtre	f ɔ l a t ʁ
folâtrent	f ɔ l a t ʁ
folâtrer	f ɔ l a t ʁ e
folâtres	f ɔ l a t ʁ
fomenter	f ɔ m ɑ̃ t e
fon	f ɔ̃
fonce	f ɔ̃ s
fonceder	f ɔ̃ s d e
foncedé	f ɔ̃ s d e
foncent	f ɔ̃ s
foncer	f ɔ̃ s e
foncera	f ɔ̃ s ʁ a
foncerai	f ɔ̃ s ʁ e
fonceraient	f ɔ̃ s ʁ ɛ
foncerais	f ɔ̃ s ʁ ɛ
foncerait	f ɔ̃ s ʁ ɛ
fonceras	f ɔ̃ s ʁ a
foncerez	f ɔ̃ s ʁ e
fonceriez	f ɔ̃ s ə ʁ j e
foncerions	f ɔ̃ s ə ʁ j ɔ̃
foncerons	f ɔ̃ s ʁ ɔ̃
fonceront	f ɔ̃ s ʁ ɔ̃
fonces	f ɔ̃ s
fonceur	f ɔ̃ s œ ʁ
foncez	f ɔ̃ s e
foncier	f ɔ̃ s j e
fonciez	f ɔ̃ s j e
foncions	f ɔ̃ s j ɔ̃
foncière	f ɔ̃ s j ɛ ʁ
foncièrement	f ɔ̃ s j ɛ ʁ m ɑ̃
foncteur	f ɔ̃ k t œ ʁ
fonction	f ɔ̃ k s j ɔ̃
fonctionnaire	f ɔ̃ k s j ɔ n ɛ ʁ
fonctionnaliser	f ɔ̃ k s j ɔ n a l i z e
fonctionnalité	f ɔ̃ k s j ɔ n a l i t e
fonctionnariat	f ɔ̃ k s j ɔ n a ʁ j a
fonctionnariser	f ɔ̃ k s j ɔ n a ʁ i z e
fonctionnel	f ɔ̃ k s j ɔ n ɛ l
fonctionnelle	f ɔ̃ k s j ɔ n ɛ l
fonctionnellement	f ɔ̃ k s j ɔ n ɛ l m ɑ̃
fonctionnelles	f ɔ̃ k s j ɔ n ɛ l
fonctionnels	f ɔ̃ k s j ɔ n ɛ l
fonctionnement	f ɔ̃ k s j ɔ n m ɑ̃
fonctionner	f ɔ̃ k s j ɔ n e
fonctions	f ɔ̃ k s j ɔ̃
foncèrent	f ɔ̃ s ɛ ʁ
foncé	f ɔ̃ s e
fond	f ɔ̃
fonda	f ɔ̃ d a
fondai	f ɔ̃ d e
fondamental	f ɔ̃ d a m ɑ̃ t a l
fondamentale	f ɔ̃ d a m ɑ̃ t a l
fondamentalement	f ɔ̃ d a m ɑ̃ t a l m ɑ̃
fondamentales	f ɔ̃ d a m ɑ̃ t a l
fondamentalisme	f ɔ̃ d a m ɑ̃ t a l i s m
fondamentalismes	f ɔ̃ d a m ɑ̃ t a l i s m
fondamentaliste	f ɔ̃ d a m ɑ̃ t a l i s t
fondamentaux	f ɔ̃ d a m ɑ̃ t o
fondant	f ɔ̃ d ɑ̃
fondas	f ɔ̃ d a
fondateur	f ɔ̃ d a t œ ʁ
fondation	f ɔ̃ d a s j ɔ̃
fondations	f ɔ̃ d a s j ɔ̃
fondatrice	f ɔ̃ d a t ʁ i s
fonde	f ɔ̃ d
fondement	f ɔ̃ d m ɑ̃
fonder	f ɔ̃ d e
fonderie	f ɔ̃ d ʁ i
fondes	f ɔ̃ d
fondeuse	f ɔ̃ d ø z
fondez	f ɔ̃ d e
fondouk	f ɔ̃ d u k
fondre	f ɔ̃ d ʁ
fondrière	f ɔ̃ d ʁ i j ɛ ʁ
fonds	f ɔ̃
fondu	f ɔ̃ d y
fondue	f ɔ̃ d y
fondé	f ɔ̃ d e
fondée	f ɔ̃ d e
fondées	f ɔ̃ d e
fondés	f ɔ̃ d e
fongible	f ɔ̃ ʒ i b l
fongicide	f ɔ̃ ʒ i s i d
fongicole	f ɔ̃ ʒ i k ɔ l
fongiforme	f ɔ̃ ʒ i f ɔ ʁ m
fongique	f ɔ̃ ʒ i k
fongistatique	f ɔ̃ ʒ i s t a t i k
fongite	f ɔ̃ ʒ i t
fongivore	f ɔ̃ ʒ i v ɔ ʁ
fongoïde	f ɔ̃ ɡ ɔ i d
fongus	f ɔ̃ ɡ y s
font	f ɔ̃
fontaine	f ɔ̃ t ɛ n
fonte	f ɔ̃ t
fonts	f ɔ̃
fonça	f ɔ̃ s a
fonçai	f ɔ̃ s e
fonçaient	f ɔ̃ s ɛ
fonçais	f ɔ̃ s ɛ
fonçait	f ɔ̃ s ɛ
fonçant	f ɔ̃ s ɑ̃
fonças	f ɔ̃ s a
fonçasse	f ɔ̃ s a s
fonçassent	f ɔ̃ s a s
fonçasses	f ɔ̃ s a s
fonçassions	f ɔ̃ s a s j ɔ̃
fonçons	f ɔ̃ s ɔ̃
fonçâmes	f ɔ̃ s a m
fonçât	f ɔ̃ s a
fonçâtes	f ɔ̃ s a t
foodtruck	f u d t ʁ œ k
foot	f u t
football	f u t b a l
footballer	f u t b ɔ l e
footballeur	f u t b ɔ l œ ʁ
footballeuse	f u t b ɔ l ø z
footballistique	f u t b ɔ l i s t i k
footballs	f u t b ɔ l
footeuse	f u t ø z
footeux	f u t ø
footing	f u t i ŋ
for	f ɔ ʁ
forage	f ɔ ʁ a ʒ
forain	f ɔ ʁ ɛ̃
foraminée	f ɔ ʁ a m i n e
forban	f ɔ ʁ b ɑ̃
forcener	f ɔ ʁ s ə n e
forcené	f ɔ ʁ s ə n e
forceps	f ɔ ʁ s ɛ p s
forcer	f ɔ ʁ s e
forces	f ɔ ʁ s
forceur	f ɔ ʁ s œ ʁ
forcing	f ɔ ʁ s i ŋ
forcir	f ɔ ʁ s i ʁ
forclore	f ɔ ʁ k l ɔ ʁ
forcé	f ɔ ʁ s e
forcée	f ɔ ʁ s e
forcées	f ɔ ʁ s e
forcément	f ɔ ʁ s e m ɑ̃
forcés	f ɔ ʁ s e
forer	f ɔ ʁ e
foresterie	f ɔ ʁ ɛ s t ə ʁ i
forestier	f ɔ ʁ ɛ s t j e
forestière	f ɔ ʁ ɛ s t j ɛ ʁ
forestièrement	f ɔ ʁ ɛ s t j ɛ ʁ m ɑ̃
forestières	f ɔ ʁ ɛ s t j ɛ ʁ
foret	f ɔ ʁ ɛ
foreuse	f ɔ ʁ ø z
forfaire	f ɔ ʁ f ɛ ʁ
forfait	f ɔ ʁ f ɛ
forfaitaire	f ɔ ʁ f e t ɛ ʁ
forfaiture	f ɔ ʁ f e t y ʁ
forfanterie	f ɔ ʁ f ɑ̃ t ʁ i
forficule	f ɔ ʁ f i k y l
forge	f ɔ ʁ ʒ
forger	f ɔ ʁ ʒ e
forgeron	f ɔ ʁ ʒ ə ʁ ɔ̃
forgor	f ɔ ʁ ɡ ɔ ʁ
forjuge	f ɔ ʁ ʒ y ʒ
forjugea	f ɔ ʁ ʒ y ʒ a
forjugeai	f ɔ ʁ ʒ y ʒ e
forjugeaient	f ɔ ʁ ʒ y ʒ ɛ
forjugeais	f ɔ ʁ ʒ y ʒ ɛ
forjugeait	f ɔ ʁ ʒ y ʒ ɛ
forjugeant	f ɔ ʁ ʒ y ʒ ɑ̃
forjugeas	f ɔ ʁ ʒ y ʒ a
forjugeasse	f ɔ ʁ ʒ y ʒ a s
forjugeassent	f ɔ ʁ ʒ y ʒ a s
forjugeasses	f ɔ ʁ ʒ y ʒ a s
forjugeassiez	f ɔ ʁ ʒ y ʒ a s j e
forjugeassions	f ɔ ʁ ʒ y ʒ a s j ɔ̃
forjugent	f ɔ ʁ ʒ y ʒ
forjugeons	f ɔ ʁ ʒ y ʒ ɔ̃
forjuger	f ɔ ʁ ʒ y ʒ e
forjugera	f ɔ ʁ ʒ y ʒ ʁ a
forjugerai	f ɔ ʁ ʒ y ʒ ʁ e
forjugeraient	f ɔ ʁ ʒ y ʒ ʁ ɛ
