de	d e
emblema	e m b l e m a
excitat	e k s t͡ʃ i t a t
experience	e k s p e r i e n t͡ʃ e
fauna	f a u n a
fe	f e
felurile	f e l u r i l e
filosofică	f i l o s o f i k ə
finalei	f i n a l e j
fixare	f i k s a r e
formațiunea	f o r m a t͡s i u n e̯ a
francezul	f r a n t͡ʃ e z u
freacă	f r e̯ a k ə
fritz	f r i t s
frontierelor	f r o n t i e r e l o r
fulgi	f u l d͡ʒ i
functie	f u n k t i e
fundamentul	f u n d a m e n t u
fântâni	f ɨ n t ɨ nʲ
genocid	d͡ʒ e n o t͡ʃ i d
ger	d͡ʒ e r
ghinionul	ɡ i n i o n u
goana	ɡ o̯ a n a
goi	ɡ o j
gotic	ɡ o t i k
grase	ɡ r a s e
groaza	ɡ r o̯ a z a
haga	h a ɡ a
hamlet	h a m l e t
herțegovina	h e r t͡s e ɡ o v i n a
his	h i s
hotărâtă	h o t ə r ɨ t ə
hotărăsc	h o t ə r ə s k
inacceptabil	i n a k t͡ʃ e p t a b i l
incertitudine	i n t͡ʃ e r t i t u d i n e
incidența	i n t͡ʃ i d e n t͡s a
indiene	i n d i e n e
iși	i ʃʲ
jianu	ʒ i a n u
jignit	ʒ i ɡ n i t
jucătorului	ʒ u k ə t o r u l u j
judecă	ʒ u d e k ə
lacurile	l a k u r i l e
legionare	l e d͡ʒ i o n a r e
liban	l i b a n
librăria	l i b r ə r i a
librărie	l i b r ə r i e
lil	l i l
lirică	l i r i k ə
liturgic	l i t u r d͡ʒ i k
livezi	l i v e zʲ
localizată	l o k a l i z a t ə
lovinescu	l o v i n e s k u
lungimi	l u n d͡ʒ i mʲ
magiei	m a d͡ʒ i e j
mareșalul	m a r e ʃ a l u
marvel	m a r v e l
masele	m a s e l e
melanie	m e l a n i e
messenger	m e s e n d͡ʒ e r
microfonul	m i k r o f o n u
mig	m i ɡ
mincu	m i n k u
minunilor	m i n u n i l o r
mitralieră	m i t r a l i e r ə
monahal	m o n a h a l
murdară	m u r d a r ə
mușcat	m u ʃ k a t
muți	m u t͡sʲ
nativi	n a t i v i
neplăcute	n e p l ə k u t e
nominalizarea	n o m i n a l i z a r e̯ a
numeau	n u m e̯ a w
obi	o b i
observatori	o b s e r v a t o rʲ
ocolul	o k o l u
oltean	o l t e̯ a n
originii	o r i d͡ʒ i n i j
orson	o r s o n
ortodoxie	o r t o d o k s i e
palate	p a l a t e
pamânt	p a m ɨ n t
panica	p a n i k a
panorama	p a n o r a m a
parterul	p a r t e r u
pasagerilor	p a s a d͡ʒ e r i l o r
petcu	p e t k u
plecase	p l e k a s e
pornită	p o r n i t ə
portocalie	p o r t o k a l i e
porților	p o r t͡s i l o r
preferințele	p r e f e r i n t͡s e l e
prezentatoare	p r e z e n t a t o̯ a r e
prezice	p r e z i t͡ʃ e
primavara	p r i m a v a r a
privați	p r i v a t͡sʲ
priveliștea	p r i v e l i ʃ t e̯ a
problematica	p r o b l e m a t i k a
proceda	p r o t͡ʃ e d a
proiectează	p r o j e k t e̯ a z ə
purificare	p u r i f i k a r e
put	p u t
racoviță	r a k o v i t͡s ə
rațiu	r a t͡s i w
reactor	r e a k t o r
redactorul	r e d a k t o r u
referea	r e f e r e̯ a
refuzând	r e f u z ɨ n d
resort	r e s o r t
restricție	r e s t r i k t͡s i e
rezervației	r e z e r v a t͡s i e j
rug	r u ɡ
râzând	r ɨ z ɨ n d
rămășițe	r ə m ə ʃ i t͡s e
sabrina	s a b r i n a
salonic	s a l o n i k
sclavie	s k l a v i e
semestru	s e m e s t r u
sensului	s e n s u l u j
senzor	s e n z o r
seo	s e̯ o
sep	s e p
siemens	s i e m e n s
sinai	s i n a j
siteul	s i t e w
slim	s l i m
speed	s p e e d
starețul	s t a r e t͡s u
stein	s t e j n
stem	s t e m
structurată	s t r u k t u r a t ə
strângem	s t r ɨ n d͡ʒ e m
suporterilor	s u p o r t e r i l o r
supraviețuiește	s u p r a v j e t͡s u j e ʃ t e
surprinzătoare	s u r p r i n z ə t o̯ a r e
sursei	s u r s e j
săracilor	s ə r a t͡ʃ i l o r
talia	t a l i a
tate	t a t e
tito	t i t o
transformi	t r a n s f o r mʲ
troleibuze	t r o l e j b u z e
trădează	t r ə d e̯ a z ə
turist	t u r i s t
târzii	t ɨ r z i j
tăria	t ə r i a
umaniste	u m a n i s t e
uns	u n s
urcând	u r k ɨ n d
ușilor	u ʃ i l o r
valencia	v a l e n t͡ʃ i a
valeria	v a l e r i a
veacuri	v e̯ a k u rʲ
vedeau	v e d e̯ a w
vegetația	v e d͡ʒ e t a t͡s i a
vertebrale	v e r t e b r a l e
vista	v i s t a
vitamine	v i t a m i n e
votată	v o t a t ə
vulnerabili	v u l n e r a b i lʲ
vulpea	v u l p e̯ a
wei	w e j
women	w o m e n
zace	z a t͡ʃ e
zgomote	z ɡ o m o t e
înaintează	ɨ n a i n t e̯ a z ə
înaltei	ɨ n a l t e j
încontinuu	ɨ n k o n t i n u w
încorporate	ɨ n k o r p o r a t e
încălca	ɨ n k ə l k a
înfricoșător	ɨ n f r i k o ʃ ə t o r
înfruntă	ɨ n f r u n t ə
înlocuiți	ɨ n l o k u i t͡sʲ
înscrierea	ɨ n s k r i e r e̯ a
însoțiți	ɨ n s o t͡s i t͡sʲ
ștergeți	ʃ t e r d͡ʒ e t͡sʲ
țărmul	t͡s ə r m u
abbott	a b b o t
accentuate	a k t͡ʃ e n t u a t e
acer	a t͡ʃ e r
acide	a t͡ʃ i d e
acizii	a t͡ʃ i z i j
acopera	a k o p e r a
actiuni	a k t i u nʲ
activați	a k t i v a t͡sʲ
activelor	a k t i v e l o r
acuze	a k u z e
acționari	a k t͡s i o n a rʲ
adele	a d e l e
aduceau	a d u t͡ʃ e̯ a w
adversarilor	a d v e r s a r i l o r
afirmativ	a f i r m a t i v
afișat	a f i ʃ a t
ajutorului	a ʒ u t o r u l u j
albinele	a l b i n e l e
alergie	a l e r d͡ʒ i e
alge	a l d͡ʒ e
alias	a l i a s
alinierea	a l i n i e r e̯ a
amd	a m d
anchetei	a n k e t e j
antal	a n t a l
arca	a r k a
arheologii	a r h e o l o d͡ʒ i j
asiatici	a s i a t i t͡ʃʲ
asigurându	a s i ɡ u r ɨ n d u
atatea	a t a t e̯ a
atomică	a t o m i k ə
atribute	a t r i b u t e
bacteriilor	b a k t e r i i l o r
bender	b e n d e r
blânde	b l ɨ n d e
boierii	b o j e r i j
bolta	b o l t a
bolton	b o l t o n
borgia	b o r d͡ʒ i a
boyd	b o j d
bârfe	b ɨ r f e
cardiovascular	k a r d i o v a s k u l a r
cardurile	k a r d u r i l e
carpatica	k a r p a t i k a
caruia	k a r u j a
cazi	k a zʲ
centenarului	t͡ʃ e n t e n a r u l u j
chestiunile	k e s t i u n i l e
clan	k l a n
cnsas	k n s a s
colectat	k o l e k t a t
combustibilul	k o m b u s t i b i l u
comedy	k o m e d i
comemorarea	k o m e m o r a r e̯ a
condamnate	k o n d a m n a t e
confecționată	k o n f e k t͡s i o n a t ə
constiinta	k o n s t i i n t a
contactele	k o n t a k t e l e
conversația	k o n v e r s a t͡s i a
conversia	k o n v e r s i a
convinși	k o n v i n ʃʲ
coposu	k o p o s u
cora	k o r a
cosmos	k o s m o s
crezul	k r e z u
culme	k u l m e
culmile	k u l m i l e
cura	k u r a
curățarea	k u r ə t͡s a r e̯ a
danielle	d a n j e l l e
deficiențe	d e f i t͡ʃ i e n t͡s e
delimitat	d e l i m i t a t
demonul	d e m o n u
deocamdata	d e o k a m d a t a
depresia	d e p r e s i a
desfăcut	d e s f ə k u t
detașamentul	d e t a ʃ a m e n t u
determinant	d e t e r m i n a n t
dino	d i n o
dinozauri	d i n o z a u rʲ
disperați	d i s p e r a t͡sʲ
dominante	d o m i n a n t e
drame	d r a m e
dubois	d u b o j s
dudley	d u d l i
ecranului	e k r a n u l u j
educative	e d u k a t i v e
efes	e f e s
eftimie	e f t i m i e
emisfera	e m i s f e r a
eparhia	e p a r h i a
etno	e t n o
evadarea	e v a d a r e̯ a
eventuale	e v e n t u a l e
eventuală	e v e n t u a l ə
evil	e v i l
farfurii	f a r f u r i j
favorizat	f a v o r i z a t
festivități	f e s t i v i t ə t͡sʲ
firefox	f i r e f o k s
formațiile	f o r m a t͡s i i l e
frișcă	f r i ʃ k ə
furnizeze	f u r n i z e z e
gem	d͡ʒ e m
generalizată	d͡ʒ e n e r a l i z a t ə
goldiș	ɡ o l d i ʃ
gruia	ɡ r u j a
help	h e l p
hopkins	h o p k i n s
idol	i d o l
ierarhiei	j e r a r h i e j
iluzia	i l u z i a
imigranților	i m i ɡ r a n t͡s i l o r
impresii	i m p r e s i j
incendiului	i n t͡ʃ e n d i u l u j
inna	i n n a
inspira	i n s p i r a
instantanee	i n s t a n t a n e e
insusi	i n s u sʲ
intermediară	i n t e r m e d i a r ə
investigare	i n v e s t i ɡ a r e
invocat	i n v o k a t
islamică	i s l a m i k ə
iubitului	j u b i t u l u j
jucau	ʒ u k a w
ko	k o
krishna	k r i ʃ n a
laboratoarele	l a b o r a t o̯ a r e l e
lampă	l a m p ə
leagăn	l e̯ a ɡ ə n
legionară	l e d͡ʒ i o n a r ə
limited	l i m i t e d
liniste	l i n i s t e
linus	l i n u s
lirice	l i r i t͡ʃ e
lois	l o j s
lorraine	l o r a i n e
lupescu	l u p e s k u
lydia	l i d i a
mad	m a d
madeleine	m a d e l e i n e
majestatea	m a ʒ e s t a t e̯ a
mananca	m a n a n k a
maps	m a p s
martini	m a r t i nʲ
memorială	m e m o r i a l ə
mesagerul	m e s a d͡ʒ e r u
metropolitan	m e t r o p o l i t a n
micuță	m i k u t͡s ə
mincinoasă	m i n t͡ʃ i n o̯ a s ə
mineri	m i n e rʲ
monahală	m o n a h a l ə
mondiali	m o n d i a lʲ
morton	m o r t o n
moștenirii	m o ʃ t e n i r i j
măgura	m ə ɡ u r a
mămica	m ə m i k a
negocieze	n e ɡ o t͡ʃ i e z e
nișă	n i ʃ ə
noștrii	n o ʃ t r i j
nt	n t
numelor	n u m e l o r
numeri	n u m e rʲ
năvodari	n ə v o d a rʲ
occidentul	o k t͡ʃ i d e n t u
ocular	o k u l a r
odihnește	o d i h n e ʃ t e
ordinelor	o r d i n e l o r
organizați	o r ɡ a n i z a t͡sʲ
orientului	o r i e n t u l u j
ostile	o s t i l e
otomană	o t o m a n ə
parohiile	p a r o h i i l e
parolă	p a r o l ə
particularitățile	p a r t i k u l a r i t ə t͡s i l e
peretelui	p e r e t e l u j
persistă	p e r s i s t ə
pescar	p e s k a r
petrecuți	p e t r e k u t͡sʲ
platesc	p l a t e s k
plecam	p l e k a m
porumbel	p o r u m b e l
porumbescu	p o r u m b e s k u
potențială	p o t e n t͡s i a l ə
potrivita	p o t r i v i t a
precipitațiilor	p r e t͡ʃ i p i t a t͡s i i l o r
prezențe	p r e z e n t͡s e
privatizarea	p r i v a t i z a r e̯ a
pronunțarea	p r o n u n t͡s a r e̯ a
proporțiile	p r o p o r t͡s i i l e
proteinelor	p r o t e i n e l o r
prânzul	p r ɨ n z u
publicitatea	p u b l i t͡ʃ i t a t e̯ a
pup	p u p
rabin	r a b i n
randamentul	r a n d a m e n t u
ratele	r a t e l e
realism	r e a l i s m
recitaluri	r e t͡ʃ i t a l u rʲ
recuperează	r e k u p e r e̯ a z ə
reglementată	r e ɡ l e m e n t a t ə
relative	r e l a t i v e
reluate	r e l u a t e
remediu	r e m e d j u
revizuită	r e v i z u i t ə
rezervelor	r e z e r v e l o r
ridicându	r i d i k ɨ n d u
rival	r i v a l
ronnie	r o n n i e
rubin	r u b i n
salariați	s a l a r i a t͡sʲ
salariile	s a l a r i i l e
saloanele	s a l o̯ a n e l e
sanatate	s a n a t a t e
sanatos	s a n a t o s
schimbului	s k i m b u l u j
sculptura	s k u l p t u r a
scăderii	s k ə d e r i j
sfere	s f e r e
shot	ʃ o t
sicriul	s i k r i u
simptom	s i m p t o m
sirieni	s i r i e nʲ
sparta	s p a r t a
spălați	s p ə l a t͡sʲ
stadii	s t a d i j
statale	s t a t a l e
stărilor	s t ə r i l o r
supărată	s u p ə r a t ə
survenit	s u r v e n i t
swan	s w a n
sîrbu	s ɨ r b u
sălbatici	s ə l b a t i t͡ʃʲ
sămânța	s ə m ɨ n t͡s a
tehnician	t e h n i t͡ʃ i a n
tematic	t e m a t i k
terminând	t e r m i n ɨ n d
teroarea	t e r o̯ a r e̯ a
testelor	t e s t e l o r
testului	t e s t u l u j
tigrul	t i ɡ r u
tudose	t u d o s e
type	t a j p
umble	u m b l e
umiditatea	u m i d i t a t e̯ a
uss	u s
vaccinul	v a k t͡ʃ i n u
vaida	v a j d a
vinurilor	v i n u r i l o r
visam	v i s a m
votați	v o t a t͡sʲ
vânzătorul	v ɨ n z ə t o r u
warner	w a r n e r
werner	w e r n e r
workshop	w o r k ʃ o p
zidurilor	z i d u r i l o r
îmbunătățește	ɨ m b u n ə t ə t͡s e ʃ t e
împărăteasa	ɨ m p ə r ə t e̯ a s a
închisorile	ɨ n k i s o r i l e
încântătoare	ɨ n k ɨ n t ə t o̯ a r e
îndrăgostiților	ɨ n d r ə ɡ o s t i t͡s i l o r
îngheț	ɨ n ɡ e t͡s
însemnări	ɨ n s e m n ə rʲ
întărire	ɨ n t ə r i r e
înșela	ɨ n ʃ e l a
înșelați	ɨ n ʃ e l a t͡sʲ
ședere	ʃ e d e r e
acidului	a t͡ʃ i d u l u j
activist	a k t i v i s t
actriței	a k t r i t͡s e j
actualele	a k t u a l e l e
actualități	a k t u a l i t ə t͡sʲ
adolescenței	a d o l e s t͡ʃ e n t͡s e j
aeronavă	a e r o n a v ə
aforisme	a f o r i s m e
alimentate	a l i m e n t a t e
alunecă	a l u n e k ə
amalia	a m a l i a
ambasadorului	a m b a s a d o r u l u j
amenzi	a m e n zʲ
amânare	a m ɨ n a r e
anda	a n d a
antichități	a n t i k i t ə t͡sʲ
antidrog	a n t i d r o ɡ
aparatelor	a p a r a t e l o r
aport	a p o r t
arbuști	a r b u ʃ tʲ
asamblare	a s a m b l a r e
asimilarea	a s i m i l a r e̯ a
asista	a s i s t a
asistă	a s i s t ə
ave	a v e
bagdad	b a ɡ d a d
ball	b o l
batalionului	b a t a l i o n u l u j
beckett	b e k e t
bibliotecile	b i b l i o t e t͡ʃ i l e
bizantine	b i z a n t i n e
blanche	b l a n k e
blocurile	b l o k u r i l e
buckingham	b u k i n ɡ a m
cabinete	k a b i n e t e
capsulă	k a p s u l ə
capturarea	k a p t u r a r e̯ a
cazacu	k a z a k u
cee	t͡ʃ e e
centrelor	t͡ʃ e n t r e l o r
chinezești	k i n e z e ʃ tʲ
cimitirului	t͡ʃ i m i t i r u l u j
cinematografele	t͡ʃ i n e m a t o ɡ r a f e l e
clădit	k l ə d i t
comercializează	k o m e r t͡ʃ i a l i z e̯ a z ə
compozitori	k o m p o z i t o rʲ
concentrezi	k o n t͡ʃ e n t r e zʲ
confederației	k o n f e d e r a t͡s i e j
confuzii	k o n f u z i j
conservă	k o n s e r v ə
console	k o n s o l e
contactului	k o n t a k t u l u j
convingere	k o n v i n d͡ʒ e r e
creasta	k r e̯ a s t a
crem	k r e m
cricket	k r i k e t
criș	k r i ʃ
croației	k r o a t͡s i e j
culinare	k u l i n a r e
curbe	k u r b e
curcubeu	k u r k u b e w
curve	k u r v e
cântăreți	k ɨ n t ə r e t͡sʲ
câștiguri	k ɨ ʃ t i ɡ u rʲ
cărtărescu	k ə r t ə r e s k u
căsuță	k ə s u t͡s ə
căzând	k ə z ɨ n d
decedați	d e t͡ʃ e d a t͡sʲ
decoruri	d e k o r u rʲ
defapt	d e f a p t
deficitul	d e f i t͡ʃ i t u
deltei	d e l t e j
demersuri	d e m e r s u rʲ
depozitelor	d e p o z i t e l o r
descărcarea	d e s k ə r k a r e̯ a
designeri	d e s i ɡ n e rʲ
devastat	d e v a s t a t
dezbrăcat	d e z b r ə k a t
deținător	d e t͡s i n ə t o r
dialogului	d i a l o ɡ u l u j
diferita	d i f e r i t a
digi	d i d͡ʒ i
disciplinele	d i s t͡ʃ i p l i n e l e
dispozițiile	d i s p o z i t͡s i i l e
distrează	d i s t r e̯ a z ə
dobândirea	d o b ɨ n d i r e̯ a
drogurile	d r o ɡ u r i l e
dublată	d u b l a t ə
dăduse	d ə d u s e
echipajele	e k i p a ʒ e l e
editia	e d i t i a
egiptene	e d͡ʒ i p t e n e
elisabeth	e l i s a b e t
eroarea	e r o̯ a r e̯ a
estate	e s t a t e
estimarea	e s t i m a r e̯ a
examene	e ɡ z a m e n e
expunerii	e k s p u n e r i j
fabuloase	f a b u l o̯ a s e
faimoase	f a j m o̯ a s e
femela	f e m e l a
fetiței	f e t i t͡s e j
fidelă	f i d e l ə
florence	f l o r e n t͡ʃ e
fluviul	f l u v i u
fluviului	f l u v i u l u j
foamei	f o̯ a m e j
frecventa	f r e k v e n t a
frecventează	f r e k v e n t e̯ a z ə
fresh	f r e ʃ
fundament	f u n d a m e n t
gand	ɡ a n d
giulești	d͡ʒ u l e ʃ tʲ
hărțuire	h ə r t͡s u i r e
images	i m a d͡ʒ e s
imaginare	i m a d͡ʒ i n a r e
insist	i n s i s t
intalnirea	i n t a l n i r e̯ a
intervențiile	i n t e r v e n t͡s i i l e
inventată	i n v e n t a t ə
investigațiile	i n v e s t i ɡ a t͡s i i l e
iubitei	j u b i t e j
iugoslavia	j u ɡ o s l a v i a
joanna	ʒ o̯ a n n a
judo	ʒ u d o
kitt	k i t
lame	l a m e
laptelui	l a p t e l u j
leipzig	l e j p z i ɡ
lenjeria	l e n ʒ e r i a
leroy	l e r o j
libertățile	l i b e r t ə t͡s i l e
literelor	l i t e r e l o r
liturgică	l i t u r d͡ʒ i k ə
liz	l i z
luau	l u a w
lucrului	l u k r u l u j
magistrala	m a d͡ʒ i s t r a l a
maimuțe	m a j m u t͡s e
majoritară	m a ʒ o r i t a r ə
marcos	m a r k o s
mihu	m i h u
milea	m i l e̯ a
mistere	m i s t e r e
modificărilor	m o d i f i k ə r i l o r
mogoșoaia	m o ɡ o ʃ o̯ a j a
molotov	m o l o t o v
monopol	m o n o p o l
moșii	m o ʃ i j
multumita	m u l t u m i t a
măiestrie	m ə j e s t r i e
narativ	n a r a t i v
narcis	n a r t͡ʃ i s
navală	n a v a l ə
neal	n e̯ a l
neamțu	n e̯ a m t͡s u
ned	n e d
nedelcu	n e d e l k u
neîntrerupt	n e ɨ n t r e r u p t
nocturnă	n o k t u r n ə
novac	n o v a k
nud	n u d
obligațiilor	o b l i ɡ a t͡s i i l o r
ocupau	o k u p a w
omule	o m u l e
osoasă	o s o̯ a s ə
ostil	o s t i l
pachetele	p a k e t e l e
paisie	p a j s i e
paradoxal	p a r a d o k s a l
patriarhală	p a t r i a r h a l ə
paznic	p a z n i k
pedagogie	p e d a ɡ o d͡ʒ i e
petra	p e t r a
pianul	p j a n u
pitici	p i t i t͡ʃʲ
placea	p l a t͡ʃ e̯ a
placebo	p l a t͡ʃ e b o
plagiat	p l a d͡ʒ i a t
plajele	p l a ʒ e l e
plictisesc	p l i k t i s e s k
plug	p l u ɡ
plănuiește	p l ə n u j e ʃ t e
pomenire	p o m e n i r e
porunci	p o r u n t͡ʃʲ
poseda	p o s e d a
predicat	p r e d i k a t
prematură	p r e m a t u r ə
primarilor	p r i m a r i l o r
proclamarea	p r o k l a m a r e̯ a
profeții	p r o f e t͡s i j
promo	p r o m o
promovând	p r o m o v ɨ n d
pu	p u
pumni	p u m n i
pârvu	p ɨ r v u
racing	r a t͡ʃ i n ɡ
rat	r a t
rebelilor	r e b e l i l o r
recensământului	r e t͡ʃ e n s ə m ɨ n t u l u j
recompensa	r e k o m p e n s a
recreere	r e k r e e r e
redare	r e d a r e
refacă	r e f a k ə
regreta	r e ɡ r e t a
regularitate	r e ɡ u l a r i t a t e
renale	r e n a l e
renunțați	r e n u n t͡s a t͡sʲ
respectivul	r e s p e k t i v u
respingere	r e s p i n d͡ʒ e r e
rice	r i t͡ʃ e
rigide	r i d͡ʒ i d e
roboții	r o b o t͡s i j
românce	r o m ɨ n t͡ʃ e
ruble	r u b l e
ruină	r u i n ə
salarii	s a l a r i j
scala	s k a l a
schit	s k i t
scripturi	s k r i p t u rʲ
scufundări	s k u f u n d ə rʲ
selectarea	s e l e k t a r e̯ a
sentință	s e n t i n t͡s ə
sg	s ɡ
simfonică	s i m f o n i k ə
slujitor	s l u ʒ i t o r
slujitori	s l u ʒ i t o rʲ
spectaculoasă	s p e k t a k u l o̯ a s ə
spectatorilor	s p e k t a t o r i l o r
speranței	s p e r a n t͡s e j
stabilirii	s t a b i l i r i j
sticlei	s t i k l e j
strige	s t r i d͡ʒ e
suflat	s u f l a t
superbe	s u p e r b e
superioritate	s u p e r i o r i t a t e
surprizele	s u r p r i z e l e
suspectă	s u s p e k t ə
sărbătorirea	s ə r b ə t o r i r e̯ a
tabara	t a b a r a
tank	t a n k
tastatură	t a s t a t u r ə
telekom	t e l e k o m
third	t i r d
timișoreni	t i m i ʃ o r e nʲ
tisa	t i s a
trad	t r a d
transporturile	t r a n s p o r t u r i l e
tranzacție	t r a n z a k t͡s i e
trecuți	t r e k u t͡sʲ
tribut	t r i b u t
ucenicul	u t͡ʃ e n i k u
ungur	u ŋ ɡ u r
urinar	u r i n a r
uzură	u z u r ə
vaca	v a k a
vecinilor	v e t͡ʃ i n i l o r
vehement	v e h e m e n t
versiunii	v e r s i u n i j
violențe	v i o l e n t͡s e
virtute	v i r t u t e
viteazu	v i t e̯ a z u
vocabular	v o k a b u l a r
voluntarii	v o l u n t a r i j
vărsare	v ə r s a r e
îmbrățișat	ɨ m b r ə t͡s i ʃ a t
închideți	ɨ n k i d e t͡sʲ
încorporează	ɨ n k o r p o r e̯ a z ə
încrucișate	ɨ n k r u t͡ʃ i ʃ a t e
însumează	ɨ n s u m e̯ a z ə
întoarceți	ɨ n t o̯ a r t͡ʃ e t͡sʲ
întâlnirii	ɨ n t ɨ l n i r i j
înțelepciunii	ɨ n t͡s e l e p t͡ʃ u n i j
șterse	ʃ t e r s e
ținuturile	t͡s i n u t u r i l e
abuzat	a b u z a t
achiziționată	a k i z i t͡s i o n a t ə
adoptării	a d o p t ə r i j
adresez	a d r e s e z
albia	a l b i a
alocarea	a l o k a r e̯ a
anchetat	a n k e t a t
antecedente	a n t e t͡ʃ e d e n t e
aparatură	a p a r a t u r ə
aparițiile	a p a r i t͡s i i l e
aproba	a p r o b a
arcade	a r k a d e
ariile	a r i i l e
asistenți	a s i s t e n t͡sʲ
atributele	a t r i b u t e l e
avatar	a v a t a r
aviatic	a v i a t i k
banului	b a n u l u j
bazeze	b a z e z e
becker	b e k e r
bibliografie	b i b l i o ɡ r a f i e
braziliei	b r a z i l i e j
buenos	b u e n o s
bunele	b u n e l e
bătăile	b ə t ə i l e
cablurile	k a b l u r i l e
canadei	k a n a d e j
capcane	k a p k a n e
capodopere	k a p o d o p e r e
capturați	k a p t u r a t͡sʲ
carla	k a r l a
carnaval	k a r n a v a l
carroll	k a r o l
cascade	k a s k a d e
cass	k a s
cazat	k a z a t
ceasurile	t͡ʃ e̯ a s u r i l e
celorlalti	t͡ʃ e l o r l a l tʲ
charleston	k a r l e s t o n
chimici	k i m i t͡ʃʲ
clujul	k l u ʒ u
clătite	k l ə t i t e
cobor	k o b o r
cognitivă	k o ɡ n i t i v ə
coliziune	k o l i z i u n e
combinatul	k o m b i n a t u
commerce	k o m m e r t͡ʃ e
compoziției	k o m p o z i t͡s i e j
comănești	k o m ə n e ʃ tʲ
condamna	k o n d a m n a
conduită	k o n d u i t ə
cotitură	k o t i t u r ə
creștem	k r e ʃ t e m
cristiano	k r i s t i a n o
crowley	k r a w l i
cumparaturi	k u m p a r a t u rʲ
curați	k u r a t͡sʲ
datată	d a t a t ə
deghizat	d e ɡ i z a t
dell	d e l
den	d e n
departamentele	d e p a r t a m e n t e l e
deplasări	d e p l a s ə rʲ
desenată	d e s e n a t ə
direcți	d i r e k t͡sʲ
discutate	d i s k u t a t e
distribuției	d i s t r i b u t͡s i e j
dorna	d o r n a
dortmund	d o r t m u n d
duceam	d u t͡ʃ e̯ a m
dureaza	d u r e̯ a z a
dușmanilor	d u ʃ m a n i l o r
elastică	e l a s t i k ə
electrica	e l e k t r i k a
elveției	e l v e t͡s i e j
emerson	e m e r s o n
erorile	e r o r i l e
erorilor	e r o r i l o r
evit	e v i t
evoluțiile	e v o l u t͡s i i l e
exilului	e ɡ z i l u l u j
explici	e k s p l i t͡ʃʲ
eșalon	e ʃ a l o n
facerea	f a t͡ʃ e r e̯ a
facultățile	f a k u l t ə t͡s i l e
faimă	f a j m ə
felicia	f e l i t͡ʃ i a
filtre	f i l t r e
francois	f r a n k o j s
frankie	f r a n k i e
freedom	f r e e d o m
frunza	f r u n z a
furați	f u r a t͡sʲ
furtunii	f u r t u n i j
făcuseră	f ə k u s e r ə
galaxiei	ɡ a l a k s i e j
hammond	h a m m o n d
has	h a s
herăstrău	h e r ə s t r ə w
honoris	h o n o r i s
ideologiei	i d e o l o d͡ʒ i e j
ieșiri	j e ʃ i rʲ
imaginezi	i m a d͡ʒ i n e zʲ
impresionată	i m p r e s i o n a t ə
imprimare	i m p r i m a r e
incercati	i n t͡ʃ e r k a tʲ
incomplete	i n k o m p l e t e
inelului	i n e l u l u j
infectat	i n f e k t a t
instabilitate	i n s t a b i l i t a t e
integrează	i n t e ɡ r e̯ a z ə
investigat	i n v e s t i ɡ a t
isabela	i s a b e l a
iubiri	j u b i rʲ
katie	k a t i e
kremlin	k r e m l i n
lagărul	l a ɡ ə r u
lasi	l a sʲ
liceal	l i t͡ʃ e̯ a l
lucifer	l u t͡ʃ i f e r
lăcomia	l ə k o m i a
maici	m a i t͡ʃʲ
manuscrisul	m a n u s k r i s u
marcante	m a r k a n t e
marty	m a r t i
masculul	m a s k u l u
