de	d e
pazarlarda	p a z a ɾ ɫ a ɾ d a
penn	p ɛ n
planladı	p ɫ a n ɫ a d ɯ
planlandı	p ɫ a n ɫ a n d ɯ
pompalar	p o m p a l a ɾ
postacı	p o s t a d͡ʒ ɯ
pozlar	p o z ɫ a ɾ
problemlere	p ɾ o b l e m l e ɾ e
profilli	p ɾ o f i l l i
radyasyona	ɾ a d j a s j o n a
radyonun	ɾ a d j o n u n
rana	ɾ a n a
randevusu	ɾ a n d e v u s u
rastlanmaktadır	ɾ a s t ɫ a n m a k t a d ɯ ɾ
raw	ɾ a w
reddediyor	ɾ e d d e d i j o ɾ
regresyon	ɾ e ɟ ɾ e s j ɔ n
resimden	ɾ e s i m d e n
rezidans	ɾ e z i d ɑ n s
rollerini	ɾ o l l e ɾ i n i
rütbesi	ɾ y t b e s i
sak	s a k
salmış	s a ɫ m ɯ ʃ
salın	s a ɫ ɯ n
saniyeden	s aː n i j e d e n
saracak	s a ɾ a d͡ʒ a k
sarımsaklı	s a ɾ ɯ m s a k ɫ ɯ
savaştır	s a v a ʃ t ɯ ɾ
sayfalarını	s a j f a ɫ a ɾ ɯ n ɯ
sayılık	s a j ɯ ɫ ɯ k
sağla	s aː ɫ a
seninleyken	s e n i n l e j c e n
sertifikalar	s e ɾ t i f i k a l a ɾ
sevdiklerinizi	s e v d i c l e ɾ i n i z i
sevinecek	s e v i n e d͡ʒ e c
seyleri	s e j l e ɾ i
seyreder	s e j ɾ e d e ɾ
seçtiğini	s e t͡ʃ t i i n i
sharma	ʃ a ɾ m a
sigortacılık	s i ɡ o ɾ t a d͡ʒ ɯ ɫ ɯ k
silindirli	s i l i n d i ɾ l i
sitelerini	s i t e l e ɾ i n i
slater	s ɫ a t ɛ ɾ
solmaz	s o ɫ m a z
sorsan	s o ɾ s a n
soyunu	s o j u n u
soğudu	s o u d u
spinal	s p i n a l
stein	s t e i n
steril	s t e ɾ i l
stratejisini	s t ɾ a t e ʒ i s i n i
strauss	s t ɾ a u s
sunucunun	s u n u d͡ʒ u n u n
support	s u p p o ɾ t
söylenenler	s ø j l e n e n l e ɾ
sürdürecek	s y ɾ d y ɾ e d͡ʒ e c
sürmeli	s y ɾ m e l i
sıkıntıyı	s ɯ k ɯ n t ɯ j ɯ
tableti	t a b l e t i
tahminlere	t a h m i n l e ɾ e
takacak	t a k a d͡ʒ a k
takmaya	t a k m a j a
takmayı	t a k m a j ɯ
takılıyoruz	t a k ɯ ɫ ɯ j o ɾ u z
tamircisi	t a m i ɾ d͡ʒ i s i
tanner	t a n n e ɾ
taraftara	t a ɾ a f t a ɾ a
tarzından	t a ɾ z ɯ n d a n
tasarlayan	t a s a ɾ ɫ a j a n
tasma	t a s m a
tatilinin	t a t i l i n i n
tatlıya	t a t ɫ ɯ j a
taşımalı	t a ʃ ɯ m a ɫ ɯ
taşıtları	t a ʃ ɯ t ɫ a ɾ ɯ
tedavisinin	t e d aː v i s i n i n
tekno	t e c n o
teknolojiden	t e c n o l o ʒ i d e n
tennessee	t e n n e s s e e
tesislerde	t e s i s l e ɾ d e
teşviki	t e ʃ v i c i
toplandık	t o p ɫ a n d ɯ k
toplanmıştır	t o p ɫ a n m ɯ ʃ t ɯ ɾ
travması	t ɯ ɾ a v m a s ɯ
tuzakları	t u z a k ɫ a ɾ ɯ
tünelleri	t y n e l l e ɾ i
tırmanan	t ɯ ɾ m a n a n
tırmandı	t ɯ ɾ m a n d ɯ
ulaşamadığı	u ɫ a ʃ a m a d ɯ ɯ
ulrich	u l ɾ i d͡ʒ
umuda	u m u d a
unutacak	u n u t a d͡ʒ a k
uyuması	u j u m a s ɯ
uzaklaşmaya	u z a k ɫ a ʃ m a j a
uzaklaştırıldı	u z a k ɫ a ʃ t ɯ ɾ ɯ ɫ d ɯ
uzaydaki	u z a j d a c i
uğraştığı	uː ɾ a ʃ t ɯ ɯ
vasfı	v a s f ɯ
verileridir	v e ɾ i l e ɾ i d i ɾ
vinil	v i n i l
yaktığı	j a k t ɯ ɯ
yakub	j a k u b
yansıtmaktadır	j a n s ɯ t m a k t a d ɯ ɾ
yanımız	j a n ɯ m ɯ z
yapabilmesi	j a p a b i l m e s i
yapmazdı	j a p m a z d ɯ
yapmazsa	j a p m a z s a
yapıyordur	j a p ɯ j o ɾ d u ɾ
yapışan	j a p ɯ ʃ a n
yararlanın	j a ɾ a ɾ ɫ a n ɯ n
yasada	j a s a d a
yavrusunu	j a v ɾ u s u n u
yayınlarda	j a j ɯ n l a ɾ d a
yazacağız	j a z a d͡ʒ a ɯ z
yazdıktan	j a z d ɯ k t a n
yazılarına	j a z ɯ ɫ a ɾ ɯ n a
yaşadıktan	j a ʃ a d ɯ k t a n
yaşlanmış	j a ʃ ɫ a n m ɯ ʃ
ydi	j d i
yeniledi	j e n i l e d i
yetkililerine	j e t c i l i l e ɾ i n e
yolcunun	j o ɫ d͡ʒ u n u n
yönteme	j ø n t e m e
yükseköğrenim	j y c s e c øː ɾ e n i m
yükseldikçe	j y c s e l d i c t͡ʃ e
yürütülmesi	j y ɾ y t y l m e s i
yüzümüzü	j y z y m y z y
zararlarını	z a ɾ a ɾ ɫ a ɾ ɯ n ɯ
zayıflar	z a j ɯ f l a ɾ
zühtü	z y h t y
çakıroğlu	t͡ʃ a k ɯ ɾ oː ɫ u
çalsın	t͡ʃ a ɫ s ɯ n
çalınır	t͡ʃ a ɫ ɯ n ɯ ɾ
çalışmaktadırlar	t͡ʃ a ɫ ɯ ʃ m a k t a d ɯ ɾ l a ɾ
çalışmasıdır	t͡ʃ a ɫ ɯ ʃ m a s ɯ d ɯ ɾ
çalışılmaktadır	t͡ʃ a ɫ ɯ ʃ ɯ ɫ m a k t a d ɯ ɾ
çalışılmış	t͡ʃ a ɫ ɯ ʃ ɯ ɫ m ɯ ʃ
çalışıyormuş	t͡ʃ a ɫ ɯ ʃ ɯ j o ɾ m u ʃ
çarpımı	t͡ʃ a ɾ p ɯ m ɯ
çekilsin	t͡ʃ e c i l s i n
çiftlikleri	t͡ʃ i f t l i c l e ɾ i
çocuktu	t͡ʃ o d͡ʒ u k t u
çöle	t͡ʃ ø l e
çıkacağına	t͡ʃ ɯ k a d͡ʒ a ɯ n a
çıkartılır	t͡ʃ ɯ k a ɾ t ɯ ɫ ɯ ɾ
çıkılır	t͡ʃ ɯ k ɯ ɫ ɯ ɾ
çıkışının	t͡ʃ ɯ k ɯ ʃ ɯ n ɯ n
öldürmesini	ø l d y ɾ m e s i n i
öldürülmesiyle	ø l d y ɾ y l m e s i j l e
ölçülmesi	ø l t͡ʃ y l m e s i
önemle	ø n e m l e
ötüken	ø t y c e n
övgüyle	ø v ɟ y j l e
öze	ø z e
özelikle	ø z e l i c l e
özrü	ø z ɾ y
öğesi	ø e s i
ününü	y n y n y
üzecek	y z e d͡ʒ e c
ıbrahim	ɯ b ɾ a h i m
ırina	ɯ ɾ i n aː
ırktan	ɯ ɾ k t a n
şafakta	ʃ a f a k t a
şahsa	ʃ a h s a
şansıma	ʃ a n s ɯ m a
şarkılarından	ʃ a ɾ k ɯ ɫ a ɾ ɯ n d a n
şenel	ʃ e n e l
şerefsizi	ʃ e ɾ e f s i z i
şikago	ʃ i k a ɡ o
şirketlerden	ʃ i ɾ c e t l e ɾ d e n
abant	a b a n t
ablasının	a b ɫ a s ɯ n ɯ n
adina	a d i n aː
adsız	a d s ɯ z
aişe	a i ʃ e
alamamış	a ɫ a m a m ɯ ʃ
alı	a ɫ ɯ
ambulansa	a m b u ɫ a n s a
analar	a n a l a ɾ
anayasasının	a n a j a s a s ɯ n ɯ n
anlamadığı	a n ɫ a m a d ɯ ɯ
anlayamadığım	a n ɫ a j a m a d ɯ ɯ m
anya	a n j a
anıtsal	a n ɯ t s a ɫ
aort	a o ɾ t
aradığımda	a ɾ a d ɯ ɯ m d a
aralığındaki	a ɾ a ɫ ɯ ɯ n d a c i
aranın	a ɾ a n ɯ n
araştırmacıları	a ɾ a ʃ t ɯ ɾ m a d͡ʒ ɯ ɫ a ɾ ɯ
araştırmacısı	a ɾ a ʃ t ɯ ɾ m a d͡ʒ ɯ s ɯ
arkadaşlardan	a ɾ k a d a ʃ ɫ a ɾ d a n
arkadaşlarınla	a ɾ k a d a ʃ ɫ a ɾ ɯ n ɫ a
arkadaşlarınıza	a ɾ k a d a ʃ ɫ a ɾ ɯ n ɯ z a
arkadaşımıza	a ɾ k a d a ʃ ɯ m ɯ z a
arts	a ɾ t s
artışına	a ɾ t ɯ ʃ ɯ n a
aski	a s c i
atanacak	a t a n a d͡ʒ a k
atarsanız	a t a ɾ s a n ɯ z
atmışlar	a t m ɯ ʃ ɫ a ɾ
ayrılacağını	a j ɾ ɯ ɫ a d͡ʒ a ɯ n ɯ
ayrılmayın	a j ɾ ɯ ɫ m a j ɯ n
ayıdır	a j ɯ d ɯ ɾ
ayırdık	a j ɯ ɾ d ɯ k
azalacak	a z a ɫ a d͡ʒ a k
açtığın	a t͡ʃ t ɯ ɯ n
açıklamadan	a t͡ʃ ɯ k ɫ a m a d a n
açılın	a t͡ʃ ɯ ɫ ɯ n
ağar	a a ɾ
ağzımda	aː z ɯ m d a
ağzındaki	aː z ɯ n d a c i
ağzınıza	aː z ɯ n ɯ z a
ağırladı	a ɯ ɾ ɫ a d ɯ
ağızları	a ɯ z ɫ a ɾ ɯ
aşkından	a ʃ k ɯ n d a n
babacım	b a b a d͡ʒ ɯ m
babamda	b a b a m d a
bacaklarının	b a d͡ʒ a k ɫ a ɾ ɯ n ɯ n
bakmalı	b a k m a ɫ ɯ
bakışın	b a k ɯ ʃ ɯ n
barışçı	b a ɾ ɯ ʃ t͡ʃ ɯ
basamağı	b a s a m a ɯ
baskında	b a s k ɯ n d a
batması	b a t m a s ɯ
batırdı	b a t ɯ ɾ d ɯ
bayılıyor	b a j ɯ ɫ ɯ j o ɾ
bağımsızlığının	b a ɯ m s ɯ z ɫ ɯ ɯ n ɯ n
because	b e d͡ʒ a u s e
belirle	b e l i ɾ l e
beslenmeye	b e s l e n m e j e
bilgilerden	b i l ɟ i l e ɾ d e n
biliyordur	b i l i j o ɾ d u ɾ
bitkilerle	b i t c i l e ɾ l e
bourne	b u ɾ n e
boynum	b o j n u m
boyutlarına	b o j u t ɫ a ɾ ɯ n a
bozmadan	b o z m a d a n
boğazda	b o a z d a
bucağı	b u d͡ʒ a ɯ
bulunmasından	b u ɫ u n m a s ɯ n d a n
bundy	b u n d j
bura	b u ɾ a
butch	b u t ʃ
böler	b ø l e ɾ
büründü	b y ɾ y n d y
büyükannesi	b y j y k a n n e s i
büyütmeye	b y j y t m e j e
bırakılarak	b ɯ ɾ a k ɯ ɫ a ɾ a k
bırakınca	b ɯ ɾ a k ɯ n d͡ʒ a
camını	d͡ʒ a m ɯ n ɯ
cara	d͡ʒ a ɾ a
cecil	d͡ʒ e d͡ʒ i l
cezalandırılması	d͡ʒ e z a ɫ a n d ɯ ɾ ɯ ɫ m a s ɯ
cinsini	d͡ʒ i n s i n i
cumhurbaşkanımıza	d͡ʒ u m h u ɾ b a ʃ k a n ɯ m ɯ z a
dalın	d a ɫ ɯ n
darbecilerin	d a ɾ b e d͡ʒ i l e ɾ i n
darius	d a ɾ i u s
davetlisiniz	d a v e t l i s i n i z
davranışlarda	d a v ɾ a n ɯ ʃ ɫ a ɾ d a
dağıtılmış	d a ɯ t ɯ ɫ m ɯ ʃ
dediklerinde	d e d i c l e ɾ i n d e
dediysem	d e d i j s e m
demedin	d e m e d i n
denemedim	d e n e m e d i m
denemeyi	d e n e m e j i
denetimleri	d e n e t i m l e ɾ i
denilmiştir	d e n i l m i ʃ t i ɾ
derdimi	d e ɾ d i m i
derecenin	d e ɾ e d͡ʒ e n i n
dergilerinde	d e ɾ ɟ i l e ɾ i n d e
desteklenir	d e s t e c l e n i ɾ
destekten	d e s t e c t e n
desteğiniz	d e s t e i n i z
devirdi	d e v i ɾ d i
devletinden	d e v l e t i n d e n
devrilen	d e v ɾ i l e n
değişkeni	d e i ʃ c e n i
değiştirilemez	d e i ʃ t i ɾ i l e m e z
didi	d i d i
dilerse	d i l e ɾ s e
dilersen	d i l e ɾ s e n
dilimin	d i l i m i n
dillerinden	d i l l e ɾ i n d e n
dinlemedi	d i n l e m e d i
dinlemedim	d i n l e m e d i m
dinleyebilir	d i n l e j e b i l i ɾ
direkleri	d i ɾ e c l e ɾ i
diyabetik	d i j aː b e t i c
diyarbekir	d i j a ɾ b e c i ɾ
dizilerinin	d i z i l e ɾ i n i n
doktordan	d o k t o ɾ d a n
dominik	d o m i n i c
donuyor	d o n u j o ɾ
dostlarıma	d o s t ɫ a ɾ ɯ m a
dow	d o w
doğruymuş	d oː ɾ u j m u ʃ
doğusuna	d o u s u n a
drakula	d ɾ a k u ɫ a
duymuştur	d u j m u ʃ t u ɾ
dövüşü	d ø v y ʃ y
dünyamızın	d y n j a m ɯ z ɯ n
düzeltir	d y z e l t i ɾ
düzenle	d y z e n l e
düğünler	d y j y n l e ɾ
düşecektir	d y ʃ e d͡ʒ e c t i ɾ
düşünmeniz	d y ʃ y n m e n i z
düşünülemez	d y ʃ y n y l e m e z
düşür	d y ʃ y ɾ
düşürerek	d y ʃ y ɾ e ɾ e c
edilebilmesi	e d i l e b i l m e s i
edna	e d n aː
eeee	e e e
ekleyelim	e c l e j e l i m
ekvator	e c v a t o ɾ
eliza	e l i z aː
elliott	e l l i o t t
elçiler	e l t͡ʃ i l e ɾ
emeğinize	e m e i n i z e
emrediyor	e m ɾ e d i j o ɾ
endülüs	ɛ n d y l y s
engellilere	e n ɟ e l l i l e ɾ e
erir	e ɾ i ɾ
erişimini	e ɾ i ʃ i m i n i
esirleri	e s i ɾ l e ɾ i
etiketini	e t i c e t i n i
etinden	e t i n d e n
etmiyordu	e t m i j o ɾ d u
etrafınızda	e t ɾ a f ɯ n ɯ z d a
every	e v e ɾ j
evlilikte	e v l i l i c t e
eylemciler	e j l e m d͡ʒ i l e ɾ
eyüboğlu	e j y b oː ɫ u
eğlenirken	eː l e n i ɾ c e n
eşarp	e ʃ a ɾ p
farenin	f a ɾ e n i n
faydasını	f a j d a s ɯ n ɯ
fidanı	f i d aː n ɯ
filim	f i l i m
filosuna	f i l o s u n a
fişleri	f i ʃ l e ɾ i
forest	f o ɾ e s t
fotoğraftan	f o t oː ɾ a f t a n
freedom	f ɾ e e d o m
frengi	f ɾ e n ɟ i
galaksiler	ɡ a ɫ a k s i l e ɾ
gazel	ɡ a z e l
gazları	ɡ a z ɫ a ɾ ɯ
gazının	ɡ a z ɯ n ɯ n
geceyarısı	ɟ e d͡ʒ e j a ɾ ɯ s ɯ
gele	ɟ e l e
gelemedi	ɟ e l e m e d i
geleneğine	ɟ e l e n e i n e
germany	ɟ e ɾ m a n j
gestapo	ɟ e s t a p o
getirmiyor	ɟ e t i ɾ m i j o ɾ
gezinin	ɟ e z i n i n
geçişte	ɟ e t͡ʃ i ʃ t e
geçmişimi	ɟ e t͡ʃ m i ʃ i m i
gibisini	ɟ i b i s i n i
giremiyorum	ɟ i ɾ e m i j o ɾ u m
girersin	ɟ i ɾ e ɾ s i n
girildi	ɟ i ɾ i l d i
giyilen	ɟ i j i l e n
göbekli	ɟ ø b e c l i
göreviniz	ɟ ø ɾ e v i n i z
görünüyorlar	ɟ ø ɾ y n y j o ɾ l a ɾ
görüşlerinizi	ɟ ø ɾ y ʃ l e ɾ i n i z i
görüştüğü	ɟ ø ɾ y ʃ t y j y
gösterisine	ɟ ø s t e ɾ i s i n e
gözlenmiştir	ɟ ø z l e n m i ʃ t i ɾ
güldürme	ɟ y l d y ɾ m e
güvenceye	ɟ y v e n d͡ʒ e j e
güvendim	ɟ y v e n d i m
güvenilirliğini	ɟ y v e n i l i ɾ l i j i n i
güzellikle	ɟ y z e l l i c l e
güzelliklere	ɟ y z e l l i c l e ɾ e
güçlendiren	ɟ y t͡ʃ l e n d i ɾ e n
hainlerin	h a i n l e ɾ i n
halinize	h a l i n i z e
halıları	h a ɫ ɯ ɫ a ɾ ɯ
hama	h a m a
hare	h aː ɾ e
hataydı	h a t a j d ɯ
hatırlamaya	h a t ɯ ɾ ɫ a m a j a
hayrına	h a j ɾ ɯ n a
haysiyet	h a j s i j e t
hazretlerinin	h a z ɾ e t l e ɾ i n i n
hikmetse	h i c m e t s e
hissederim	h i s s e d e ɾ i m
hissetmedim	h i s s e t m e d i m
hoon	h oː n
hormonları	h o ɾ m o n l a ɾ ɯ
ihanetin	i h aː n e t i n
ihtiyaçlarının	i h t i j a t͡ʃ ɫ a ɾ ɯ n ɯ n
iletilir	i l e t i l i ɾ
illüstrasyon	i l l y s t ɾ a s j ɔ n
imiz	i m i z
incitmek	i n d͡ʒ i t m e c
indirebilirsiniz	i n d i ɾ e b i l i ɾ s i n i z
indiği	i n d i i
inişe	i n i ʃ e
istiyorduk	i s t i j o ɾ d u k
isyanın	i s j aː n ɯ n
iyilerini	i j i l e ɾ i n i
iyileşmek	i j i l e ʃ m e c
içmesi	i t͡ʃ m e s i
kadarına	k a d a ɾ ɯ n a
kaldıralım	k a ɫ d ɯ ɾ a ɫ ɯ m
kanserinden	k a n s e ɾ i n d e n
kanıtlamış	k a n ɯ t ɫ a m ɯ ʃ
kanıtlara	k a n ɯ t ɫ a ɾ a
karakoluna	k a ɾ a k o ɫ u n a
kararlılığı	k a ɾ a ɾ ɫ ɯ ɫ ɯ ɯ
kartla	k a ɾ t ɫ a
karıştırdım	k a ɾ ɯ ʃ t ɯ ɾ d ɯ m
karışıp	k a ɾ ɯ ʃ ɯ p
kasabadan	k a s a b a d a n
katedral	k a t e d ɾ a l
katliamının	k a t l i a m ɯ n ɯ n
kaybedersen	k a j b e d e ɾ s e n
kaybolma	k a j b o ɫ m a
kaynama	k a j n a m a
kazasına	k a z a s ɯ n a
kazasız	k a z a s ɯ z
kazığa	k a z ɯ a
kaçaklar	k a t͡ʃ a k ɫ a ɾ
keyfinize	c e j f i n i z e
keşfeder	c e ʃ f e d e ɾ
keşfedin	c e ʃ f e d i n
koalisyonun	k o a l i s j o n u n
kokteyli	k o k t e j l i
kolaylaştıracak	k o ɫ a j ɫ a ʃ t ɯ ɾ a d͡ʒ a k
kolsuz	k o ɫ s u z
konuşmalı	k o n u ʃ m a ɫ ɯ
konuşmasının	k o n u ʃ m a s ɯ n ɯ n
korkaklık	k o ɾ k a k ɫ ɯ k
korkulan	k o ɾ k u ɫ a n
korkularını	k o ɾ k u ɫ a ɾ ɯ n ɯ
korumasız	k o ɾ u m a s ɯ z
koruyucuları	k o ɾ u j u d͡ʒ u ɫ a ɾ ɯ
koyacağım	k o j a d͡ʒ a ɯ m
koymayın	k o j m a j ɯ n
koşmayı	k o ʃ m a j ɯ
krizden	c ɾ i z d e n
kullanılmadan	k u ɫ ɫ a n ɯ ɫ m a d a n
kullanılmamış	k u ɫ ɫ a n ɯ ɫ m a m ɯ ʃ
kumaşlar	k u m a ʃ ɫ a ɾ
kurmanın	k u ɾ m a n ɯ n
kurslar	k u ɾ s ɫ a ɾ
kurtulamadı	k u ɾ t u ɫ a m a d ɯ
kusmak	k u s m a k
kuşağının	k u ʃ a ɯ n ɯ n
kültürlerini	c y l t y ɾ l e ɾ i n i
kırıldığını	k ɯ ɾ ɯ ɫ d ɯ ɯ n ɯ
kızartılmış	k ɯ z a ɾ t ɯ ɫ m ɯ ʃ
kızdın	k ɯ z d ɯ n
kıçına	k ɯ t͡ʃ ɯ n a
leave	l e aː v e
leblebi	l e b l e b i
limanları	l i m a n l a ɾ ɯ
ling	l i ɲ ɟ
lobisi	l o b i s i
maddî	m a d d iː
mancini	m a n d͡ʒ i n i
manevî	m aː n e v iː
meal	m e a l
meni	m e n i
meselâ	m e s e l aː
meslektaşım	m e s l e c t a ʃ ɯ m
metalin	m e t aː l i n
meydanlarında	m e j d a n l a ɾ ɯ n d a
milletvekilimiz	m i l l e t v e c i l i m i z
mind	m i n d
mirror	m i ɾ ɾ o ɾ
mitinginde	m i t i n ɟ i n d e
mitoloji	m i t o l o ʒ i
modellerine	m o d e l l e ɾ i n e
moran	m o ɾ a n
motorola	m o t o ɾ o ɫ a
moğollar	m o o ɫ ɫ a ɾ
mursi	m u ɾ s i
mutfağına	m u t f a ɯ n a
mühlet	m y h l e t
müşterilerle	m y ʃ t e ɾ i l e ɾ l e
nazilerin	n aː z i l e ɾ i n
nelerle	n e l e ɾ l e
niko	n i k o
nitelikler	n i t e l i c l e ɾ
normalin	n ɔ ɾ m a l i n
ns	n s
oba	o b a
odaklanın	o d a k ɫ a n ɯ n
ofsayt	o f s a j t
olabilirdim	o ɫ a b i l i ɾ d i m
olamamış	o ɫ a m a m ɯ ʃ
olarakta	o ɫ a ɾ a k t a
olmasak	o ɫ m a s a k
oluşturulabilir	o ɫ u ʃ t u ɾ u ɫ a b i l i ɾ
omurgasız	o m u ɾ ɡ a s ɯ z
onaylamak	o n a j ɫ a m a k
onayıyla	o n a j ɯ j ɫ a
operatörleri	o p e ɾ a t ø ɾ l e ɾ i
ordularını	o ɾ d u ɫ a ɾ ɯ n ɯ
organizmanın	o ɾ ɡ a n i z m a n ɯ n
ormanlarda	o ɾ m a n l a ɾ d a
ortopedik	o ɾ t o p e d i c
oynasın	o j n a s ɯ n
pakistanlı	p a c i s t a n ɫ ɯ
palandöken	p a ɫ a n d ø c e n
paletli	p a l e t l i
pamir	p a m i ɾ
personelleri	p e ɾ s o n e l l e ɾ i
pick	p i d͡ʒ c
pigment	p i ɟ m e n t
pisliğin	p i s l i j i n
pistin	p i s t i n
pitbull	p i t b u l
piçleri	p i t͡ʃ l e ɾ i
pişirilmiş	p i ʃ i ɾ i l m i ʃ
planınız	p ɫ a n ɯ n ɯ z
polly	p o ɫ l j
raif	ɾ a i f
ramos	ɾ a m o s
reese	ɾ e e s e
referandumunda	ɾ e f e ɾ a n d u m u n d a
reggie	ɾ e ɟ ɟ i
reklama	ɾ e c l a m a
reklamda	ɾ e c l a m d a
reklamın	ɾ e c ɫ a m ɯ n
rezervasyonu	ɾ e z e ɾ v a s j o n u
sahalardan	s a h a ɫ a ɾ d a n
sahilleri	s aː h i l l e ɾ i
sahnesinden	s a h n e s i n d e n
sakıp	s a k ɯ p
saldı	s a ɫ d ɯ
saldırma	s a ɫ d ɯ ɾ m a
sanada	s a n a d a
saniyenin	s aː n i j e n i n
sanılıyor	s a n ɯ ɫ ɯ j o ɾ
sanırdım	s a n ɯ ɾ d ɯ m
sarın	s a ɾ ɯ n
sayılması	s a j ɯ ɫ m a s ɯ
sağlayalım	s aː ɫ a j a ɫ ɯ m
scarlet	s d͡ʒ a ɾ l e t
sebat	s e b a t
seferin	s e f e ɾ i n
senaryonun	s e n a ɾ j o n u n
sevgilinize	s e v ɟ i l i n i z e
sevgisiyle	s e v ɟ i s i j l e
seviniriz	s e v i n i ɾ i z
seviyelerinin	s e v i j e l e ɾ i n i n
seyrediyorum	s e j ɾ e d i j o ɾ u m
shift	ʃ i f t
simdiden	s i m d i d e n
simulator	s i m u l a t o ɾ
sinirden	s i n i ɾ d e n
siyasilerin	s i j aː s i l e ɾ i n
somun	s o m u n
sonuçlanması	s o n u t͡ʃ ɫ a n m a s ɯ
sorudan	s o ɾ u d a n
sow	s o w
suyunda	s u j u n d a
sönen	s ø n e n
söylemekte	s ø j l e m e c t e
söylememe	s ø j l e m e m e
sürecektir	s y ɾ e d͡ʒ e c t i ɾ
sürümüne	s y ɾ y m y n e
sıkıntım	s ɯ k ɯ n t ɯ m
sıkıntısını	s ɯ k ɯ n t ɯ s ɯ n ɯ
sınama	s ɯ n a m a
sınırdışı	s ɯ n ɯ ɾ d ɯ ʃ ɯ
sırtındaki	s ɯ ɾ t ɯ n d a c i
sıçtım	s ɯ t͡ʃ t ɯ m
sığınarak	s ɯ ɯ n a ɾ a k
tahliyesi	t a h l i j e s i
talebinin	t a l e b i n i n
tama	t a m a
tanrıyı	t a n ɾ ɯ j ɯ
tanımadığınız	t a n ɯ m a d ɯ ɯ n ɯ z
tapan	t a p a n
tarifsiz	t a ɾ i f s i z
tarihimizde	t a ɾ i h i m i z d e
taşdemir	t a ʃ d e m i ɾ
taşıdım	t a ʃ ɯ d ɯ m
tepelerde	t e p e l e ɾ d e
tetikleyen	t e t i c l e j e n
titanik	t i t a n i c
toka	t o k a
toplamından	t o p ɫ a m ɯ n d a n
toplanmasını	t o p ɫ a n m a s ɯ n ɯ
toza	t o z a
tribünde	t ɾ i b y n d e
tutunma	t u t u n m a
ulaşmaktadır	u ɫ a ʃ m a k t a d ɯ ɾ
ulaşılamıyor	u ɫ a ʃ ɯ ɫ a m ɯ j o ɾ
ulusa	u ɫ u s a
uluç	u ɫ u t͡ʃ
umudumu	u m u d u m u
unutalım	u n u t a ɫ ɯ m
uyuyorsun	u j u j o ɾ s u n
uyuşturucuya	u j u ʃ t u ɾ u d͡ʒ u j a
uyuşturucuyla	u j u ʃ t u ɾ u d͡ʒ u j ɫ a
uzaklaşan	u z a k ɫ a ʃ a n
uzaklaşmış	u z a k ɫ a ʃ m ɯ ʃ
uğra	uː ɾ aː
vatanımız	v a t a n ɯ m ɯ z
vazgeçmem	v a z ɟ e t͡ʃ m e m
verilsin	v e ɾ i l s i n
vermelidir	v e ɾ m e l i d i ɾ
videosunda	v i d e o s u n d a
vine	v i n e
voleybolu	v o l e j b o ɫ u
voltaire	v o ɫ t a i ɾ e
waters	w a t ɛ ɾ s
webb	w e b b
wen	w e n
yakılması	j a k ɯ ɫ m a s ɯ
yalandı	j a ɫ a n d ɯ
yalandır	j a ɫ a n d ɯ ɾ
yalnızdım	j a ɫ n ɯ z d ɯ m
yandığı	j a n d ɯ ɯ
yapmışlardı	j a p m ɯ ʃ ɫ a ɾ d ɯ
yapıcaz	j a p ɯ d͡ʒ a z
yapılanları	j a p ɯ ɫ a n l a ɾ ɯ
yapılanmaya	j a p ɯ ɫ a n m a j a
yapıyorsanız	j a p ɯ j o ɾ s a n ɯ z
yaralanmalar	j a ɾ a ɫ a n m a l a ɾ
yasında	j a s ɯ n d a
yatıştırıcı	j a t ɯ ʃ t ɯ ɾ ɯ d͡ʒ ɯ
yaylada	j a j ɫ a d a
yayılmıştır	j a j ɯ ɫ m ɯ ʃ t ɯ ɾ
yazdığımı	j a z d ɯ ɯ m ɯ
yazılarının	j a z ɯ ɫ a ɾ ɯ n ɯ n
yazılırken	j a z ɯ ɫ ɯ ɾ c e n
yazıyorlar	j a z ɯ j o ɾ l a ɾ
yaşanmadı	j a ʃ a n m a d ɯ
yaşanırken	j a ʃ a n ɯ ɾ c e n
yaşlardan	j a ʃ ɫ a ɾ d a n
yaşça	j a ʃ t͡ʃ a
yenmeyi	j e n m e j i
yerleştiren	j e ɾ l e ʃ t i ɾ e n
yillik	j i l l i c
yorulmuş	j o ɾ u ɫ m u ʃ
yoruyor	j o ɾ u j o ɾ
yum	j u m
yvonne	j v o n n e
yüklenir	j y c l e n i ɾ
yüklenme	j y c l e n m e
yürürüm	j y ɾ y ɾ y m
yıldızlarla	j ɯ ɫ d ɯ z ɫ a ɾ ɫ a
zamanımda	z a m a n ɯ m d a
zehiri	z e h i ɾ i
zeminin	z e m i n i n
zhou	z o u
zincire	z i n d͡ʒ i ɾ e
zirveyi	z i ɾ v e j i
ziyaretini	z i j aː ɾ e t i n i
zorlayacak	z o ɾ ɫ a j a d͡ʒ a k
çabalarıyla	t͡ʃ a b a ɫ a ɾ ɯ j ɫ a
çaktı	t͡ʃ a k t ɯ
çalınması	t͡ʃ a ɫ ɯ n m a s ɯ
çalışsam	t͡ʃ a ɫ ɯ ʃ s a m
çalıştırır	t͡ʃ a ɫ ɯ ʃ t ɯ ɾ ɯ ɾ
çatıda	t͡ʃ a t ɯ d a
