de	d e
semilleros	s e m i ʝ e ɾ o s
seniat	s e n j a t
setentas	s e t e n t a s
seva	s e b a
shimon	ʃ i m o n
sienes	s j e n e s
sienna	s j e n n a
sindicatura	s i n d i k a t u ɾ a
sive	s i b e
siéntanse	s j e n t a n s e
slots	e s l o t s
sly	e s l i
sobrarbe	s o b ɾ a ɾ b e
soconusco	s o k o n u s k o
stretch	e s t ɾ e t͡ʃ
subcontratistas	s u b k o n t ɾ a t i s t a s
suevos	s w e b o s
sumarte	s u m a ɾ t e
suplementarios	s u p l e m e n t a ɾ j o s
suspendiera	s u s p e n d j e ɾ a
tardaré	t a ɾ d a ɾ e
tendreis	t e n d ɾ e i s
testifica	t e s t i f i k a
tilden	t i l d e n
timur	t i m u ɾ
tomaria	t o m a ɾ j a
tomi	t o m i
topper	t o p e ɾ
toscas	t o s k a s
tots	t o t s
traerían	t ɾ a e ɾ i a n
tramitan	t ɾ a m i t a n
traveler	t ɾ a b e l e ɾ
trotskista	t ɾ o d s k i s t a
tuc	t u k
udo	u d o
unio	u n j o
upton	u b t o n
vala	b a l a
vay	b a i
vegetarianismo	b e x e t a ɾ j a n i s m o
venderían	b e n d e ɾ i a n
vendrell	b e n d ɾ e l
venevisión	b e n e b i s j o n
vesta	b e s t a
vinculaba	b i n k u l a b a
visitarse	b i s i t a ɾ s e
vivirían	b i b i ɾ i a n
voodoo	b u d o o
yar	ʝ a ɾ
yuen	ʝ w e n
zapateros	s a p a t e ɾ o s
zenobia	s e n o b j a
zoologico	s o o l o x i k o
zoran	s o ɾ a n
abdo	a b d o
abordarse	a b o ɾ d a ɾ s e
aborden	a b o ɾ d e n
aburrirte	a b u r i ɾ t e
acaparó	a k a p a ɾ o
accedí	a ɡ s e d i
acostumbraban	a k o s t u m b ɾ a b a n
acu	a k u
ademanes	a d e m a n e s
adopté	a d o b t e
advertían	a d b e ɾ t i a n
afrontó	a f ɾ o n t o
agradarle	a ɡ ɾ a d a ɾ l e
agri	a ɡ ɾ i
aguantaron	a ɡ w a n t a ɾ o n
agudelo	a ɡ u d e l o
agudizó	a ɡ u d i s o
ajustaron	a x u s t a ɾ o n
alcázares	a l k a s a ɾ e s
alimentarnos	a l i m e n t a ɾ n o s
altman	a l d m a n
amato	a m a t o
amira	a m i ɾ a
amperios	a m p e ɾ j o s
analizarlos	a n a l i s a ɾ l o s
anfitrionas	a n f i t ɾ j o n a s
anoeta	a n o e t a
anticomunistas	a n t i k o m u n i s t a s
antidemocráticas	a n t i d e m o k ɾ a t i k a s
anunciaremos	a n u n s j a ɾ e m o s
aparecí	a p a ɾ e s i
apasionantes	a p a s j o n a n t e s
apliqué	a p l i k e
apreciaron	a p ɾ e s j a ɾ o n
aprendio	a p ɾ e n d j o
aprovecharlas	a p ɾ o b e t͡ʃ a ɾ l a s
apurarse	a p u ɾ a ɾ s e
argucias	a ɾ ɡ u s j a s
arreglaran	a r e ɡ l a ɾ a n
arrepentirá	a r e p e n t i ɾ a
asomaba	a s o m a b a
asome	a s o m e
atlantico	a t l a n t i k o
auh	a u
aurrera	a u r e ɾ a
avalúo	a b a l u o
avanzara	a b a n s a ɾ a
aventó	a b e n t o
ayudándonos	a ʝ u d a n d o n o s
azotando	a s o t a n d o
añadan	a ɲ a d a n
balam	b a l a m
bancamos	b a n k a m o s
barb	b a ɾ b
barboza	b a ɾ b o s a
bauzá	b a u s a
bazas	b a s a s
behavior	b e a b j o ɾ
beneficiándose	b e n e f i s j a n d o s e
bertolt	b e ɾ t o l t
bibliotecología	b i b l j o t e k o l o x i a
bombea	b o m b e a
borrás	b o r a s
bosa	b o s a
bouvier	b u b j e ɾ
buceadores	b u s e a d o ɾ e s
burlarnos	b u ɾ l a ɾ n o s
burr	b u r
cafiero	k a f j e ɾ o
caifanes	k a i f a n e s
caiste	k a i s t e
calefaccion	k a l e f a ɡ s j o n
callaba	k a ʝ a b a
cambiarios	k a m b j a ɾ j o s
cancerígenos	k a n s e ɾ i x e n o s
carrara	k a r a ɾ a
carrey	k a r e i
cascante	k a s k a n t e
category	k a t e ɡ o ɾ i
cathedral	k a t e d ɾ a l
caóticos	k a o t i k o s
cerras	s e r a s
cerre	s e r e
chapecoense	t͡ʃ a p e k o e n s e
chechenos	t͡ʃ e t͡ʃ e n o s
chequeando	t͡ʃ e k e a n d o
clavijas	k l a b i x a s
clemens	k l e m e n s
cocteau	k o ɡ t e a u
coloquiales	k o l o k j a l e s
combativos	k o m b a t i b o s
comence	k o m e n s e
comisionó	k o m i s j o n o
communities	k o m m u n i t j e s
compagina	k o m p a x i n a
comparative	k o m p a ɾ a t i b e
complementó	k o m p l e m e n t o
comprobará	k o m p ɾ o b a ɾ a
condition	k o n d i t j o n
condujera	k o n d u x e ɾ a
conejillos	k o n e x i ʝ o s
confirmaría	k o n f i ɾ m a ɾ i a
consientan	k o n s j e n t a n
consumirla	k o n s u m i ɾ l a
contradigan	k o n t ɾ a d i ɡ a n
contribuía	k o n t ɾ i b w i a
convengamos	k o m b e n ɡ a m o s
conveniencias	k o m b e n j e n s j a s
cortaran	k o ɾ t a ɾ a n
creernos	k ɾ e e ɾ n o s
creyo	k ɾ e ʝ o
criamos	k ɾ j a m o s
cska	s k a
cuidense	k w i d e n s e
cumbias	k u m b j a s
dahlia	d a l j a
daimiel	d a i m j e l
debatirse	d e b a t i ɾ s e
deberan	d e b e ɾ a n
decepticons	d e s e b t i k o n s
deducen	d e d u s e n
dejaríamos	d e x a ɾ i a m o s
delano	d e l a n o
delgadillo	d e l ɡ a d i ʝ o
demostrarán	d e m o s t ɾ a ɾ a n
deniega	d e n j e ɡ a
denominaban	d e n o m i n a b a n
depuso	d e p u s o
derramaron	d e r a m a ɾ o n
derrumbaron	d e r u m b a ɾ o n
desactive	d e s a ɡ t i b e
desatención	d e s a t e n s j o n
desayuné	d e s a ʝ u n e
descabelladas	d e s k a b e ʝ a d a s
descargables	d e s k a ɾ ɡ a b l e s
describimos	d e s k ɾ i b i m o s
desempeñaban	d e s e m p e ɲ a b a n
despedirá	d e s p e d i ɾ a
desprendimientos	d e s p ɾ e n d i m j e n t o s
destinarse	d e s t i n a ɾ s e
desvirtúa	d e s b i ɾ t u a
detenerle	d e t e n e ɾ l e
devociones	d e b o s j o n e s
dialogos	d j a l o ɡ o s
distinguimos	d i s t i n ɡ i m o s
dixo	d i ɡ s o
dobson	d o b s o n
dollars	d o ʝ a ɾ s
dreamer	d ɾ e a m e ɾ
dres	d ɾ e s
dyson	d i s o n
ecuestres	e k w e s t ɾ e s
eduque	e d u k e
efectuarán	e f e ɡ t w a ɾ a n
efigies	e f i x j e s
electronicos	e l e ɡ t ɾ o n i k o s
element	e l e m e n
elementary	e l e m e n t a ɾ i
elsevier	e l s e b j e ɾ
emanaba	e m a n a b a
embalajes	e m b a l a x e s
emoticonos	e m o t i k o n o s
empaña	e m p a ɲ a
engancharse	e n ɡ a n t͡ʃ a ɾ s e
enganché	e n ɡ a n t͡ʃ e
envíenos	e m b i e n o s
escogerá	e s k o x e ɾ a
escuece	e s k w e s e
espesores	e s p e s o ɾ e s
esse	e s e
establecimos	e s t a b l e s i m o s
estafan	e s t a f a n
esteves	e s t e b e s
estudiantina	e s t u d j a n t i n a
evaluadores	e b a l w a d o ɾ e s
exequiel	e ɡ s e k j e l
exministra	e ɡ s m i n i s t ɾ a
exploramos	e ɡ s p l o ɾ a m o s
extraerse	e ɡ s t ɾ a e ɾ s e
extrañarse	e ɡ s t ɾ a ɲ a ɾ s e
faisal	f a i s a l
falsificadores	f a l s i f i k a d o ɾ e s
fanboy	f a m b o i
felicitarle	f e l i s i t a ɾ l e
financiará	f i n a n s j a ɾ a
fingimos	f i n x i m o s
flop	f l o p
foi	f o i
follo	f o ʝ o
forlán	f o ɾ l a n
fundació	f u n d a s j o
fundiendo	f u n d j e n d o
gable	ɡ a b l e
generalizó	x e n e ɾ a l i s o
gere	x e ɾ e
geschichte	x e s t͡ʃ i t͡ʃ t e
gozará	ɡ o s a ɾ a
grababan	ɡ ɾ a b a b a n
gramaticalmente	ɡ ɾ a m a t i k a l m e n t e
granata	ɡ ɾ a n a t a
génica	x e n i k a
hackett	x a k e t
hadad	a d a d
halterofilia	a l t e ɾ o f i l j a
happen	x a p e n
hau	a u
hebei	e b e i
hei	e i
het	e t
hind	i n d
hiperactivo	i p e ɾ a ɡ t i b o
hipólita	i p o l i t a
hondureñas	o n d u ɾ e ɲ a s
hos	o s
huapi	w̝ a p i
huidos	w̝ i d o s
hummer	u m e ɾ
iga	i ɡ a
ignoré	i ɡ n o ɾ e
ih	i
illustrated	i ʝ u s t ɾ a t e d
imbert	i m b e ɾ
implantaron	i m p l a n t a ɾ o n
impresionaron	i m p ɾ e s j o n a ɾ o n
indignas	i n d i ɡ n a s
induciendo	i n d u s j e n d o
infinitum	i n f i n i t u m
ininterrumpidos	i n i n t e r u m p i d o s
inscriba	i n s k ɾ i b a
insinuaba	i n s i n w a b a
insultaban	i n s u l t a b a n
interpretarla	i n t e ɾ p ɾ e t a ɾ l a
intromisiones	i n t ɾ o m i s j o n e s
ipsos	i b s o s
ismo	i s m o
ixtapa	i ɡ s t a p a
jingles	x i n ɡ l e s
johana	x o a n a
josefo	x o s e f o
joyeros	x o ʝ e ɾ o s
jugabamos	x u ɡ a b a m o s
juste	x u s t e
kaoru	k a o ɾ u
karlos	k a ɾ l o s
krugman	k ɾ u ɡ m a n
lanzaremos	l a n s a ɾ e m o s
larra	l a r a
laureada	l a u ɾ e a d a
lavigne	l a b i ɡ n e
leernos	l e e ɾ n o s
legalicen	l e ɡ a l i s e n
lempiras	l e m p i ɾ a s
leviathan	l e b j a t a n
levántense	l e b a n t e n s e
leyéndolo	l e ʝ e n d o l o
liando	l j a n d o
licitacion	l i s i t a s j o n
llegarse	ʝ e ɡ a ɾ s e
llevándolos	ʝ e b a n d o l o s
lloros	ʝ o ɾ o s
locatarios	l o k a t a ɾ j o s
lollipop	l o ʝ i p o p
loomis	l u m i s
lorelai	l o ɾ e l a i
lávate	l a b a t e
machin	m a t͡ʃ i n
magali	m a ɡ a l i
maher	m a e ɾ
malintencionados	m a l i n t e n s j o n a d o s
maltrataba	m a l t ɾ a t a b a
matare	m a t a ɾ e
meir	m e i ɾ
melero	m e l e ɾ o
member	m e m b e ɾ
merecerá	m e ɾ e s e ɾ a
metiéndole	m e t j e n d o l e
mezclamos	m e s k l a m o s
mezclándose	m e s k l a n d o s e
michaela	m i t͡ʃ a e l a
michal	m i t͡ʃ a l
michelangelo	m i t͡ʃ e l a n x e l o
miraran	m i ɾ a ɾ a n
misivas	m i s i b a s
miti	m i t i
mondoñedo	m o n d o ɲ e d o
mong	m o n
mordía	m o ɾ d i a
morrissey	m o r i s e i
moussa	m u s a
muer	m w e ɾ
multicanal	m u l t i k a n a l
míseros	m i s e ɾ o s
nadó	n a d o
navegaron	n a b e ɡ a ɾ o n
neuer	n e w e ɾ
neutrinos	n e u t ɾ i n o s
nevers	n e b e ɾ s
nuri	n u ɾ i
ní	n i
obran	o b ɾ a n
obuses	o b u s e s
ochos	o t͡ʃ o s
ocupé	o k u p e
odió	o d j o
ofendieron	o f e n d j e ɾ o n
oktoberfest	o ɡ t o b e ɾ f e s t
olano	o l a n o
omnipotencia	o m n i p o t e n s j a
ons	o n s
ordenas	o ɾ d e n a s
osce	o s e
pacte	p a ɡ t e
padawan	p a d a w a n
parametros	p a ɾ a m e t ɾ o s
pariendo	p a ɾ j e n d o
parroquianos	p a r o k j a n o s
participaré	p a ɾ t i s i p a ɾ e
paulsen	p a u l s e n
pavon	p a b o n
perceptibles	p e ɾ s e b t i b l e s
permisiva	p e ɾ m i s i b a
phuket	f u k e t
pianistas	p j a n i s t a s
plantearía	p l a n t e a ɾ i a
platico	p l a t i k o
plomeros	p l o m e ɾ o s
polícia	p o l i s j a
porke	p o ɾ k e
potomac	p o t o m a k
presuma	p ɾ e s u m a
prevenirlo	p ɾ e b e n i ɾ l o
priorizan	p ɾ j o ɾ i s a n
procese	p ɾ o s e s e
promediando	p ɾ o m e d j a n d o
proporcionarán	p ɾ o p o ɾ s j o n a ɾ a n
prosperando	p ɾ o s p e ɾ a n d o
prot	p ɾ o t
pug	p u ɡ
pugnas	p u ɡ n a s
qa	k a
quítale	k i t a l e
radiadores	r a d j a d o ɾ e s
rasante	r a s a n t e
rath	r a t
raye	r a ʝ e
rayito	r a ʝ i t o
recalcando	r e k a l k a n d o
recherche	r e t͡ʃ e ɾ t͡ʃ e
recordá	r e k o ɾ d a
redding	r e d i n
redman	r e d m a n
regresarían	r e ɡ ɾ e s a ɾ i a n
reinició	r e i n i s j o
relacionaban	r e l a s j o n a b a n
relataron	r e l a t a ɾ o n
relay	r e l a i
relucientes	r e l u s j e n t e s
rememorando	r e m e m o ɾ a n d o
repetirán	r e p e t i ɾ a n
repudian	r e p u d j a n
resplandecientes	r e s p l a n d e s j e n t e s
retenga	r e t e n ɡ a
revelarán	r e b e l a ɾ a n
riccardo	r i k a ɾ d o
ridiculiza	r i d i k u l i s a
rig	r i ɡ
robara	r o b a ɾ a
romer	r o m e ɾ
roncando	r o n k a n d o
roscoe	r o s k o e
roster	r o s t e ɾ
rádio	r a d j o
ré	r e
saberla	s a b e ɾ l a
sacalo	s a k a l o
samaritanos	s a m a ɾ i t a n o s
samos	s a m o s
santaella	s a n t a e ʝ a
santafesinos	s a n t a f e s i n o s
saved	s a b e d
scola	e s k o l a
scotty	e s k o t i
seijas	s e i x a s
semifinalistas	s e m i f i n a l i s t a s
seul	s e u l
sharing	ʃ a ɾ i n
shih	ʃ i
ships	ʃ i b s
shirt	ʃ i ɾ t
sibila	s i b i l a
sobresalía	s o b ɾ e s a l i a
soltara	s o l t a ɾ a
sorprendidas	s o ɾ p ɾ e n d i d a s
spector	e s p e ɡ t o ɾ
sponsors	e s p o n s o ɾ s
subvenciona	s u b b e n s j o n a
sudores	s u d o ɾ e s
suleiman	s u l e i m a n
suntuosa	s u n t w o s a
superestrellas	s u p e ɾ e s t ɾ e ʝ a s
superpone	s u p e ɾ p o n e
suplementaria	s u p l e m e n t a ɾ j a
susceptibilidades	s u s e b t i b i l i d a d e s
sylvain	s i l b a i n
súmale	s u m a l e
tacoma	t a k o m a
taiji	t a i x i
taringa	t a ɾ i n ɡ a
tendentes	t e n d e n t e s
teni	t e n i
terreros	t e r e ɾ o s
tomándolo	t o m a n d o l o
torpezas	t o ɾ p e s a s
toxica	t o ɡ s i k a
tradicionalismo	t ɾ a d i s j o n a l i s m o
tranza	t ɾ a n s a
tumban	t u m b a n
ugly	u ɡ l i
ultraderechistas	u l t ɾ a d e ɾ e t͡ʃ i s t a s
urls	u ɾ l s
valencià	b a l e n s j a
vania	b a n j a
viaductos	b j a d u ɡ t o s
vinieras	b i n j e ɾ a s
viteri	b i t e ɾ i
votarse	b o t a ɾ s e
yam	ʝ a m
yana	ʝ a n a
yañez	ʝ a ɲ e s
yopal	ʝ o p a l
yoshida	ʝ o ʃ i d a
yulia	ʝ u l j a
zarcillos	s a ɾ s i ʝ o s
zurbarán	s u ɾ b a ɾ a n
én	e n
abrazas	a b ɾ a s a s
acarician	a k a ɾ i s j a n
achille	a t͡ʃ i ʝ e
aciertas	a s j e ɾ t a s
aconsejarte	a k o n s e x a ɾ t e
acrónimos	a k ɾ o n i m o s
acusarme	a k u s a ɾ m e
adeuda	a d e u d a
adictivos	a d i ɡ t i b o s
adoptarlo	a d o b t a ɾ l o
afeitarme	a f e i t a ɾ m e
afianzó	a f j a n s o
agoten	a ɡ o t e n
agradaría	a ɡ ɾ a d a ɾ i a
agrandando	a ɡ ɾ a n d a n d o
agregaré	a ɡ ɾ e ɡ a ɾ e
aguantarte	a ɡ w a n t a ɾ t e
ahorré	a o r e
alcanzaremos	a l k a n s a ɾ e m o s
alcen	a l s e n
alevines	a l e b i n e s
alfie	a l f j e
aliaron	a l j a ɾ o n
aljarafe	a l x a ɾ a f e
ambulatoria	a m b u l a t o ɾ j a
amiens	a m j e n s
amuay	a m w a i
amélie	a m e l j e
anacrónica	a n a k ɾ o n i k a
andahuaylas	a n d a w a i l a s
animaría	a n i m a ɾ i a
apartarme	a p a ɾ t a ɾ m e
apetecen	a p e t e s e n
aplastaron	a p l a s t a ɾ o n
apreciaban	a p ɾ e s j a b a n
aproposito	a p ɾ o p o s i t o
arianna	a ɾ j a n n a
arkady	a ɾ k a d i
arriagada	a r j a ɡ a d a
ascienda	a s j e n d a
asimilarlo	a s i m i l a ɾ l o
aspiraban	a s p i ɾ a b a n
astérix	a s t e ɾ i ɡ s
atendí	a t e n d i
aterrizajes	a t e r i s a x e s
atoyac	a t o ʝ a k
aung	a u n
autoconocimiento	a u t o k o n o s i m j e n t o
ayu	a ʝ u
aza	a s a
badminton	b a d m i n t o n
bajistas	b a x i s t a s
baradero	b a ɾ a d e ɾ o
baralt	b a ɾ a l t
barrenechea	b a r e n e t͡ʃ e a
barris	b a r i s
basavilbaso	b a s a b i l b a s o
bastida	b a s t i d a
baum	b a u m
bautiza	b a u t i s a
bañó	b a ɲ o
baúles	b a u l e s
beltrones	b e l t ɾ o n e s
bem	b e m
beneficiarían	b e n e f i s j a ɾ i a n
bernini	b e ɾ n i n i
berri	b e r i
bertoni	b e ɾ t o n i
bezos	b e s o s
bichitos	b i t͡ʃ i t o s
bingham	b i n ɡ a m
blitz	b l i t s
boix	b o i ɡ s
boku	b o k u
bolena	b o l e n a
bordaberry	b o ɾ d a b e r i
borraba	b o r a b a
braden	b ɾ a d e n
bragg	b ɾ a ɡ
britain	b ɾ i t a i n
bronquios	b ɾ o n k j o s
brotó	b ɾ o t o
bucaneros	b u k a n e ɾ o s
buenisimas	b w e n i s i m a s
cajetillas	k a x e t i ʝ a s
callarnos	k a ʝ a ɾ n o s
calls	k a l s
callé	k a ʝ e
camaleones	k a m a l e o n e s
canet	k a n e t
cantautores	k a n t a u t o ɾ e s
capdevila	k a b d e b i l a
carceles	k a ɾ s e l e s
carcome	k a ɾ k o m e
carolinas	k a ɾ o l i n a s
carte	k a ɾ t e
carteros	k a ɾ t e ɾ o s
castañuelas	k a s t a ɲ w e l a s
catapultó	k a t a p u l t o
cci	s i
cebos	s e b o s
cediera	s e d j e ɾ a
centésimas	s e n t e s i m a s
cerrajeros	s e r a x e ɾ o s
cesarán	s e s a ɾ a n
charlton	t͡ʃ a ɾ l t o n
ches	t͡ʃ e s
chocaba	t͡ʃ o k a b a
chocas	t͡ʃ o k a s
choquen	t͡ʃ o k e n
chosica	t͡ʃ o s i k a
ciberataques	s i b e ɾ a t a k e s
cinca	s i n k a
cinemateca	s i n e m a t e k a
cinthia	s i n t j a
clasifique	k l a s i f i k e
clavaba	k l a b a b a
clu	k l u
coadyuvar	k o a d ʝ u b a ɾ
codornices	k o d o ɾ n i s e s
colegiaturas	k o l e x j a t u ɾ a s
colmada	k o l m a d a
combatía	k o m b a t i a
commander	k o m a n d e ɾ
commodore	k o m m o d o ɾ e
complicaba	k o m p l i k a b a
comprenderse	k o m p ɾ e n d e ɾ s e
comprension	k o m p ɾ e n s j o n
comuniones	k o m u n j o n e s
concluyan	k o n k l u ʝ a n
condicionó	k o n d i s j o n o
confundiste	k o n f u n d i s t e
conllevará	k o n ʝ e b a ɾ a
conspiró	k o n s p i ɾ o
construyéndose	k o n s t ɾ u ʝ e n d o s e
contertulios	k o n t e ɾ t u l j o s
contrastaba	k o n t ɾ a s t a b a
contándome	k o n t a n d o m e
convenzan	k o m b e n s a n
convirtiese	k o m b i ɾ t j e s e
copiarlo	k o p j a ɾ l o
coronarias	k o ɾ o n a ɾ j a s
correlato	k o r e l a t o
craneales	k ɾ a n e a l e s
created	k ɾ e a t e d
criminaliza	k ɾ i m i n a l i s a
cuadernillos	k w a d e ɾ n i ʝ o s
cuentistas	k w e n t i s t a s
curen	k u ɾ e n
currículos	k u r i k u l o s
custodiando	k u s t o d j a n d o
cómpralo	k o m p ɾ a l o
davila	d a b i l a
dañará	d a ɲ a ɾ a
decepcionaron	d e s e b s j o n a ɾ o n
decepcioné	d e s e b s j o n e
degeneró	d e x e n e ɾ o
demorarse	d e m o ɾ a ɾ s e
demostré	d e m o s t ɾ e
derogue	d e ɾ o ɡ e
derrumban	d e r u m b a n
desacredita	d e s a k ɾ e d i t a
desactualizada	d e s a ɡ t w a l i s a d a
desarrollarla	d e s a r o ʝ a ɾ l a
descuide	d e s k w i d e
desempeñe	d e s e m p e ɲ e
destacaría	d e s t a k a ɾ i a
destruirlas	d e s t ɾ w i ɾ l a s
desvincularse	d e s b i n k u l a ɾ s e
devoró	d e b o ɾ o
difama	d i f a m a
difusores	d i f u s o ɾ e s
dignidades	d i ɡ n i d a d e s
discurría	d i s k u r i a
distinguirlo	d i s t i n ɡ i ɾ l o
distro	d i s t ɾ o
dividirán	d i b i d i ɾ a n
dolls	d o l s
dragan	d ɾ a ɡ a n
drexler	d ɾ e ɡ s l e ɾ
dumbo	d u m b o
dusseldorf	d u s e l d o ɾ f
dvb	d e b e b e
eba	e b a
ede	e d e
ejecutantes	e x e k u t a n t e s
election	e l e ɡ t j o n
embrionaria	e m b ɾ j o n a ɾ j a
empuñando	e m p u ɲ a n d o
encendedores	e n s e n d e d o ɾ e s
enfadan	e n f a d a n
enfrió	e n f ɾ j o
enseñaros	e n s e ɲ a ɾ o s
ensuciarse	e n s u s j a ɾ s e
entremezclan	e n t ɾ e m e s k l a n
erotica	e ɾ o t i k a
escondernos	e s k o n d e ɾ n o s
escribiremos	e s k ɾ i b i ɾ e m o s
esgrimen	e s ɡ ɾ i m e n
espanya	e s p a n ʝ a
espias	e s p j a s
essalud	e s a l u d
estatista	e s t a t i s t a
estrechó	e s t ɾ e t͡ʃ o
estudis	e s t u d i s
evalúen	e b a l u e n
excluya	e ɡ s k l u ʝ a
exilió	e ɡ s i l j o
exlíder	e ɡ s l i d e ɾ
expatriado	e ɡ s p a t ɾ j a d o
extended	e ɡ s t e n d e d
extenderlo	e ɡ s t e n d e ɾ l o
externalización	e ɡ s t e ɾ n a l i s a s j o n
extravió	e ɡ s t ɾ a b j o
eyzaguirre	e i s a ɡ i r e
fascia	f a s j a
fci	e f s i
fech	f e t͡ʃ
felicitas	f e l i s i t a s
fey	f e i
fiarnos	f j a ɾ n o s
fidedignas	f i d e d i ɡ n a s
fijándose	f i x a n d o s e
fili	f i l i
fleet	f l i t
flick	f l i k
florezca	f l o ɾ e s k a
fluor	f l w o ɾ
fontaneros	f o n t a n e ɾ o s
forrester	f o r e s t e ɾ
fotoperiodismo	f o t o p e ɾ j o d i s m o
friega	f ɾ j e ɡ a
frunció	f ɾ u n s j o
fumaban	f u m a b a n
fundara	f u n d a ɾ a
fundarse	f u n d a ɾ s e
fusilaron	f u s i l a ɾ o n
fían	f i a n
gaba	ɡ a b a
gabon	ɡ a b o n
garantizarle	ɡ a ɾ a n t i s a ɾ l e
garfunkel	ɡ a ɾ f u n k e l
gat	ɡ a t
geforce	x e f o ɾ s e
generara	x e n e ɾ a ɾ a
glo	ɡ l o
gollum	ɡ o ʝ u m
gonçalves	ɡ o n s a l b e s
gretchen	ɡ ɾ e t͡ʃ e n
grupitos	ɡ ɾ u p i t o s
guanipa	ɡ w a n i p a
hackean	x a k e a n
haste	a s t e
hectareas	e ɡ t a ɾ e a s
helénico	e l e n i k o
herrán	e r a n
hester	e s t e ɾ
hgo	ɡ o
hinchando	i n t͡ʃ a n d o
hobbits	o b i t s
hommes	o m e s
horizons	o ɾ i s o n s
horowitz	o ɾ o w i t s
huesped	w̝ e s p e d
identificara	i d e n t i f i k a ɾ a
imgur	i m ɡ u ɾ
impacte	i m p a ɡ t e
inauguraba	i n a u ɡ u ɾ a b a
inclinaron	i n k l i n a ɾ o n
incluirían	i n k l w i ɾ i a n
inconformista	i n k o n f o ɾ m i s t a
increpó	i n k ɾ e p o
independizó	i n d e p e n d i s o
inei	i n e i
inescrupulosos	i n e s k ɾ u p u l o s o s
inna	i n n a
insatisfechas	i n s a t i s f e t͡ʃ a s
insidiosa	i n s i d j o s a
inspiren	i n s p i ɾ e n
insuficientemente	i n s u f i s j e n t e m e n t e
internal	i n t e ɾ n a l
interreligioso	i n t e r e l i x j o s o
intrigantes	i n t ɾ i ɡ a n t e s
itaipú	i t a i p u
izó	i s o
jadeando	x a d e a n d o
jamil	x a m i l
janés	x a n e s
jirones	x i ɾ o n e s
jodorowsky	x o d o ɾ o u s k i
josip	x o s i p
judi	x u d i
jurgen	x u ɾ x e n
juzgarla	x u s ɡ a ɾ l a
kama	k a m a
katarina	k a t a ɾ i n a
kempes	k e m p e s
kimball	k i m b a l
kodi	k o d i
kom	k o m
kraus	k ɾ a u s
lamarca	l a m a ɾ k a
leyo	l e ʝ o
liberarte	l i b e ɾ a ɾ t e
lift	l i f t
limpiarlos	l i m p j a ɾ l o s
lindes	l i n d e s
lisbeth	l i s b e t
lister	l i s t e ɾ
llenándose	ʝ e n a n d o s e
load	l o a d
luzcan	l u s k a n
lácteas	l a ɡ t e a s
macanas	m a k a n a s
machacando	m a t͡ʃ a k a n d o
maipu	m a i p u
mandarse	m a n d a ɾ s e
manejará	m a n e x a ɾ a
manipularon	m a n i p u l a ɾ o n
manley	m a n l e i
manzi	m a n s i
maravedíes	m a ɾ a b e d i e s
marchaste	m a ɾ t͡ʃ a s t e
margarito	m a ɾ ɡ a ɾ i t o
maxilares	m a ɡ s i l a ɾ e s
mañanitas	m a ɲ a n i t a s
mento	m e n t o
mesiánica	m e s j a n i k a
metralletas	m e t ɾ a ʝ e t a s
metódicamente	m e t o d i k a m e n t e
microeconomía	m i k ɾ o e k o n o m i a
mimí	m i m i
minijuegos	m i n i x w e ɡ o s
minus	m i n u s
monté	m o n t e
morderse	m o ɾ d e ɾ s e
moscu	m o s k u
motas	m o t a s
motes	m o t e s
multiplique	m u l t i p l i k e
musgos	m u s ɡ o s
myrna	m i ɾ n a
napster	n a b s t e ɾ
neoplasias	n e o p l a s j a s
nomen	n o m e n
nomine	n o m i n e
noticiosa	n o t i s j o s a
nuit	n w i t
obtenerlos	o b t e n e ɾ l o s
ocupacion	o k u p a s j o n
officer	o f i s e ɾ
oficiosa	o f i s j o s a
olave	o l a b e
olimpico	o l i m p i k o
orangutanes	o ɾ a n ɡ u t a n e s
oreiro	o ɾ e i ɾ o
ors	o ɾ s
oscureciendo	o s k u ɾ e s j e n d o
otegui	o t e ɡ i
pagare	p a ɡ a ɾ e
paraguaná	p a ɾ a ɡ w a n a
parecías	p a ɾ e s i a s
parisi	p a ɾ i s i
paseamos	p a s e a m o s
pasok	p a s o k
pasá	p a s a
pati	p a t i
pegarlo	p e ɡ a ɾ l o
pelin	p e l i n
pelitos	p e l i t o s
pepinillos	p e p i n i ʝ o s
percusiones	p e ɾ k u s j o n e s
perdonarle	p e ɾ d o n a ɾ l e
peris	p e ɾ i s
perlitas	p e ɾ l i t a s
permanezco	p e ɾ m a n e s k o
perredistas	p e r e d i s t a s
personero	p e ɾ s o n e ɾ o
pertenecerá	p e ɾ t e n e s e ɾ a
petes	p e t e s
petiso	p e t i s o
planeador	p l a n e a d o ɾ
plantitas	p l a n t i t a s
plasman	p l a s m a n
plegarse	p l e ɡ a ɾ s e
polvillo	p o l b i ʝ o
poniéndola	p o n j e n d o l a
poquísimos	p o k i s i m o s
porky	p o ɾ k i
pornos	p o ɾ n o s
postergó	p o s t e ɾ ɡ o
potreros	p o t ɾ e ɾ o s
pov	p o b
presentimientos	p ɾ e s e n t i m j e n t o s
preveo	p ɾ e b e o
prietos	p ɾ j e t o s
prive	p ɾ i b e
priya	p ɾ i ʝ a
prohibiera	p ɾ o i b j e ɾ a
promedia	p ɾ o m e d j a
prometi	p ɾ o m e t i
prométeme	p ɾ o m e t e m e
