a	ɐ
filmografia	f iw m o ɡ ɾ ɐ f i ɐ
filmou	f iw m ow
films	f iw m s
filmá	f iw m ɐ
filologia	f i l o l o ʒ i ɐ
filomena	f i l o m ẽ n ɐ
filomeno	f i l o m ẽ n u
filosofa	f i l o z o f ɐ
filosofal	f i l o z o f ɐw
filosofar	f i l o z o f ɐ ɹ
filosofia	f i l o z o f i ɐ
filosofias	f i l o z o f i ɐ s
filosoficamente	f i l o z o f i k ɐ m ẽ t ʃ i
filosófica	f i l o z ɔ f i k ɐ
filosóficas	f i l o z ɔ f i k ɐ s
filosófico	f i l o z ɔ f i k u
filosóficos	f i l o z ɔ f i k u s
fils	f iw s
filsan	f iw s ɐ̃
filtrada	f iw t ɾ ɐ d ɐ
filtragem	f iw t ɾ ɐ ʒ ẽj̃
filtrar	f iw t ɾ ɐ ɹ
filtração	f iw t ɾ ɐ s ɐ̃w̃
filtro	f iw t ɾ u
filtros	f iw t ɾ u s
filão	f i l ɐ̃w̃
filé	f i l ɛ
filés	f i l ɛ s
filólogo	f i l ɔ l o ɡ u
filósofa	f i l ɔ z o f ɐ
filósofo	f i l ɔ z o f u
filósofos	f i l ɔ z o f u s
fim	f ĩ
fin	f ĩ
fina	f ĩ n ɐ
finado	f ĩ n ɐ d u
finados	f ĩ n ɐ d u s
finais	f ĩ n ɐj s
final	f ĩ n ɐw
finale	f ĩ n ɐ l i
finalidade	f ĩ n ɐ l i d ɐ d ʒ i
finalidades	f ĩ n ɐ l i d ɐ d ʒ i s
finalista	f ĩ n ɐ l i s t ɐ
finalistas	f ĩ n ɐ l i s t ɐ s
finaliza	f ĩ n ɐ l i z ɐ
finalizada	f ĩ n ɐ l i z ɐ d ɐ
finalizado	f ĩ n ɐ l i z ɐ d u
finalizador	f ĩ n ɐ l i z ɐ d o ɹ
finalizados	f ĩ n ɐ l i z ɐ d u s
finalizando	f ĩ n ɐ l i z ɐ̃ d u
finalizar	f ĩ n ɐ l i z ɐ ɹ
finalizaram	f ĩ n ɐ l i z ɐ ɾ ɐ̃w̃
finalizava	f ĩ n ɐ l i z ɐ v ɐ
finalização	f ĩ n ɐ l i z ɐ s ɐ̃w̃
finalizações	f ĩ n ɐ l i z ɐ s õj̃ s
finalizou	f ĩ n ɐ l i z ow
finalmente	f ĩ n ɐw m ẽ t ʃ i
finalzinho	f ĩ n ɐw z ĩ ɲ u
finalíssima	f ĩ n ɐ l i s ĩ m ɐ
finam	f ĩ n ɐ̃w̃
finame	f ĩ n ɐ̃ m i
finamore	f ĩ n ɐ m o ɾ i
finance	f ĩ n ɐ̃ s i
financeira	f ĩ n ɐ̃ s ej ɾ ɐ
financeiramente	f ĩ n ɐ̃ s ej ɾ ɐ m ẽ t ʃ i
financeiras	f ĩ n ɐ̃ s ej ɾ ɐ s
financeiro	f ĩ n ɐ̃ s ej ɾ u
financeiros	f ĩ n ɐ̃ s ej ɾ u s
financia	f ĩ n ɐ̃ s i ɐ
financiada	f ĩ n ɐ̃ s i ɐ d ɐ
financiadas	f ĩ n ɐ̃ s i ɐ d ɐ s
financiado	f ĩ n ɐ̃ s i ɐ d u
financiador	f ĩ n ɐ̃ s i ɐ d o ɹ
financiadora	f ĩ n ɐ̃ s i ɐ d o ɾ ɐ
financiadoras	f ĩ n ɐ̃ s i ɐ d o ɾ ɐ s
financiadores	f ĩ n ɐ̃ s i ɐ d o ɾ i s
financiados	f ĩ n ɐ̃ s i ɐ d u s
financial	f ĩ n ɐ̃ s i ɐw
financiam	f ĩ n ɐ̃ s i ɐ̃w̃
financiamento	f ĩ n ɐ̃ s i ɐ m ẽ t u
financiamentos	f ĩ n ɐ̃ s i ɐ m ẽ t u s
financiando	f ĩ n ɐ̃ s i ɐ̃ d u
financiar	f ĩ n ɐ̃ s i ɐ ɹ
financiaram	f ĩ n ɐ̃ s i ɐ ɾ ɐ̃w̃
financiarem	f ĩ n ɐ̃ s i ɐ ɾ ẽj̃
financiará	f ĩ n ɐ̃ s i ɐ ɾ ɐ
financiava	f ĩ n ɐ̃ s i ɐ v ɐ
financiavam	f ĩ n ɐ̃ s i ɐ v ɐ̃w̃
financie	f ĩ n ɐ̃ s i
financiero	f ĩ n ɐ̃ s i e ɾ u
financimento	f ĩ n ɐ̃ s ĩ m ẽ t u
financiou	f ĩ n ɐ̃ s i ow
financista	f ĩ n ɐ̃ s i s t ɐ
financiá	f ĩ n ɐ̃ s i ɐ
finanças	f ĩ n ɐ̃ s ɐ s
finas	f ĩ n ɐ s
finasa	f ĩ n ɐ z ɐ
fincado	f ĩ k ɐ d u
fincados	f ĩ k ɐ d u s
fincar	f ĩ k ɐ ɹ
fincatto	f ĩ k ɐ t ʃ t u
fincou	f ĩ k ow
find	f ĩ d ʒ
finda	f ĩ d ɐ
findo	f ĩ d u
findos	f ĩ d u s
fine	f ĩ n i
finep	f ĩ n e p
fineza	f ĩ n e z ɐ
finge	f ĩ ʒ i
fingem	f ĩ ʒ ẽj̃
fingers	f ĩ ʒ e ɹ s
fingia	f ĩ ʒ i ɐ
fingiam	f ĩ ʒ i ɐ̃w̃
fingido	f ĩ ʒ i d u
fingimento	f ĩ ʒ ĩ m ẽ t u
fingindo	f ĩ ʒ ĩ d u
fingir	f ĩ ʒ i ɹ
fingiu	f ĩ ʒ iw
fini	f ĩ n i
finidi	f ĩ n i d ʒ i
fininho	f ĩ n ĩ ɲ u
fininvest	f ĩ n ĩ v e s t ʃ
finito	f ĩ n i t u
finitos	f ĩ n i t u s
fink	f ĩ k
finlandesa	f ĩ l ɐ̃ d e z ɐ
finlandeses	f ĩ l ɐ̃ d e z i s
finlandês	f ĩ l ɐ̃ d e s
finley	f ĩ l e i
finlândia	f ĩ l ɐ̃ d ʒ i ɐ
finn	f ĩ n
finnegans	f ĩ n e ɡ ɐ̃ s
finney	f ĩ n e i
fino	f ĩ n u
finor	f ĩ n o ɹ
finos	f ĩ n u s
finotti	f ĩ n o t ʃ t ʃ i
fins	f ĩ s
finsocial	f ĩ s o s i ɐw
fintec	f ĩ t e k
finura	f ĩ n u ɾ ɐ
finzinho	f ĩ z ĩ ɲ u
finíssimo	f ĩ n i s ĩ m u
fio	f i u
fiocca	f i o k k ɐ
fiocruz	f i o k ɾ ɔj s
fiod	f i o d ʒ
fiodorov	f i o d o ɾ o v
fiofó	f i o f ɔ
fioravante	f i o ɾ ɐ v ɐ̃ t ʃ i
fioravanti	f i o ɾ ɐ v ɐ̃ t ʃ i
fiore	f i o ɾ i
fiorentina	f i o ɾ ẽ t ʃ ĩ n ɐ
fiorentino	f i o ɾ ẽ t ʃ ĩ n u
fiori	f i o ɾ i
fiorile	f i o ɾ i l i
fiorino	f i o ɾ ĩ n u
fiorucci	f i o ɾ u k s i
fios	f i u s
fipe	f i p i
fipecafi	f i p e k ɐ f i
fique	f i k i
fiquei	f i k ej
fiquem	f i k ẽj̃
fiquemos	f i k ẽ m u s
fire	f i ɾ i
firenze	f i ɾ ẽ z i
firestone	f i ɾ e s t õ n i
firjan	f i ʁ ʒ ɐ̃
firm	f i ʁ m
firma	f i ʁ m ɐ
firmada	f i ʁ m ɐ d ɐ
firmadas	f i ʁ m ɐ d ɐ s
firmado	f i ʁ m ɐ d u
firmados	f i ʁ m ɐ d u s
firmam	f i ʁ m ɐ̃w̃
firmando	f i ʁ m ɐ̃ d u
firmar	f i ʁ m ɐ ɹ
firmaram	f i ʁ m ɐ ɾ ɐ̃w̃
firmas	f i ʁ m ɐ s
firme	f i ʁ m i
firmemente	f i ʁ m e m ẽ t ʃ i
firmes	f i ʁ m i s
firmeza	f i ʁ m e z ɐ
firmino	f i ʁ m ĩ n u
firmo	f i ʁ m u
firmou	f i ʁ m ow
first	f i ɹ s t ʃ
firula	f i ɾ u l ɐ
firulas	f i ɾ u l ɐ s
fis	f i j s
fisa	f i z ɐ
fiscais	f i s k ɐj s
fiscal	f i s k ɐw
fiscalista	f i s k ɐ l i s t ɐ
fiscaliza	f i s k ɐ l i z ɐ
fiscalizada	f i s k ɐ l i z ɐ d ɐ
fiscalizadas	f i s k ɐ l i z ɐ d ɐ s
fiscalizado	f i s k ɐ l i z ɐ d u
fiscalizador	f i s k ɐ l i z ɐ d o ɹ
fiscalizadora	f i s k ɐ l i z ɐ d o ɾ ɐ
fiscalizados	f i s k ɐ l i z ɐ d u s
fiscalizam	f i s k ɐ l i z ɐ̃w̃
fiscalizando	f i s k ɐ l i z ɐ̃ d u
fiscalizar	f i s k ɐ l i z ɐ ɹ
fiscalizará	f i s k ɐ l i z ɐ ɾ ɐ
fiscalizava	f i s k ɐ l i z ɐ v ɐ
fiscalização	f i s k ɐ l i z ɐ s ɐ̃w̃
fiscalizações	f i s k ɐ l i z ɐ s õj̃ s
fiscalize	f i s k ɐ l i z i
fiscalizou	f i s k ɐ l i z ow
fischer	f i s ʃ e ɹ
fisco	f i s k u
fisesp	f i z e s p
fisgada	f i z ɡ ɐ d ɐ
fisgar	f i z ɡ ɐ ɹ
fish	f i ʃ
fishel	f i ʃ ɛw
fisher	f i ʃ e ɹ
fishermans	f i ʃ e ʁ m ɐ̃ s
fishing	f i ʃ ĩ ɡ
fishlow	f i ʃ l ow
fisicamente	f i z i k ɐ m ẽ t ʃ i
fisiologia	f i z i o l o ʒ i ɐ
fisiologismo	f i z i o l o ʒ i z m u
fisiologista	f i z i o l o ʒ i s t ɐ
fisiológica	f i z i o l ɔ ʒ i k ɐ
fisiológicas	f i z i o l ɔ ʒ i k ɐ s
fisiológico	f i z i o l ɔ ʒ i k u
fisiológicos	f i z i o l ɔ ʒ i k u s
fisionomia	f i z i o n o m i ɐ
fisioterapeuta	f i z i o t e ɾ ɐ p ew t ɐ
fisioterapeutas	f i z i o t e ɾ ɐ p ew t ɐ s
fisioterapia	f i z i o t e ɾ ɐ p i ɐ
fiske	f i s k i
fispal	f i s p ɐw
fissura	f i s u ɾ ɐ
fissuras	f i s u ɾ ɐ s
fissão	f i s ɐ̃w̃
fit	f i t ʃ
fita	f i t ɐ
fitar	f i t ɐ ɹ
fitas	f i t ɐ s
fitinha	f i t ʃ ĩ ɲ ɐ
fitinhas	f i t ʃ ĩ ɲ ɐ s
fitness	f i t ʃ n e s
fito	f i t u
fittipaldi	f i t ʃ t ʃ i p ɐw d ʒ i
fitzcarraldo	f i t ʃ z k ɐ ʁ ɐw d u
fitzgerald	f i t ʃ z ʒ e ɾ ɐw d ʒ
fiuza	f iw z ɐ
fivb	f i v b
five	f i v i
fivela	f i v ɛ l ɐ
fivelas	f i v e l ɐ s
fix	f i k s
fixa	f i k s ɐ
fixada	f i k s ɐ d ɐ
fixadas	f i k s ɐ d ɐ s
fixado	f i k s ɐ d u
fixador	f i k s ɐ d o ɹ
fixados	f i k s ɐ d u s
fixam	f i k s ɐ̃w̃
fixamente	f i k s ɐ m ẽ t ʃ i
fixando	f i k s ɐ̃ d u
fixar	f i k s ɐ ɹ
fixaram	f i k s ɐ ɾ ɐ̃w̃
fixarem	f i k s ɐ ɾ ẽj̃
fixaria	f i k s ɐ ɾ i ɐ
fixará	f i k s ɐ ɾ ɐ
fixas	f i k s ɐ s
fixasse	f i k s ɐ s i
fixava	f i k s ɐ v ɐ
fixação	f i k s ɐ s ɐ̃w̃
fixações	f i k s ɐ s õj̃ s
fixe	f i k s i
fixei	f i k s ej
fixo	f i k s u
fixos	f i k s u s
fixou	f i k s ow
fixá	f i k s ɐ
fiz	f i j s
fizemos	f i z ẽ m u s
fizer	f i z e ɹ
fizera	f i z e ɾ ɐ
fizeram	f i z e ɾ ɐ̃w̃
fizerem	f i z e ɾ ẽj̃
fizermos	f i z e ʁ m u s
fizesse	f i z e s i
fizessem	f i z e s ẽj̃
fizéssemos	f i z ɛ s e m u s
fiéis	f i ɛj s
fiúza	f i u z ɐ
fjortoft	f ʒ o ɹ t o f t ʃ
fl	f w
fla	f l ɐ
flach	f l ɐ ʃ
flacidez	f l ɐ s i d ej s
flack	f l ɐ k k
flag	f l ɐ ɡ
flagelado	f l ɐ ʒ e l ɐ d u
flagelados	f l ɐ ʒ e l ɐ d u s
flagelação	f l ɐ ʒ e l ɐ s ɐ̃w̃
flagelo	f l ɐ ʒ ɛ l u
flagg	f l ɐ ɡ ɡ
flagra	f l ɐ ɡ ɾ ɐ
flagrada	f l ɐ ɡ ɾ ɐ d ɐ
flagrado	f l ɐ ɡ ɾ ɐ d u
flagrados	f l ɐ ɡ ɾ ɐ d u s
flagrante	f l ɐ ɡ ɾ ɐ̃ t ʃ i
flagrantemente	f l ɐ ɡ ɾ ɐ̃ t e m ẽ t ʃ i
flagrantes	f l ɐ ɡ ɾ ɐ̃ t ʃ i s
flagrar	f l ɐ ɡ ɾ ɐ ɹ
flagrei	f l ɐ ɡ ɾ ej
flagrou	f l ɐ ɡ ɾ ow
flaias	f l ɐj ɐ s
flakes	f l ɐ k i s
flama	f l ɐ̃ m ɐ
flamel	f l ɐ m ɛw
flamenca	f l ɐ m ẽ k ɐ
flamenco	f l ɐ m ẽ k u
flamenga	f l ɐ m ẽ ɡ ɐ
flamengo	f l ɐ m ẽ ɡ u
flamenguista	f l ɐ m ẽ ɡ j s t ɐ
flamenguistas	f l ɐ m ẽ ɡ j s t ɐ s
flamingo	f l ɐ m ĩ ɡ u
flamingos	f l ɐ m ĩ ɡ u s
flanar	f l ɐ n ɐ ɹ
flanco	f l ɐ̃ k u
flancos	f l ɐ̃ k u s
flanela	f l ɐ n ɛ l ɐ
flannery	f l ɐ̃ n e ɹ i
flaquer	f l ɐ k e ɹ
flash	f l ɐ ʃ
flashback	f l ɐ ʃ b ɐ k k
flashbacks	f l ɐ ʃ b ɐ k k s
flashes	f l ɐ ʃ i s
flat	f l ɐ t ʃ
flatiron	f l ɐ t ʃ i ɾ õ
flats	f l ɐ t ʃ s
flatz	f l ɐ t ʃ s
flaubert	f l ɐw b e ɹ t ʃ
flauta	f l ɐw t ɐ
flautas	f l ɐw t ɐ s
flautista	f l ɐw t ʃ i s t ɐ
flavia	f l ɐ v i ɐ
flaviano	f l ɐ v i ɐ̃ n u
flavinho	f l ɐ v ĩ ɲ u
flavio	f l ɐ v i u
flecha	f l e ʃ ɐ
flechada	f l e ʃ ɐ d ɐ
flechas	f l e ʃ ɐ s
fleet	f l e e t ʃ
fleischmann	f l ej s ʃ m ɐ̃ n
fleiss	f l ej s
flem	f l ẽj̃
fleming	f l ẽ m ĩ ɡ
flerta	f l e ɹ t ɐ
flertar	f l e ɹ t ɐ ɹ
flerte	f l e ɹ t ʃ i
flertes	f l e ɹ t ʃ i s
fletcher	f l e t ʃ ʃ e ɹ
fleuma	f l e ũ m ɐ
fleur	f l ew ɹ
fleury	f l ew ɹ i
fleuryzistas	f l ew ɹ i z i s t ɐ s
flexa	f l e k s ɐ
flexibilidade	f l e k s i b i l i d ɐ d ʒ i
flexibiliza	f l e k s i b i l i z ɐ
flexibilizado	f l e k s i b i l i z ɐ d u
flexibilizar	f l e k s i b i l i z ɐ ɹ
flexibilização	f l e k s i b i l i z ɐ s ɐ̃w̃
flexão	f l e k s ɐ̃w̃
flexíveis	f l e k s i v ej s
flexível	f l e k s i v ew
flexões	f l e k s õj̃ s
flicts	f l i k t ʃ s
flight	f l i ɡ t ʃ
flinders	f l ĩ d e ɹ s
flinstones	f l ĩ s t õ n i s
flintstone	f l ĩ t ʃ s t õ n i
flintstones	f l ĩ t ʃ s t õ n i s
fliperama	f l i p e ɾ ɐ̃ m ɐ
fliperamas	f l i p e ɾ ɐ̃ m ɐ s
flipper	f l i p p e ɹ
flo	f l u
float	f l o ɐ t ʃ
floating	f l o ɐ t ʃ ĩ ɡ
floco	f l o k u
flocos	f l o k u s
floor	f l o o ɹ
flop	f l o p
flor	f l o ɹ
flora	f l o ɾ ɐ
florada	f l o ɾ ɐ d ɐ
florais	f l o ɾ ɐj s
floral	f l o ɾ ɐw
floração	f l o ɾ ɐ s ɐ̃w̃
floreado	f l o ɾ e ɐ d u
florear	f l o ɾ e ɐ ɹ
floreiras	f l o ɾ ej ɾ ɐ s
florence	f l o ɾ ẽ s i
florentina	f l o ɾ ẽ t ʃ ĩ n ɐ
florentino	f l o ɾ ẽ t ʃ ĩ n u
florença	f l o ɾ ẽ s ɐ
flores	f l o ɾ i s
floresce	f l o ɾ e s i
florescente	f l o ɾ e s ẽ t ʃ i
florescer	f l o ɾ e s e ɹ
floresceram	f l o ɾ e s e ɾ ɐ̃w̃
floresceu	f l o ɾ e s ew
florescimento	f l o ɾ e s ĩ m ẽ t u
floresta	f l o ɾ e s t ɐ
florestais	f l o ɾ e s t ɐj s
florestal	f l o ɾ e s t ɐw
florestan	f l o ɾ e s t ɐ̃
florestas	f l o ɾ e s t ɐ s
florian	f l o ɾ i ɐ̃
floriano	f l o ɾ i ɐ̃ n u
florianópolis	f l o ɾ i ɐ n ɔ p o l i s
floricultor	f l o ɾ i k u w t o ɹ
floricultura	f l o ɾ i k u w t u ɾ ɐ
floriculturas	f l o ɾ i k u w t u ɾ ɐ s
florida	f l o ɾ i d ɐ
floridas	f l o ɾ i d ɐ s
florido	f l o ɾ i d u
floridos	f l o ɾ i d u s
florin	f l o ɾ ĩ
florindo	f l o ɾ ĩ d u
florins	f l o ɾ ĩ s
florio	f l o ɾ i u
floripes	f l o ɾ i p i s
florir	f l o ɾ i ɹ
florissants	f l o ɾ i s ɐ̃ t ʃ s
florêncio	f l o ɾ ẽ s i u
flot	f l o t ʃ
flow	f l ow
flower	f l ow e ɹ
flowers	f l ow e ɹ s
floyd	f l o i d ʒ
fltes	f w t ʃ i s
flu	f l u
fluente	f l u ẽ t ʃ i
fluentemente	f l u ẽ t e m ẽ t ʃ i
flugels	f l u ʒ ew s
flui	f l uj
fluida	f l uj d ɐ
fluidez	f l uj d ej s
fluido	f l uj d u
fluidos	f l uj d u s
fluir	f l uj ɹ
fluminense	f l ũ m ĩ n ẽ s i
fluminenses	f l ũ m ĩ n ẽ s i s
fluorescente	f l u o ɾ e s ẽ t ʃ i
fluorescentes	f l u o ɾ e s ẽ t ʃ i s
fluorescência	f l u o ɾ e s s ẽ s i ɐ
flushing	f l u ʃ ĩ ɡ
flutua	f l u t u ɐ
flutuam	f l u t u ɐ̃w̃
flutuando	f l u t u ɐ̃ d u
flutuante	f l u t u ɐ̃ t ʃ i
flutuantes	f l u t u ɐ̃ t ʃ i s
flutuar	f l u t u ɐ ɹ
flutuava	f l u t u ɐ v ɐ
flutuação	f l u t u ɐ s ɐ̃w̃
flutuações	f l u t u ɐ s õj̃ s
fluviais	f l u v i ɐj s
fluvial	f l u v i ɐw
fluxo	f l u k s u
fluxograma	f l u k s o ɡ ɾ ɐ̃ m ɐ
fluxos	f l u k s u s
fluência	f l u ẽ s i ɐ
fly	f w i
flying	f w j ĩ ɡ
flynn	f w i n n
flyte	f w i t ʃ i
flácido	f l ɐ s i d u
fláquer	f l ɐ k e ɹ
flávia	f l ɐ v i ɐ
flávio	f l ɐ v i u
flâmula	f l ɐ̃ m u l ɐ
flórida	f l ɔ ɾ i d ɐ
flúor	f l u o ɹ
flûtes	f w
fm	f m
fme	f m i
fmi	f m i
fmln	f m w n
fms	f m s
fmu	f m u
fn	f n
fns	f n s
fo	f u
fob	f o b
fobia	f o b i ɐ
fobias	f o b i ɐ s
foca	f o k ɐ
focaliza	f o k ɐ l i z ɐ
focalizada	f o k ɐ l i z ɐ d ɐ
focalizam	f o k ɐ l i z ɐ̃w̃
focalizando	f o k ɐ l i z ɐ̃ d u
focalizar	f o k ɐ l i z ɐ ɹ
focar	f o k ɐ ɹ
focas	f o k ɐ s
foch	f o ʃ
focinho	f o s ĩ ɲ u
foco	f o k u
focos	f o k u s
focus	f o k uj s
focássia	f o k ɐ s i ɐ
foda	f o d ɐ
foder	f o d e ɹ
fodido	f o d ʒ i d u
foe	f o i
fofa	f o f ɐ
fofas	f o f ɐ s
fofo	f o f u
fofoca	f o f o k ɐ
fofocar	f o f o k ɐ ɹ
fofocas	f o f o k ɐ s
fofoqueira	f o f o k ej ɾ ɐ
fofoqueiro	f o f o k ej ɾ u
fofos	f o f u s
fofura	f o f u ɾ ɐ
fofão	f o f ɐ̃w̃
fog	f o ɡ
fogaça	f o ɡ ɐ s ɐ
foge	f o ʒ i
fogem	f o ʒ ẽj̃
foggia	f o ɡ ʒ i ɐ
fogo	f o ɡ u
fogos	f o ɡ u s
fogoso	f o ɡ o z u
fogueira	f o ɡ ej ɾ ɐ
fogueiras	f o ɡ ej ɾ ɐ s
foguete	f o ɡ e t ʃ i
fogueteiro	f o ɡ e t ej ɾ u
foguetes	f o ɡ e t ʃ i s
foguetório	f o ɡ e t ɔ ɾ i u
fogão	f o ɡ ɐ̃w̃
fogões	f o ɡ õj̃ s
foi	f oj
foice	f oj s i
foices	f oj s i s
foie	f o i
fokker	f o k k e ɹ
folclore	f ɔ w k l o ɾ i
folclórica	f ow k l ɔ ɾ i k ɐ
folclóricas	f ow k l ɔ ɾ i k ɐ s
folclórico	f ow k l ɔ ɾ i k u
folclóricos	f ow k l ɔ ɾ i k u s
foley	f o l e i
folga	f ɔ w ɡ ɐ
folgada	f ow ɡ ɐ d ɐ
folgadas	f ow ɡ ɐ d ɐ s
folgado	f ow ɡ ɐ d u
folgar	f ow ɡ ɐ ɹ
folgas	f ɔ w ɡ ɐ s
folguedos	f ow ɡ e d u s
folha	f o ʎ ɐ
folhado	f o ʎ ɐ d u
folhagem	f o ʎ ɐ ʒ ẽj̃
folhagens	f o ʎ ɐ ʒ ẽ s
folhas	f o ʎ ɐ s
folhateen	f o ʎ ɐ t e ẽ
folheado	f o ʎ e ɐ d u
folheando	f o ʎ e ɐ̃ d u
folhear	f o ʎ e ɐ ɹ
folhetim	f o ʎ e t ʃ ĩ
folhetins	f o ʎ e t ʃ ĩ s
folheto	f o ʎ e t u
folhetos	f o ʎ e t u s
folhinha	f o ʎ ĩ ɲ ɐ
folhão	f o ʎ ɐ̃w̃
folia	f o l i ɐ
folias	f o l i ɐ s
folião	f o l i ɐ̃w̃
foliões	f o l i õj̃ s
folk	f ow k
folke	f ɔ w k i
follett	f ow l e t ʃ t ʃ
fome	f õ m i
fomenta	f o m ẽ t ɐ
fomentar	f o m ẽ t ɐ ɹ
fomento	f o m ẽ t u
fomes	f õ m i s
fomin	f o m ĩ
fominha	f o m ĩ ɲ ɐ
fomm	f õ m
fomos	f õ m u s
fond	f õ d ʒ
fonda	f õ d ɐ
fondue	f õ d u i
fondues	f õ d u i s
fone	f õ n i
fones	f õ n i s
fonoaudiologia	f o n o ɐw d ʒ i o l o ʒ i ɐ
fonoaudióloga	f o n o ɐw d ʒ i ɔ l o ɡ ɐ
fonoaudiólogos	f o n o ɐw d ʒ i ɔ l o ɡ u s
fonogramas	f o n o ɡ ɾ ɐ̃ m ɐ s
fonográfica	f o n o ɡ ɾ ɐ f i k ɐ
fonográfico	f o n o ɡ ɾ ɐ f i k u
fonseca	f õ s e k ɐ
fontaine	f õ t ɐ ĩ n i
fontainebleau	f õ t ɐ ĩ n e b l e ɐw
fontana	f õ t ɐ̃ n ɐ
fonte	f õ t ʃ i
fontenele	f õ t e n e l i
fontenelle	f õ t e n ɛw l i
fontes	f õ t ʃ i s
fontoura	f õ t ow ɾ ɐ
fonética	f o n ɛ t ʃ i k ɐ
foo	f o u
food	f o o d ʒ
foodie	f o o d ʒ i
foodies	f o o d ʒ i i s
foods	f o o d ʒ s
foolish	f o o l i ʃ
fools	f o ow s
foot	f o o t ʃ
football	f o o t ʃ b ɐw w
foote	f o o t ʃ i
footing	f o o t ʃ ĩ ɡ
footwork	f o o t ʃ w o ɹ k
for	f o ɹ
fora	f o ɾ ɐ
foragida	f o ɾ ɐ ʒ i d ɐ
foragido	f o ɾ ɐ ʒ i d u
foragidos	f o ɾ ɐ ʒ i d u s
foram	f o ɾ ɐ̃w̃
foras	f o ɾ ɐ s
forasteiro	f o ɾ ɐ s t ej ɾ u
forasteiros	f o ɾ ɐ s t ej ɾ u s
forastieri	f o ɾ ɐ s t ʃ i e ɾ i
forbes	f o ʁ b i s
forca	f o ɹ k ɐ
force	f o ɹ s i
ford	f o ʁ d ʒ
foreign	f o ɾ ej ɡ n
forem	f o ɾ ẽj̃
foreman	f o ɾ e m ɐ̃
forense	f o ɾ ẽ s i
forest	f o ɾ e s t ʃ
forestier	f o ɾ e s t ʃ i e ɹ
forever	f o ɾ e v e ɹ
forfait	f o ɹ f ɐj t ʃ
forget	f o ʁ ʒ e t ʃ
forja	f o ʁ ʒ ɐ
forjada	f o ʁ ʒ ɐ d ɐ
forjadas	f o ʁ ʒ ɐ d ɐ s
forjado	f o ʁ ʒ ɐ d u
forjados	f o ʁ ʒ ɐ d u s
forjar	f o ʁ ʒ ɐ ɹ
forjaria	f o ʁ ʒ ɐ ɾ i ɐ
forjou	f o ʁ ʒ ow
forma	f o ʁ m ɐ
formada	f o ʁ m ɐ d ɐ
formadas	f o ʁ m ɐ d ɐ s
formado	f o ʁ m ɐ d u
formador	f o ʁ m ɐ d o ɹ
formadora	f o ʁ m ɐ d o ɾ ɐ
formadores	f o ʁ m ɐ d o ɾ i s
formados	f o ʁ m ɐ d u s
formais	f o ʁ m ɐj s
formal	f o ʁ m ɐw
formalidade	f o ʁ m ɐ l i d ɐ d ʒ i
formalidades	f o ʁ m ɐ l i d ɐ d ʒ i s
formalismo	f o ʁ m ɐ l i z m u
formalista	f o ʁ m ɐ l i s t ɐ
formalistas	f o ʁ m ɐ l i s t ɐ s
formaliza	f o ʁ m ɐ l i z ɐ
formalizada	f o ʁ m ɐ l i z ɐ d ɐ
formalizadas	f o ʁ m ɐ l i z ɐ d ɐ s
formalizado	f o ʁ m ɐ l i z ɐ d u
formalizando	f o ʁ m ɐ l i z ɐ̃ d u
formalizar	f o ʁ m ɐ l i z ɐ ɹ
formalizaram	f o ʁ m ɐ l i z ɐ ɾ ɐ̃w̃
formalização	f o ʁ m ɐ l i z ɐ s ɐ̃w̃
formalize	f o ʁ m ɐ l i z i
formalizou	f o ʁ m ɐ l i z ow
formalmente	f o ʁ m ɐw m ẽ t ʃ i
formam	f o ʁ m ɐ̃w̃
formamos	f o ʁ m ɐ̃ m u s
formando	f o ʁ m ɐ̃ d u
formandos	f o ʁ m ɐ̃ d u s
formar	f o ʁ m ɐ ɹ
formaram	f o ʁ m ɐ ɾ ɐ̃w̃
formarem	f o ʁ m ɐ ɾ ẽj̃
formaria	f o ʁ m ɐ ɾ i ɐ
formariam	f o ʁ m ɐ ɾ i ɐ̃w̃
formará	f o ʁ m ɐ ɾ ɐ
formarão	f o ʁ m ɐ ɾ ɐ̃w̃
formas	f o ʁ m ɐ s
formasse	f o ʁ m ɐ s i
formatar	f o ʁ m ɐ t ɐ ɹ
formatação	f o ʁ m ɐ t ɐ s ɐ̃w̃
formato	f o ʁ m ɐ t u
formatos	f o ʁ m ɐ t u s
formatura	f o ʁ m ɐ t u ɾ ɐ
formava	f o ʁ m ɐ v ɐ
formavam	f o ʁ m ɐ v ɐ̃w̃
formação	f o ʁ m ɐ s ɐ̃w̃
formações	f o ʁ m ɐ s õj̃ s
forme	f o ʁ m i
formei	f o ʁ m ej
formem	f o ʁ m ẽj̃
formidáveis	f o ʁ m i d ɐ v ej s
formidável	f o ʁ m i d ɐ v ew
formiga	f o ʁ m i ɡ ɐ
formigamento	f o ʁ m i ɡ ɐ m ẽ t u
formigar	f o ʁ m i ɡ ɐ ɹ
formigas	f o ʁ m i ɡ ɐ s
formigueiro	f o ʁ m i ɡ ej ɾ u
formiguinha	f o ʁ m i ɡ ĩ ɲ ɐ
formol	f o ʁ m ɔ w
formos	f o ʁ m u s
formosa	f o ʁ m ɔ z ɐ
formoso	f o ʁ m o z u
formosura	f o ʁ m o z u ɾ ɐ
formou	f o ʁ m ow
