de	d e
dinàstics	d i n a s t i k s
documentalistes	d o k u m e n t a l i s t e s
domani	d o m a n i
dte	d t e
dufay	d u f a j
década	d e k a d a
dòna	d ɔ n a
ecosistèmics	e k o s i s t ɛ m i k s
eid	e i d
elisava	e l i s a v a
emporda	e m p o ɾ d a
emportem	e m p o ɾ t e m
encanto	e n k a n t o
enclavada	e n k l a v a d a
epistemologia	e p i s t e m o l o d͡ʒ i a
escriba	e s k ɾ i b a
esos	e s o s
estiguessis	e s t i ɡ e s s i s
etiquetada	e t i k e t a d a
falcón	f a l k o n
fani	f a n i
fiba	f i b a
fortuïta	f o ɾ t u i t a
franks	f ɾ ã k s
frustra	f ɾ u s t ɾ a
gadolini	ɡ a d o l i n i
gaudin	ɡ a u d i n
geranis	d͡ʒ e ɾ a n i s
gero	d͡ʒ ɛ ɾ o
girà	d͡ʒ i ɾ a
goa	ɡ o a
grum	ɡ ɾ u m
guanye	ɡ w a n j e
guarnida	ɡ w a ɾ n i d a
guixers	ɡ i ʃ e ɾ s
hipotètiques	i p o t ɛ t i k e s
hiro	i ɾ o
ign	i ɲ
illegal	i l l e ɡ a l
imanol	i m a n ɔ l
inajornable	i n a ʒ o ɾ n a b l e
incrustada	i n k ɾ u s t a d a
lad	l a d
legitimen	l e d͡ʒ i t i m e n
libia	l i b j a
loc	l o k
lès	l ɛ s
malgaixos	m a l ɡ a j ʃ o s
malià	m a l j a
mancomunitats	m a n k o m u n i t a t s
marañón	m a ɾ a ɲ o n
marimurtra	m a ɾ i m u ɾ t ɾ a
mcdonalds	m ə k d o n a l d s
mediapro	m e d j a p ɾ o
metodològiques	m e t o d o l ɔ d͡ʒ i k e s
migra	m i ɡ ɾ a
mile	m i l e
milito	m i l i t o
napoleònic	n a p o l e ɔ n i k
narcos	n a ɾ k o s
nepalesos	n e p a l e s o s
nevis	n e v i s
nicolàs	n i k o l a s
od	o d
ohl	o l
olorda	o l o ɾ d a
olwer	o l w e ɾ
oma	o m a
opressiu	o p ɾ e s s j u
pedrito	p e d ɾ i t o
pegada	p e ɡ a d a
penalitats	p e n a l i t a t s
peronella	p e ɾ o n ɛ l l a
pilotava	p i l o t a v a
plandolit	p l a n d o l i t
pluvial	p l u v j a l
polio	p o l j o
predictibles	p ɾ e d i k t i b l e s
prevenint	p ɾ e v e n i n
quino	k i n o
reactivitat	r e a k t i v i t a t
reconega	r e k o n e ɡ a
remors	r e m o ɾ s
renee	r e n e e
respiri	r e s p i ɾ i
rigoletto	r i ɡ o l e t t o
rudimentari	r u d i m e n t a ɾ i
salesià	s a l e s j a
semifinalista	s e m i f i n a l i s t a
separarà	s e p a ɾ a ɾ a
serens	s e ɾ ɛ n s
simbolista	s i m b o l i s t a
spartan	s p a ɾ t a n
sustentada	s u s t e n t a d a
suïsses	s u i s s e s
tahiti	t a i t i
tediós	t e d j ɔ s
teodosi	t e o d o s i
tikrit	t i k ɾ i t
timmy	t i m m i
tojo	t o ʒ o
tonic	t ɔ n i k
trastàmara	t ɾ a s t a m a ɾ a
trepitgem	t ɾ e p i d d͡ʒ e m
trombosi	t ɾ o m b o s i
turmeda	t u ɾ m e d a
urals	u ɾ a l s
vestíbuls	v e s t i b u l s
viale	v j a l e
voltros	v o l t ɾ o s
wendel	w ɛ n d ɛ l
xativí	ʃ a t i v i
xauxa	ʃ a u ʃ a
xisca	ʃ i s k a
yaya	j a j a
yumi	j u m i
abundosa	a b u n d o s a
acata	a k a t a
acordades	a k o ɾ d a d e s
acostà	a k o s t a
adele	a d e l e
adornada	a d o ɾ n a d a
adorno	a d o ɾ n o
aedes	a e d e s
afincat	a f i n k a t
afirmi	a f i ɾ m i
agora	a ɡ o ɾ a
agroecològics	a ɡ ɾ o e k o l ɔ d͡ʒ i k s
albors	a l b o ɾ s
alterns	a l t ɛ ɾ n s
amagatotis	a m a ɡ a t o t i s
amerindis	a m e ɾ i n d i s
antipsicòtics	a n t i p s i k ɔ t i k s
anuncio	a n u n t͡ʃ o
arabí	a ɾ a b i
asp	a s p
atípics	a t i p i k s
avena	a v e n a
balduí	b a l d u i
bcomú	b k o m u
begui	b e ɡ i
biada	b j a d a
bibi	b i b i
bocas	b o k a s
bocata	b o k a t a
boliviana	b o l i v j a n a
burca	b u ɾ k a
bàner	b a n e ɾ
caballo	k a b a l l o
calòric	k a l ɔ ɾ i k
caminos	k a m i n o s
captades	k a p t a d e s
carboneres	k a ɾ b o n e ɾ e s
catana	k a t a n a
cla	k l a
claustrofòbia	k l a w s t ɾ o f ɔ b j a
comunicaven	k o m u n i k a v ɛ n
contessa	k o n t e s s a
continuadors	k o n t i n w a d o ɾ s
contraespionatge	k o n t ɾ a e s p j o n a t d͡ʒ e
contribuïa	k o n t ɾ i b u i a
creuaren	k ɾ e w a ɾ ɛ n
creueristes	k ɾ e w e ɾ i s t e s
cuadrado	k w a d ɾ a d o
cándido	k a n d i d o
delictiva	d e l i k t i v a
delictives	d e l i k t i v e s
demagògic	d e m a ɡ ɔ d͡ʒ i k
denes	d e n e s
deo	d e o
derivi	d e ɾ i v i
desaprendre	d e s a p ɾ e n d ɾ e
desarticulada	d e s a ɾ t i k u l a d a
descartades	d e s k a ɾ t a d e s
descobriria	d e s k o b ɾ i ɾ j a
descosits	d e s k o s i t s
deshidratada	d e ʃ i d ɾ a t a d a
destruí	d e s t ɾ u i
dietètics	d i e t ɛ t i k s
dine	d i n e
dinámica	d i n a m i k a
divulgatius	d i v u l ɡ a t j u s
diürètic	d i y ɾ ɛ t i k
durable	d u ɾ a b l e
dòria	d ɔ ɾ j a
dúo	d u o
echegaray	e ʃ e ɡ a ɾ a j
eis	e i s
empendre	e m p ɛ n d ɾ e
enquadrats	ɛ̃ k w a d ɾ a t s
entrenarà	e n t ɾ e n a ɾ a
equilibrades	e k i l i b ɾ a d e s
escalonada	e s k a l o n a d a
esclati	e s k l a t i
esdevindre	e z d e v i n d ɾ e
espelta	e s p e l t a
esperantistes	e s p e ɾ a n t i s t e s
estiba	e s t i b a
etimològica	e t i m o l ɔ d͡ʒ i k a
facultativa	f a k u l t a t i v a
fahd	f a d
falgars	f a l ɡ a ɾ s
farms	f a ɾ m s
favorite	f a v o ɾ i t e
filipina	f i l i p i n a
filtrada	f i l t ɾ a d a
fiqui	f i k i
fixà	f i ʃ a
fumo	f u m o
garlanda	ɡ a ɾ l a n d a
generalitats	d͡ʒ e n e ɾ a l i t a t s
graphics	ɡ ɾ a f i k s
gravarà	ɡ ɾ a v a ɾ a
gregoriana	ɡ ɾ e ɡ o ɾ j a n a
guita	ɡ i t a
heparina	e p a ɾ i n a
hobbes	o b b e s
hostatge	o s t a t d͡ʒ e
ibis	i b i s
iconogràfica	i k o n o ɡ ɾ a f i k a
imitat	i m i t a t
immadura	i m m a d u ɾ a
impacto	i m p a k t o
impartides	i m p a ɾ t i d e s
imperatius	i m p e ɾ a t j u s
importantes	i m p o ɾ t a n t e s
impostors	i m p o s t o ɾ s
induïts	i n d u i t s
infatigable	i n f a t i ɡ a b l e
interacciona	i n t e ɾ a t t͡ʃ o n a
intrínsecs	i n t ɾ i n s e k s
irlandeses	i ɾ l a n d e s e s
istituto	i s t i t u t o
italian	i t a l j a n
jugular	ʒ u ɡ u l a ɾ
ketamina	k e t a m i n a
khimki	k i m k i
kimmel	k i m m e l
lamy	l a m i
laureà	l a w ɾ e a
lecxit	l e k ʃ i t
leyes	l e j e s
limusina	l i m u s i n a
mach	m a ʃ
machinery	m a ʃ i n e ɾ i
magranes	m a ɡ ɾ a n e s
mako	m a k o
maltracten	m a l t ɾ a k t ɛ n
malú	m a l u
manifestada	m a n i f e s t a d a
manyà	m a n j a
marenda	m a ɾ ɛ n d a
metilè	m e t i l ɛ
monàstiques	m o n a s t i k e s
muscat	m u s k a t
nach	n a ʃ
nedadores	n e d a d o ɾ e s
nomeni	n o m e n i
nura	n u ɾ a
olímpico	o l i m p i k o
operin	o p e ɾ i n
optà	o p t a
orgánica	o ɾ ɡ a n i k a
ornitòlegs	o ɾ n i t ɔ l e ɡ s
otis	o t i s
ox	o k s
padrino	p a d ɾ i n o
paes	p a e s
pall	p a l
panderetes	p a n d e ɾ e t e s
pasión	p a s j ɔ n
pederastes	p e d e ɾ a s t e s
perfora	p e ɾ f o ɾ a
pertanys	p e ɾ t a n i s
perviu	p e ɾ v j u
pinewood	p i n e w u d
pogues	p o ɡ e s
pradas	p ɾ a d a s
pregoners	p ɾ e ɡ o n e ɾ s
productos	p ɾ o d u k t o s
profesora	p ɾ o f e s o ɾ a
prohibí	p ɾ o i b i
prácticas	p ɾ a k t i k a s
puntuat	p u n t u a t
pèrgam	p ɛ ɾ ɡ a m
rakka	ɾ a k k a
refinades	r e f i n a d e s
renascut	r e n a s k u t
romagosa	r o m a ɡ o s a
romer	r o m e ɾ
salamina	s a l a m i n a
samalús	s a m a l u s
scale	s k a l e
secuita	s e k w i t a
sedentari	s e d e n t a ɾ i
semestral	s e m e s t ɾ a l
semiconductors	s e m i k o n d u k t o ɾ s
separà	s e p a ɾ a
servituds	s e ɾ v i t u d s
shogunat	ʃ o ɡ u n a t
sobtades	s o b t a d e s
strange	s t ɾ a n d͡ʒ e
subsidiari	s u b s i d j a ɾ i
subsidiarietat	s u b s i d j a ɾ j e t a t
suecia	s w e θ j a
supervisats	s u p e ɾ v i s a t s
superà	s u p e ɾ a
suàrez	s w a ɾ e s
sybil	s i b i l
tars	t a ɾ s
tennistes	t e n n i s t e s
tiretes	t i ɾ e t e s
tokat	t o k a t
tol	t o l
toral	t o ɾ a l
toscanes	t o s k a n e s
tramiti	t ɾ a m i t i
travessi	t ɾ a v e s s i
trentino	t ɾ e n t i n o
troposfera	t ɾ o p o s f e ɾ a
troços	t ɾ o s o s
tubulars	t u b u l a ɾ s
tudor	t u d o ɾ
título	t i t u l o
tòniques	t ɔ n i k e s
until	u n t i l
ventral	v e n t ɾ a l
verme	v e ɾ m e
vils	v i l s
violinistes	v i o l i n i s t e s
votaren	v o t a ɾ ɛ n
xocolates	ʃ o k o l a t e s
yi	j i
yosemite	j o s e m i t e
área	a ɾ e a
íntegres	i n t e ɡ ɾ e s
abracadabra	a b ɾ a k a d a b ɾ a
accedí	a t t͡ʃ e d i
acceleri	a t t͡ʃ e l e ɾ i
adaptava	a d a p t a v a
alb	a l b
albades	a l b a d e s
albal	a l b a l
alfàbrega	a l f a b ɾ e ɡ a
alimentaven	a l i m e n t a v e n
alternes	a l t e ɾ n e s
apostava	a p o s t a v a
arbustiva	a ɾ b u s t i v a
aristòfanes	a ɾ i s t ɔ f a n e s
arquebisbes	a ɾ k e b i z b e s
astra	a s t ɾ a
ati	a t i
avio	a v j o
aço	a s o
badosa	b a d o s a
barbaro	b a ɾ b a ɾ o
belianes	b e l j a n e s
bioquímics	b i o k i m i k s
bisexualitat	b i s e k s u a l i t a t
bombona	b o m b o n a
brigadista	b ɾ i ɡ a d i s t a
bruscos	b ɾ u s k o s
cajun	k a ʒ u n
cambia	k a m b j a
camfic	k a m f i k
camini	k a m i n i
canins	k a n i n s
castellonenca	k a s t e l l o n e n k a
catelyn	k a t e l i n
chapa	ʃ a p a
cheap	ʃ i p
clade	k l a d e
colen	k o l ɛ n
comenius	k o m e n j u s
compares	k o m p a ɾ e s
constituïx	k o n s t i t u i ʃ
contalles	k o n t a l l e s
coreogràfica	k o ɾ e o ɡ ɾ a f i k a
cosacs	k o s a k s
cose	k o s e
creuà	k ɾ e w a
còrrec	k ɔ r r e k
decideixis	d e θ i d e i ʃ i s
dedins	d e d i n s
degui	d e ɡ i
descartable	d e s k a ɾ t a b l e
destruís	d e s t ɾ u i s
disposà	d i s p o s a
dla	d l a
donan	d o n a n
dooku	d u k u
empresas	e m p ɾ e s a s
emu	e m u
entregades	e n t ɾ e ɡ a d e s
erudita	e ɾ u d i t a
escaneja	e s k a n e ʒ a
escuelas	e s k w e l a s
espirall	e s p i ɾ a l
esplèndides	e s p l ɛ n d i d e s
eufrates	e w f ɾ a t e s
evasives	e v a s i v e s
fariem	f a ɾ j ɛ m
feature	f e a t u ɾ e
festassa	f e s t a s s a
figuratives	f i ɡ u ɾ a t i v e s
fio	f j o
firareus	f i ɾ a ɾ e u s
flavi	f l a v i
fondalada	f o n d a l a d a
fonètiques	f o n ɛ t i k e s
forals	f o ɾ a l s
forgas	f o ɾ ɡ a s
fractals	f ɾ a k t a l s
freginals	f ɾ e d͡ʒ i n a l s
frigg	f ɾ i ɡ
frisos	f ɾ i s o s
gasoductes	ɡ a s o d u k t e s
gavet	ɡ a v e t
giraven	d͡ʒ i ɾ a v ɛ n
gl	ɡ l
golpes	ɡ o l p e s
gopro	ɡ o p ɾ o
grafica	ɡ ɾ a f i k a
habrá	a b ɾ a
hervás	e ɾ v a s
hesíode	e s i o d e
identificaven	i d e n t i f i k a v e n
informaven	i n f o ɾ m a v ɛ n
inspirarà	i n s p i ɾ a ɾ a
intentàvem	i n t e n t a v e m
interpretatius	i n t e ɾ p ɾ e t a t j u s
involuntaris	i n v o l u n t a ɾ i s
ivana	i v a n a
jordans	ʒ o ɾ d a n s
keynote	k e j n o t e
krafft	k ɾ a f t
kraken	k ɾ a k ɛ n
ladislau	l a d i s l a w
laterà	l a t e ɾ a
lavrov	l a v ɾ ɔ v
lhasa	l a s a
lute	l u t e
luxor	l u ʃ o ɾ
macdonald	m a k d o n a l d
madridistes	m a d ɾ i d i s t e s
malèvol	m a l ɛ v o l
manifesto	m a n i f e s t o
mareny	m a ɾ ɛ n i
margues	m a ɾ ɡ e s
marida	m a ɾ i d a
martirià	m a ɾ t i ɾ j a
marxàvem	m a ɾ ʃ a v e m
matara	m a t a ɾ a
meam	m e a m
megapíxels	m e ɡ a p i ʃ e l s
minimalistes	m i n i m a l i s t e s
mitj	m i t ʒ
moleta	m o l e t a
motu	m o t u
murla	m u ɾ l a
nati	n a t i
nobita	n o b i t a
nosotras	n o s o t ɾ a s
oclusió	o k l u s j ɔ
odèn	o d ɛ n
ogival	o d͡ʒ i v a l
olimpiades	o l i m p j a d e s
ordenarà	o ɾ d e n a ɾ a
ordesa	o ɾ d e s a
orsay	o ɾ s a j
oyu	o j u
panera	p a n e ɾ a
pedicura	p e d i k u ɾ a
pedregosos	p e d ɾ e ɡ o s o s
peters	p e t e ɾ s
pichi	p i ʃ i
pigall	p i ɡ a l
pija	p i ʒ a
pirandello	p i ɾ a n d ɛ l l o
piruleta	p i ɾ u l e t a
praderia	p ɾ a d e ɾ j a
preguntàvem	p ɾ e ɡ u n t a v e m
prestadors	p ɾ e s t a d o ɾ s
prevalia	p ɾ e v a l j a
projecti	p ɾ o ʒ e k t i
proudhon	p ɾ u d ɔ̃
psoriasi	p s o ɾ j a s i
pull	p u l
pòdiums	p ɔ d j u m s
quedada	k e d a d a
recopilats	r e k o p i l a t s
reposada	r e p o s a d a
responsabilidad	r e s p o n s a b i l i d a d
retiraran	r e t i ɾ a ɾ a n
rialto	r i a l t o
safaris	s a f a ɾ i s
sator	s a t o ɾ
scopus	s k o p u s
seglars	s e ɡ l a ɾ s
septimània	s e p t i m a n j a
serafín	s e ɾ a f i n
subtitular	s u b t i t u l a ɾ
sva	z v a
tabloide	t a b l ɔ j d e
talentosa	t a l e n t o s a
taràntules	t a ɾ a n t u l e s
teixides	t e j ʃ i d e s
thi	t i
tig	t i ɡ
tiraran	t i ɾ a ɾ a n
togores	t o ɡ o ɾ e s
trasbalsada	t ɾ a z b a l s a d a
travertí	t ɾ a v e ɾ t i
turkish	t u ɾ k i ʃ
ulcerosa	u l θ e ɾ o s a
unicorns	u n i k ɔ ɾ n s
universidade	u n i v e ɾ s i d a d e
usaria	u z a ɾ j a
vagos	v a ɡ o s
vanity	v a n i t i
varias	v a ɾ j a s
venjativa	v e n ʒ a t i v a
videoclub	v i d e o k l u b
vinnie	v i n n j e
volumètrica	v o l u m ɛ t ɾ i k a
xargay	ʃ a ɾ ɡ a j
xaro	ʃ a ɾ o
ínfules	i n f u l e s
abierto	a b j ɛ ɾ t o
acròpoli	a k ɾ ɔ p o l i
activem	a k t i v e m
adopti	a d o p t i
adventures	a d v e n t u ɾ e s
aeròbica	a e ɾ ɔ b i k a
afectaren	a f e k t a ɾ ɛ n
albums	a l b u m s
alc	a l k
amida	a m i d a
antisemites	a n t i s e m i t e s
apotecaris	a p o t e k a ɾ i s
arborètum	a ɾ b o ɾ ɛ t u m
argo	a ɾ ɡ o
aruba	a ɾ u b a
atlantis	a t l a n t i s
atwood	a t w u d
avelino	a v e l i n o
barthes	b a ɾ t e s
bayarri	b a j a r r i
benigna	b e n i ɲ ɲ a
blocosfera	b l o k o s f e ɾ a
cabildo	k a b i l d o
calculava	k a l k u l a v a
campanetes	k a m p a n e t e s
canòniques	k a n ɔ n i k e s
capra	k a p ɾ a
cariño	k a ɾ i ɲ o
carnero	k a ɾ n e ɾ o
cartolina	k a ɾ t o l i n a
cañardo	k a ɲ a ɾ d o
clac	k l a k
clàxon	k l a ʃ o n
cme	k m e
colades	k o l a d e s
collectif	k o l l e k t i f
comintern	k o m i n t ɛ ɾ n
compl	k o m p l
corsari	k o ɾ s a ɾ i
coste	k o s t e
creuria	k ɾ e u ɾ j a
cutani	k u t a n i
darpa	d a ɾ p a
designi	d e s i ɲ ɲ i
dialectologia	d i a l e k t o l o d͡ʒ i a
discontinu	d i s k o n t i n u
discontínua	d i s k o n t i n u a
disposin	d i s p o s i n
doctrinals	d o k t ɾ i n a l s
dumbo	d u m b o
ebenista	e b e n i s t a
entremaliada	e n t ɾ e m a l j a d a
epilèptics	e p i l ɛ p t i k s
escuders	e s k u d e ɾ s
espigó	e s p i ɡ ɔ
estimés	e s t i m e s
estruços	e s t ɾ u s o s
etta	e t t a
exsecretari	e k s s e k ɾ e t a ɾ i
fidelis	f i d e l i s
fidelity	f i d e l i t i
filferros	f i l f e r r o s
filosofal	f i l o s o f a l
finat	f i n a t
fraccionada	f ɾ a t t͡ʃ o n a d a
fractal	f ɾ a k t a l
franciscanes	f ɾ a n t͡ʃ i s k a n e s
fúries	f u ɾ j e s
galan	ɡ a l a n
galdón	ɡ a l d o n
genevieve	d͡ʒ e n e v j e v e
gestio	d͡ʒ e s t j o
globular	ɡ l o b u l a ɾ
gone	ɡ o n e
huevo	w e v o
ianukòvitx	j a n u k ɔ v i t ʃ
immobilitat	i m m o b i l i t a t
infestat	i n f e s t a t
injúria	i n ʒ u ɾ j a
inspeccionat	i n s p e t t͡ʃ o n a t
interfereixi	i n t e ɾ f e ɾ e i ʃ i
invito	i n v i t o
ires	i ɾ e s
irs	i ɾ s
juraria	ʒ u ɾ a ɾ j a
lames	l a m e s
legisla	l e d͡ʒ i s l a
leprosos	l e p ɾ o s o s
lletania	l l e t a n j a
lumina	l u m i n a
lèsbica	l ɛ z b i k a
lícites	l i s i t e s
maligna	m a l i ɲ ɲ a
malos	m a l o s
mandarins	m a n d a ɾ i n s
marika	m a ɾ i k a
marsé	m a ɾ s e
matutí	m a t u t i
mañas	m a ɲ a s
mbit	m b i t
metodològics	m e t o d o l ɔ d͡ʒ i k s
microscòpica	m i k ɾ o s k ɔ p i k a
milf	m i l f
mimir	m i m i ɾ
misto	m i s t o
moneo	m o n e o
morisc	m o ɾ i s k
moscat	m o s k a t
muchos	m u ʃ o s
muntà	m u n t a
musicada	m u s i k a d a
naturales	n a t u ɾ a l e s
noemi	n o e m i
nordest	n o ɾ d e s t
nòduls	n ɔ d u l s
oblidés	o b l i d e s
ocasionen	o k a s j o n ɛ n
ofegava	o f e ɡ a v a
orgànuls	o ɾ ɡ a n u l s
payeras	p a j e ɾ a s
penalti	p e n a l t i
peyu	p e j u
piaf	p j a f
pintores	p i n t o ɾ e s
poblen	p o b l ɛ n
polígraf	p o l i ɡ ɾ a f
profètic	p ɾ o f ɛ t i k
páginas	p a ʒ i n a s
públicas	p u b l i k a s
quemada	k e m a d a
raros	r a ɾ o s
sagna	s a ɲ ɲ a
sectàries	s e k t a ɾ j e s
sefardites	s e f a ɾ d i t e s
selectives	s e l e k t i v e s
sembrem	s e m b ɾ e m
seve	s e v e
severo	s e v e ɾ o
shoot	ʃ u t
simposis	s i m p o s i s
sleep	s l i p
somers	s o m e ɾ s
statistics	s t a t i s t i k s
suculenta	s u k u l ɛ n t a
sugrañes	s u ɡ ɾ a ɲ e s
sumaríssims	s u m a ɾ i s s i m s
suportada	s u p o ɾ t a d a
svoboda	z v o b o d a
sàez	s a e z
sísif	s i s i f
talaies	t a l a j e s
tapis	t a p i s
taquicàrdia	t a k i k a ɾ d j a
tenin	t e n i n
tho	t o
tov	t o v
tramposos	t ɾ a m p o s o s
traumàtiques	t ɾ a u m a t i k e s
tripartita	t ɾ i p a ɾ t i t a
trulls	t ɾ u l s
uca	u k a
updates	u p d a t e s
urinàries	u ɾ i n a ɾ j e s
urticària	u ɾ t i k a ɾ j a
uruk	u ɾ u k
utòpica	u t ɔ p i k a
vallesana	v a l l e s a n a
vitícola	v i t i k o l a
vocabularis	v o k a b u l a ɾ i s
warm	w a ɾ m
wim	w i m
windermere	w i n d e ɾ m e ɾ e
xamfrans	ʃ a m f ɾ a n s
xofers	ʃ o f e ɾ s
xunta	ʃ u n t a
zamenhof	z a m e n ɔ f
àstrid	a s t ɾ i d
absol	a b s o l
acròstic	a k ɾ ɔ s t i k
acumulem	a k u m u l ɛ m
adhesives	a d e s i v e s
adscriu	a d s k ɾ j u
agafis	a ɡ a f i s
americano	a m e ɾ i k a n o
americanos	a m e ɾ i k a n o s
apical	a p i k a l
aplaudim	a p l a w d i m
arbòria	a ɾ b ɔ ɾ j a
aristotèlica	a ɾ i s t o t ɛ l i k a
arlene	a ɾ l e n e
astray	a s t ɾ a j
avícola	a v i k o l a
balconeres	b a l k o n e ɾ e s
bananera	b a n a n e ɾ a
baobabs	b a o b a b s
battista	b a t t i s t a
bellsolà	b e l s o l a
bevedors	b e v e d o ɾ s
bicolor	b i k o l o ɾ
bighorn	b i ɡ o ɾ n
blanqueta	b l a n k e t a
bolaño	b o l a ɲ o
brànquies	b ɾ a n k j e s
caducada	k a d u k a d a
capritxoses	k a p ɾ i t͡ʃ o s e s
caris	k a ɾ i s
catarsi	k a t a ɾ s i
chano	ʃ a n o
chantal	ʃ a n t a l
charente	ʃ a ɾ ɛ n t e
chato	ʃ a t o
clovis	k l o v i s
coltrane	k o l t ɾ a n e
confianza	k o n f j a n t͡s a
constituïm	k o n s t i t u i m
consulars	k o n s u l a ɾ s
copiava	k o p j a v a
cuap	k u a p
curiosity	k u ɾ j ɔ s i t i
cyril	s i ɾ i l
càrreg	k a r r e ɡ
cúbica	k u b i k a
debatem	d e b a t e m
definí	d e f i n i
defèn	d e f ɛ n
delivery	d e l i v e ɾ i
dimetil	d i m e t i l
divulgadora	d i v u l ɡ a d o ɾ a
dreyfus	d ɾ e j f u s
emportes	e m p o ɾ t e s
empresonà	e m p ɾ e s o n a
encuny	ɛ̃ k u n i
endimoniat	e n d i m o n j a t
erta	ɛ ɾ t a
escalona	e s k a l o n a
escumes	e s k u m e s
espills	e s p i l s
espinalt	e s p i n a l t
espiritista	e s p i ɾ i t i s t a
estucat	e s t u k a t
etnològics	e t n o l ɔ d͡ʒ i k s
etrusc	e t ɾ u s k
fandango	f a n d a n ɡ o
fascista	f a ʃ ʃ i s t a
feet	f i t
flag	f l a ɡ
forman	f o ɾ m a n
formidables	f o ɾ m i d a b l e s
frisco	f ɾ i s k o
gabri	ɡ a b ɾ i
geografía	d͡ʒ e o ɡ ɾ a f i a
gerunda	d͡ʒ e ɾ u n d a
ginevra	d͡ʒ i n e v ɾ a
gli	ɡ l i
gravity	ɡ ɾ a v i t i
groningen	ɡ ɾ o n i n d͡ʒ ɛ n
hidratat	i d ɾ a t a t
homòfobes	o m ɔ f o b e s
homòloga	o m ɔ l o ɡ a
humilia	u m i l j a
inciativa	i n t͡ʃ a t i v a
incloguin	i n k l o ɡ i n
ingmar	i n ɡ m a ɾ
inserides	i n s e ɾ i d e s
insultats	i n s u l t a t s
isidoro	i s i d o ɾ o
kal	k a l
kke	k k e
laberinto	l a b e ɾ i n t o
lacuesta	l a k u e s t a
ledoux	l e d u
leiden	l e j d ɛ n
lilas	l i l a s
lujo	l u ʒ o
lusitans	l u s i t a n s
madina	m a d i n a
majorals	m a ʒ o ɾ a l s
malala	m a l a l a
manega	m a n e ɡ a
maniobrabilitat	m a n j o b ɾ a b i l i t a t
mantenidor	m a n t e n i d o ɾ
marathi	m a ɾ a t i
mataro	m a t a ɾ o
microfibra	m i k ɾ o f i b ɾ a
migdiades	m i ɡ d j a d e s
miño	m i ɲ o
modulada	m o d u l a d a
molestin	m o l e s t i n
mordred	m o ɾ d ɾ e d
morfològic	m o ɾ f o l ɔ d͡ʒ i k
mucositat	m u k o s i t a t
nakano	n a k a n o
nexes	n e ʃ e s
obligaria	o b l i ɡ a ɾ j a
observà	o b s e ɾ v a
occitano	o t t͡ʃ i t a n o
octaves	o k t a v e s
olmedo	o l m e d o
olympic	o l i m p i k
onde	o n d e
ondes	o n d e s
osti	o s t i
palermo	p a l e ɾ m o
palomas	p a l o m a s
papirs	p a p i ɾ s
parnàs	p a ɾ n a s
partió	p a ɾ t j ɔ
pedrol	p e d ɾ ɔ l
pga	p ɡ a
pharma	f a ɾ m a
philipp	f i l i p
più	p j u
ponomariov	p o n o m a ɾ j ɔ v
preixens	p ɾ e j ʃ ɛ n s
preocupin	p ɾ e o k u p i n
presi	p ɾ e s i
prestador	p ɾ e s t a d o ɾ
puy	p u j
quantum	k w a n t u m
reaccionava	r e a t t͡ʃ o n a v a
renània	r e n a n j a
santificat	s a n t i f i k a t
sards	s a ɾ d s
satisfarà	s a t i s f a ɾ a
scan	s k a n
segadora	s e ɡ a d o ɾ a
segrega	s e ɡ ɾ e ɡ a
semanal	s e m a n a l
serious	s e ɾ j u s
siro	s i ɾ o
soberano	s o b e ɾ a n o
soma	s o m a
stic	s t i k
subcontractades	s u b k o n t ɾ a k t a d e s
submises	s u b m i s e s
superestructura	s u p e ɾ e s t ɾ u k t u ɾ a
surfistes	s u ɾ f i s t e s
teletip	t e l e t i p
tertuliana	t e ɾ t u l j a n a
thais	t a i s
till	t i l
tiris	t i ɾ i s
toponimia	t o p o n i m j a
tractaré	t ɾ a k t a ɾ e
transportes	t ɾ a n s p o ɾ t e s
travesso	t ɾ a v e s s o
treguis	t ɾ e ɡ i s
tupinada	t u p i n a d a
twitch	t w i t͡ʃ
urologia	u ɾ o l o d͡ʒ i a
usc	u s k
valquíries	v a l k i ɾ j e s
vanuatu	v a n u a t u
vasculitis	v a s k u l i t i s
venja	v e n ʒ a
verifiqui	v e ɾ i f i k i
vermaelen	v e ɾ m a e l ɛ n
versionada	v e ɾ s j o n a d a
versiones	v e ɾ s j o n e s
vertebra	v e ɾ t e b ɾ a
viladamat	v i l a d a m a t
viv	v i v
xiscles	ʃ i s k l e s
xosé	ʃ o s e
xè	ʃ ɛ
yago	j a ɡ o
yasin	j a s i n
àrtica	a ɾ t i k a
árbol	a ɾ b o l
éstà	e s t a
abecedari	a b e θ e d a ɾ i
aday	a d a j
additiva	a d d i t i v a
adicionals	a d i t͡ʃ o n a l s
administrades	a d m i n i s t ɾ a d e s
afalacs	a f a l a k s
alfabètica	a l f a b ɛ t i k a
almanac	a l m a n a k
alsacià	a l s a θ j a
ambientats	a m b j ɛ n t a t s
andròmina	a n d ɾ ɔ m i n a
anteres	a n t e ɾ e s
anímic	a n i m i k
aridesa	a ɾ i d e s a
ataquin	a t a k i n
ateny	a t ɛ n i
autobombo	a w t o b o m b o
automotors	a w t o m o t o ɾ s
barbarigo	b a ɾ b a ɾ i ɡ o
basin	b a s i n
boccaccio	b o k k a t t͡ʃ o
bombardí	b o m b a ɾ d i
bondadosa	b o n d a d o s a
